,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600623.SH,X601992.SH,X600362.SH,X600111.SH,X600886.SH,X002466.SZ,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X300072.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000983.SZ,X000060.SZ,X002470.SZ,X600176.SH,X000012.SZ,X600022.SH,X600098.SH,X600578.SH,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0795742047334196,0.194905087531656,0,0,0,0,0,0,0.091232343165277,0,0,0,0.0114225624977927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347464143867825,0,0,0,0,0,0,0,0,0.0349418927233225,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.100146821768688,0.195958525160225,0,0,0,0,0.0298371746120666,-0.00229722238780175,0,0,0,0,0,0,0.0145605652520612,0,0,0,0,0,0,0,0.0952295673743083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024831396477494,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.106225205580949,0.0219979090970018,0.305836456534068,0,0,0,0,0,0.00667644362840959,0,0.0513457214050381,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0919053888537591,0,0,0,0,0,0,0,0,0,0.0622936882836619,0,0,0.0125957530497517,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.162640133805071,0.103089275334425,0,0,0,0,0,0,0,0,0,0,0,0.0254216279639131,0,0,0,0,0,0,0,0,0.0494536455753099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069302266324169,0,0.0509377030163106,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209505556809902,0,0,0.141351535057515,0,0,0,0,0,0,0.0931474020744971,0,0,0,0,0,0.0339816854074649,0,0,0.0672628985879226,0.118287387287523,0,0.0704644041600692,0,0.0289338460843648,0.0615689398850898,0,0,0,0.0209918881869025,0,0,0.0655887691081108,0,0.0293764839902061,0,0,0,0,0,0,0
X600019.SH,0,0,0.133952131271493,0,0,0,0,0,0.040364660347821,0,0,0,0,0,0,0,0,0,0,0,0.121043098713794,0,0,0,0,0,0,0,0,0,0,0,0,0.444695518989499,0,0,0,0,0,0.0843672067096591,0,0,0,0,0,0,0.0916929985674779,0,0,0,0,0.0201375970373347,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111609446894001,0,0,0.0446814395997187,0,0,0,0,0,0,0.151337601317903,0,0,0.0621784002478581,0,0,0,0,0,0.0381902864676704,0.148052482905371,0,0,0.0340739239770813,0,-0.0351297417623555,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711515298501923,0.00521122586416351,0,0,0,0,0,0,0,0,0,0.128683820166054,0,0,0,0,0,0,0,0,0.0525547657501387,0,0,0.088831918196906,0,0,0,0,0,0.290368168096916,0,0,0.119613086551946,0,0.0725671779504863,0,0,0,-0.0176108685969527,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27409474342607,0,0,0,0,0.145775750595913,0,0,0,0,0,0,0,0.204543556094136,0,0,0.199806403766695,0,0,0,0,0,0.0381698212522445,0,0,0,0,0,0,0,0,0.00352252047848315,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685406089207736,0,0,0,0,0,0,0.0303915736002426,0.139578079555584,0,0,0,0,0,0,0,0,0,0,0,0,0.171071298976912,0,0,0,0,0,0,0,0.0873016085272493,0,0,0,0.286482380911996,0,0,0.00572011192706085,0,0,0,0,0,0,0,0,0
