,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600489.SH,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X600315.SH,X601699.SH,X600660.SH,X002470.SZ,X600352.SH,X600808.SH,X000027.SZ,X600549.SH,X000630.SZ,X000959.SZ,X000983.SZ,X600490.SH,X600578.SH,X600307.SH,X000937.SZ,X600863.SH,X000960.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.106541251394403,0,0,0.0596433601827196,0.0588895962699016,0,0,0.0302314078339993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139024744640153,0,-8.67361737988404e-19,0.0114300371589195,0,0.00803215927385584,0,0,0.0593886744635979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351174413406682,0,0,0,0,-0.00921233668185725,0,0,0,0,0,0
X600028.SH,0,0,0.0496997132161259,0.0983350443091585,0,0.0868595378523375,0,0,0,0,0,0,0,0,0.0170458805920252,0,0,0,0,0,0,0,0.129499460101408,0,0.0160900901228822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139659018923176,0,0,-0.00179047077570011,-0.0138170741065801,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-2.16840434497101e-19,0.0841725935621037,0,0.105576620211198,0,0,0,0,0,0.171710745320758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157518796373552,0,0,0,0,0.0468402944178437,0.0331849575298325,0,0,0.0102539463230064,0,0,0,0,-0.000139546614102584,-0.0107637175788066,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.130378900690134,0,0,0,0,0,0,0.0753320402080519,0.0618263632273736,0,0.304546445493349,0,0,0,0,0,-0.0428119958717885,0,0,0,0,0,0,0,-0.0424705308204118,0.134157034733759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110008705695102,-0.0158628781629347,0,0,0,0,0,0
X600585.SH,0,0,0.0547813259138229,0,0,0.210815013274437,0,0,0,0,0,0,0,0.104186588269934,0,0,0,0,0,0,0,0,0.0531670638331548,0,0,1.73472347597681e-18,0,0,0,-0.00349002982366819,0,0,0,0,-0.0165107030591801,0,0,0,0,0,0,0.166149936346549,0,0,0,0,0,0,0,0,-0.00181649366995313,0,0,0,0,0,0,0
X600019.SH,0,0,1.73472347597681e-18,0.120818730109318,0,0,0.0866102629883492,0,0.0358927803650319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147925699940163,0,0.225549513717948,0,-0.00965240003914937,0,0,0,0,0,0,0.0120220950752798,0,0,0,0.0872683676900018,0,0.0556117808610594,0,0,0,0,0,0,0,-0.0108027311617244,0.0284800877913553,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.381113569710213,0,0,0,0,0.00331400343514983,0.100550546463926,0,0,0,0.09181992053574,0,0,0,0,0,0,0,0.00721417215702152,0.0164767132320465,0,0,0.11134504776149,0,0.0439015043452809,0,0,0,0,0,0,0,0,0,0,0,-0.0419294961668294,0,0,0,0,0,0.00885404813614154,-0.0189281682074329,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0489710025236223,0,0,0,0,0,0,0.155894898596881,0,0,0,0,0,0.0455834927496931,0,0,0,0,0,0.108227659514177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115323666281374,0,0,0,0,0.0319840723865325,0,0.0222239603078322,-0.0343618112852238,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.409837907645042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273565613339849,0,0,0.105444007395608,0,0,0,0,0.0337526314463126,0,0,0,0.0163039931685015,0,0,0,0.0929027750369086,0,0.0467923436825514,0,0.0172309190919688,0,0,0.0775278392022853,0,0,0,0,0,0,0,0.00907807802144073,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093643679654364,0,0,0.0189965534441162,0,0,0,0,0,0.0493120107453504,0,0.0698424652532349,0.0637226947316567,0,0,0,0,0,0,0,0.204513250199585,0,0,0.0584493755412806,0,0,0,0,0,0.127732280862998,0,0,-0.0115530217289775,0.00990318658162425,0,0,0,0.0125382550660954,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.169309345682638,0,0,0,0,0,0.00708243449811448,0,0,0,0,0,0,0,0,0,0.171836933313609,0,0,0,0,-5.42101086242752e-20,0.127500494750382,0,0,0,0,0,-8.67361737988404e-19,0,0,0.18122926496471,0.00176528315893977,0,0.0355502584768829,0,0,0,0,0.0632957160036278,0,0,-5.42101086242752e-20,-0.0139790331060176,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119845038822117,0,0,0,0,0.0302204260312784,0,0,-0.0486569726262147,0,0,0.158312282696368,0.131294434054115,0,0,0,0,0,0,0,0.0412742397754647,0.014533231475244,0,0.0621230945574441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595103242945386,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611517818757419,0,0.195239112841182,0,0,0,0.0593155929435626,0,0,0,0,0,0,0,0,0,0.0327034089499123,0,0,0.119021069827837,0.0264960037961324,0.032621555093543,0,0,0,0,0,0,0,0,0,0,0.0538190721015028,0,0,0,-0.0055510442816997,0.00469643575333823,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.20770954257982,0,0,0,0,0.100707118660641,-0.146313573105784,0,0,0.132279859160804,0,0,0,0,0,0,0,0.304132137205419,0,0,0.0901547461547122,0.0957733720030479,0,0,0.180282880373765,0,0,0,0,0.0975428768568955,0,0,0,0,0,-0.00852647945095287,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.136021539895414,0,0,0,0.151781091533544,0,0,0,0,0,0.12122371071369,0,0,0,0,0,0,0,0,0,0,0.00646722699169093,0,0,0,0,0,0,0,0,0.0464940915669599,0,0,0.325170741361925,0.116240734443887,0,0,0,-0.00657663289200194,0.0151421060511099,0,0,0,0,0,0
X600027.SH,0,0,0,0.232110340333321,0,0,0,0.217961019493205,0.0603423516607045,0,0,0.0462393329851126,0,0.0302178310189453,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190295392427162,0,0,0,0,0,0.0888979714956964,0,0,0,0,0,0,0,0.00327750889528827,0,0,0,-0.0438911949285228,0,0
X600688.SH,0,0,0,0,0,0,0,0.093189310363304,0,0,0,0,0.132117905009132,0,0,0,0,0,0,0,0,0.0578770800449927,0.069314699826193,0,0,0,0,0,0,0.0661849917802575,0,0.0643934951358285,0.0993957827919369,0,0,0,0,0.199069273084579,0,0,0,0,0.020748076082028,0,0,0,0,0.0310215364235364,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642269922608707,0,0,0,0,0.0259829583937232,0,0,0.00922195190849617,0,0,0.127879716974272,0,0,0,0,0,0,0,0,0,0,0,0,0.293412559337109,0,0,0.0375688490685341,0,0,0,0,0,-0.101086760408131,0,0,0,0.00911468414631028,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.203733279800155,0.00260201749174152,0,0,0,0,0,0,0,0,0,0,0,0.0265839672040818,0,0,0,0,0,0,0,0.231887772251482,0.0264308224509528,0,0,0.00147872972073335,0,0.0900820283782291,0,0,0,0,0,0.080914215754196,0,0,0,0,0,-0.00751737814225564,-0.00484974288133862,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.0715936625677589,0,0,0,0,0,0,0,0,0,0.00878507866497328,0,0,0,0,0,0.108661077034894,0,0,0,0,0,0.0199232432081206,-0.0104677995466428,0.143836114132408,0,0,0,0.00629369971967101,0,0,0,0,0,0.0147436901926471,0,0,0.0469887302063957,0,0,0,0,0.00978807872532825,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0288383909045616,0,0,0.0942171705816008,0,0,0,0,0,0,0,0,0.0181985444018254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838945837401259,0,0,0,0,0.181183005025464,0,0,0,0.139849220719525,0,0,0,-0.0209686395370605,-0.017975951922575,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165049535559253,0.0889715159203436,0,0,0,0,0,0,0,0.104196268130916,0,0,0,0,0.0356773110634507,0,0,0,0.06757177769748,0,0,0.195960096338897,0,0,0.260403123436388,0,0,0,0,-0.00260023795058759,0,0,0,0,0,0,0,0.0626768769106695,-0.11626333316996,0,0,0,0,0,0
