,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X000723.SZ,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X002110.SZ,X600299.SH,X000553.SZ,X000629.SZ,X600489.SH,X601158.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X000027.SZ,X600583.SH,X600985.SH,X000825.SZ,X600157.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0811692708507924,0,0,0.0147635010055592,0,0,0,0,0,0,0.0755067757851316,0,0.00118200208576368,0,0,0,0,0,0,0.0133063476030368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466541504382522,0,0.0033296000576649,0,0,0,-0.0115061784119463,-0.00207570679036951,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.175800317457758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622564723311042,0,0,0,0,0,0,0,0.00389870476423953,0,0,0,0,0.00746259026760265,0.114310901578724,0,0,0,-0.0227356477481133,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.125953101138304,0,0,0,0.067935533659931,0.121782125451994,0.00957989894450784,0,0,0,0.0213960329034214,0,0,0,0.0168788433112336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165943234046164,0,0,0,0.00607025392137413,-0.0548864165681106,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.070410556579756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499272273634399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00684639902243555,0,0,0,0,-0.00244400736945756,0,0
X600019.SH,0,0,0.0749915336158912,0,0,0,0,0,0,0.053861678960542,0,0,0.0376312303051491,0,0,0,0.0172419079518542,0,0,0,0,0.144700337405739,0,0,0,0,0.102166424287682,0,0,0,0,0,0,0.0273489513096017,0,0,0,0,0,0,0,0,0,0,0,0.0583326861912945,0,0.117739141654013,0,0,0,0,-0.0027123726388599,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.129841731088781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487169834274758,0,0,0,0,0.422278130817066,0,0,0,0,0,-0.0817026489018823,0,0,0,0.0704534202320997,0,0,0,0,0,0.114154342030845,0,0,0.0350976230301965,0,0,0,0,-0.0424362851760689,0,0
X600011.SH,0,0,0,0,0,0,0,0.0424080194140129,0,0,0,0.110128905695107,0,0,0,0,0,0,0,0,0,0,0,0.353015065699247,0,0,0.0358111622535896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535982423828331,-0.00817188155508584,0,0,0,0,0.00965864526524495,0,0,0,0.0460263423791951,0,0,0,0,-1.93413632339939e-05,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935123907494286,0.00862609218016168,0,0,0,0,0,0,0,0,0,0,0,0,0.013280898140726,0,0,0,0,0.269037137598422,0,0,0,0,0,0,0,0,0.192539880601181,0,0,0,0,0,0,0,0,-0.00690293468118083,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105690402172682,0,0,0.417859416884417,0,0,0,0,0,0.000319893612175036,0,0,0,0,0.0852679432024464,0,0,0,0,0,0,0,0,0.0183091841359774,0,0
X601600.SH,0,0,0,0,0,0,0,0.107797563918679,0,0,0,0,0,0,0,0,0,0,0,0,0.0455894966570501,0.121102081563831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772212418801553,0,0,0,0,0,0,0,0,0.0643978322995373,0.0925965193641788,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0158525342823931,0,0,0,0.168235918642527,0,0,0.189692085390327,0.0727681506312896,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00756371866253764,0,0,0,0,0,0,0.0155163277111958,0,0,0,0,0,0.0511329667935224,0,0.0475787398822838,0,0,0,0,0,0,0,0,-0.00826076106155157,0,0
