,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X002271.SZ,X600111.SH,X600010.SH,X600011.SH,X000877.SZ,X600660.SH,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X600096.SH,X000786.SZ,X000408.SZ,X000983.SZ,X000723.SZ,X600803.SH,X600141.SH,X300073.SZ,X002080.SZ,X601991.SH,X601699.SH,X600219.SH,X002192.SZ,X600486.SH,X600801.SH,X300037.SZ,X002497.SZ,X600027.SH,X000683.SZ,X002353.SZ,X002407.SZ,X000959.SZ,X600348.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949831730394003,0,0,0.122367621170775,0,0,0.0583093443074206,0,0,0,0.0376772348372492,0,0,0,0,0,0,0,0,0,0,0,0.179295908261313,0,0,-0.00337415064258603,0,0,0,0,0.0117772571935348,0,0
X601088.SH,0,0,0,0,0,0,0.334190593158351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648513650866282,0,-0.037590589721558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139181095848306,0,0,0,0.0118854969768513,0,0,0,0,0,0.0112092300733416,0,0,0,0,0,0.00998260439557095,0,0,0,0,0,0,0,0,0.0329148278343689,0,0,0.0473443705822249,0,0,-0.00901627505610042,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0928047579196018,0.0257381944664697,0,0,0,0.153942559233562,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0180018460500534,0,0.0121697933544851,0,0,0,0,0,0,0,0,0.0185928528433286,0.0668132022220804,0,0,0,-0.0346420362323616,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.349423675590514,0,0,0,0,0,0,0.172172266066593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595796149609204,0,1.73472347597681e-18,0,0,0,0,0,0.173836507233869,0,0,0,0.062176662100041,0.0860365443251096,0,0,0,0.0233570570010189,0,0,0,0,-0.00705987431977924,0,0
X002466.SZ,0,0,0,0,0.560042823314978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314576992949429,0,0,0,0.222351576555531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.216110157409789,0,0,0,0,0,0,0,0,0,0,0,0,-0.188917270255138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292045533178031,0,0,0,0.186171824435346,0,0,0,0,0,0,0,0,0,0,0,0.176502204022133,0.243879842294023,0,0.0566977027473947,-0.0284552358357417,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0493097951694553,0,0,0.141286695312711,0,-0.010502156220901,0,0,0,0,0,0.130823145367434,0,0,0,0,0,0,0,0,0,0,0.032615558537583,0,0,-0.0252688464997395,0,0,0,0,0,0,0.393393653885459,0,0,0,0,0,0,0,0,0,0,0.000828756192062182,0,0,0,0,-0.0107232124718559,0,0
X000792.SZ,0,0,0,0,0,0,0.0593419299181868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112530206068556,0,0.419421473629714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508302625410134,0,0,0,0.0120488036041559,0,0,-0.00656187864134954,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0869085620449788,0,0,0,0,0,0,0,0,0.0707438956210198,0,0,0,0,0,0,0,0,0,0.0820792527692492,0,0,0,0,0,0.0690231537635462,0,0,0,0,0,0,0,0,0.0267112901687925,0,0.19751180819945,0,0,0,0,0,0,0,0,0,0,0
