,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X600352.SH,X002466.SZ,X000786.SZ,X002271.SZ,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600489.SH,X600516.SH,X000898.SZ,X601158.SH,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000792.SZ,X000553.SZ,X002080.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000818.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.021386571653274,0,0.0745851189107024,0,0,0,0.0364000050132733,0.0338463460856507,0.00393692626191116,0,0,0.0213969456450547,0,0,0,0.268282474853213,0,0,0,0,0,0.0130600721207342,0,0,0,0.161997814658825,0,0,0,0,0.0143817964483074,0,0,0,0,0.0183969833732221,0,0,0,0.0222600782414303,0,0,0,0.00160352922210069,0,0,0,0,0,0
X600028.SH,0.159620649299021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058085375077208,0.0335056789178845,0,0,0.253083978413771,0.00991023245652983,0,0,0,0,0.0166814545249348,0,0,0,0.00134913962962707,0,0,0,0,0,0,0,0,0.0472291058176763,0,0,0,0,0,0,0,-0.00119906475144188,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.05848932977536,0,0,0,0,0.248438319123427,0.0211099872759677,0,0,0.0095040113268636,0,0,0,0,0,0,0,0,0,0,0,0.110593447182968,0,0,0,0,0,0,0,0,0,0,0.0433880267280721,0,0,0,0,0.00608066102743955,0,0,-0.000508017621208613,1.0842021724855e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.046711393100197,0,-0.0143054237475084,0,0,0,0,0,0,0,0,0,0,0.405169463789167,0,0,0,0,0.000736935694669428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324183515085606,0,0.0377850944943178,0,0,0,0,0,0,0.0189090983246846,0,0,0,0,0.0492763370710483,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081241844926331,0,0.306671417128517,0,0,-0.0684409523912689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354094237550318,0,0,0,0,0,0,0,0,0,0,0,0,0.0943378870944199,0.0456595245425996,0,-0.00723017483893408,-0.00494654947167214,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0670869508803486,0,0,0,0,0.103248503779966,0,0.10326839747271,0.103322350779796,0.0397425546618859,0,0,0,0,0,0,0,0.0453021116079799,0,0,0,0,0,0,0,0,0,0,0.05969544431042,0,0,0,0,0,0,0,0.0100190815175959,0,0,0,0,0,0,0.00926318967126418,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0320767377941891,0,0,0,0,0,0,-0.0717226206766774,0,0,0,0,0,0,0,0,0,0,0,0,-0.04899504289481,0,0,0,0,0.875172440134746,0,0,0,0,0,0.158417721363988,0,0.00766325520979754,0,0,0,0,0,0,0,0.00271596765611199,0,0.00293946357956411,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119734760851357,0,0,0,0.0867331561932749,0.299495755701418,0.0324282248607667,0,0.109532775871673,0,0,0,0,0,0,0,0,0,0,0.0338394137497666,0.0170974163455062,0,0,0,0.0368687408979957,0,0,0,-0.000369871560801802,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190867583781806,0,0.166660483066598,0,0,0,0,0,0.179860243087237,0,0,0,0,0,0,0.161620199736137,0.132906042633077,0,0,0,0,0,0,0,0,0,0,0.0572786418718168,0,0,0,1.73472347597681e-18,0.0512030952942315,0,0,0.0199787751638603,0,0,0,4.33680868994202e-19,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422294493338953,0,0,0.317545798239932,0,0.194142241093378,0,0,0,0,0.191199360444021,0,0,0.146551277660631,0,0,0.0683709442470806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448212217166486,0,0,0,0,0.0744803190087455,0,0
