,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600547.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600027.SH,X600803.SH,X000708.SZ,X600111.SH,X601991.SH,X002460.SZ,X600426.SH,X600160.SH,X000301.SZ,X000983.SZ,X601699.SH,X000786.SZ,X002466.SZ,X002128.SZ,X000807.SZ,X600219.SH,X600176.SH,X000630.SZ,X600985.SH,X000933.SZ,X601168.SH,X000877.SZ,X000883.SZ,X600096.SH,X000408.SZ,X000027.SZ,X000932.SZ,X002353.SZ,X002271.SZ,X600995.SH,X600801.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.266402987756588,0,0,0,0,0,0,0,0,0,0,0,-0.0636465271100838,0,0.178839742826159,0,0,0,0,0,0,-0.024652056907812,3.46944695195361e-18,0,0,0,0,-0.0553592895619415,0,0,0,0,0,0,0,0,0.168348703992364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744551430931257,0,0
X601088.SH,0.141190943041103,0,0,0,0,0,0.195264571309744,0,0,0,0,0,0.139578782348638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802019771519827,0,0,0.032725861272909,0,0,0,0,0,0,0,0,0.0286235261792572,-0.0126503384916325,0,0,0,0,-0.11518260155019,0,0,0,0,0,0.0263616767533221,0.0665099838822777,0,0,0.021582814139702,0,0
X600028.SH,0.495425197315028,0.0370607935088179,0,0,0,0.107646484946192,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0563134701209987,0,0,0,0,0,0,0,-0.140167287841985,0,-2.16840434497101e-19,0,0,0,-0.0681996859651083,0,0,0,0.00246973790787689,0.0481934257546942,0,0,0,0,0,0,0,0,0,0.02549124320916,0,0,0,0,0,0,0,0,0,0,0,0.0628235000931748,0,0
X600309.SH,-0.107265830088281,0,0,0,0,0,-0.0080965064745849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109205790291937,0.0877083951706512,0,0,0,0,0,0,0,0,0,0,0,0,0.0156311260835782,0,0,0,0,0,0,0,-0.0217151053234222,0.20888010537718,0.0157625808882394,0,0,0,0,-0.0451370221450502,0,0,0,0.00690514657499915,0,0
X601898.SH,0,0,0,0,0,0,0.107816572064019,0,0.00135319400076515,0,0,0,0.14385261633902,0,0,0,0,0,0.0695225360903753,0,0,0,0,0,0,0,0,0,0.200344746293258,0,0,0,0,0,0,0,0.16909464234919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.138686120129553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707078579395231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554177963853808,0,0,0.0857213788664195,0,0,0.261588611467102,0,0.0393993762440006,0,0,0,0,0.0373028724592183,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.208828373317395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558147414665667,0.427172034978312,-0.107550495190787,0,0,0,0,0,0,0.0989210699953813,0,0,-0.152161112875157,0,-0.0449780393323144,0,0,0,0,0,0,0,0,0,-0.0731223446660001,0,0,0,0,-0.00193988384751372,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0183048481607665,0,0,0,0.154917568765631,0,-0.0037904014426057,0,0,0,0,0,0,0.116507530230788,0,0,-0.160882454515439,0,0,0,-0.0511080844722766,0,0,0,0,0,0,0,-0.0442478047766146,0,0,0.138561693479208,0,0,0,0,0,0,0,0,0,-0.0727250491846367,-0.0117771087067743,0,0,0,0,-0.0361839280008602,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50252517027439,0.186515417480556,0,0,0,0,0.0263286013751591,0,0,0,0.0155178611214579,0,0,0,0,0,0,0,0,0,0,0,0.148749826023752,0.0213896903772447,-0.0326596562048889,0,0,0,0,0,0,-0.0811081139712233,0,0,0,0.0524526008509751,-0.0457504896907439,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149749810455166,0,0,0,0,0.162469601958357,0,0,0,0.32173799657491,0,0,0,0,0,0,0,0,0.0187641938195606,0,0,0,0.00941131526177141,0,0,0,0,0.0763445432013201,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0584351105617833,0,0,0,0,-0.0814480313886477,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153956007185203,0.12695590003562,0,0,0,0,0,0,0,0,0,-0.0491780767604216,0.0354596166783018,0,0,0,0,0,0,0,0.173577773582745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107843859685647,0,-0.00112085914743363,0,0,0,0,0,0.00739761406224852,0,0
X600660.SH,0,0,0,0,0,0,-0.0591040421868922,0,0,0,0,0,0,0,0,0,0,0,0.00270199282530585,0,0,0,0,0,0.229500501748963,0.131827107507623,0,0,0,0,0,0,0,0,0,0,-0.0347773427027948,0,0,-0.0865707705529397,0,0.156418195713284,0,0,0,0,-0.0736905964177063,0,0,0,0,0,0,0,0,0,0.0174229809006151,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513094946516903,0,0,0,0,0,0.0519729240571798,0.0823028657085916,0,0,0.112884922691477,0,0.31741719847356,0.256301594784367,0,0.214257491443436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434464135976648,0,0
X600795.SH,0,0,0,0,0,0,0,0.036174833800997,0,0,0,0,0,0,0,0,0,0,0.255417576496866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280264376901749,0,0,0,0,0,-0.0452643661278135,0,0,0.152967815883783,-0.054979679229805,0.000384726798212357,0,0,0,0,-0.00957910368453303,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629588165861206,0,0,0,0,0,0,0,0.234639660589679,0,0.0375360541344278,0,0,0,0,0.0438334892912437,0,0,0,0,0,0,0,0.0625585619593948,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419159563385039,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.503663720147801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129177351563575,0,0,-0.07062312429729,0,0,0,0,0,0,0,0,0,0,0,0,0.128299600469482,0.0386114464978666,0,0,0,0,0,0,0.031594340564438,0,0,0,0,-0.0510390382041006,0,0,0,0,-0.00486801235933639,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0486700539500717,0,0,0,0.0329531758540786,0,0,0,0,0,0.0104169759067221,0,0.0255874761916595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393578628378653,0.00234413241524027,0,0.343785134489413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572867052620612,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,2.05193720308342e-05,0,0,0,0,0,0,0,0,0.122685683887613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651545923813002,0,0,0,0,0,0,0.0739526212171553,0,0,0,0,-0.00782993561131382,0,0,0,0,0.0248921810789468,0,0
X600027.SH,0,0,0,0,0.202530556117084,0,0,0,0,0.732713962571368,0,0,0,0,0,0,0,0,0,0,0,0,0.077886927643878,0,0,0,-0.00396099084042709,0,0,0,0,0.0575215071326809,0,0,0,0,0,0,0,0,0,0,-0.0715906197460732,0,0,0,-0.0353340156241594,0,0,0,0,0,0,0,0,0,0.0133879634295727,0,0
X600803.SH,0,0,0,0,-1.73472347597681e-18,0,0.0372806647219335,0,0,0,0,-0.035260275702188,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141777069399018,0,0,0.0737511051457848,0,0.0635251749958199,0,0,0,0,0,0,0,0,0.147527062574826,0,0,0,0,-0.084335547798877,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.106598135975155,0,0,0,0.0349313595472855,0,0,0,0,0,0,0,0,0,0.0910085371315396,0,0,0,0,0,0,0,0,0.0631661125579473,0.0291028747531078,0,0,0,0,0.174937878835533,0,0,0.00127104370665752,0,0,0,0,0,0,0,-0.0852394669336036,0,0,0,0.0112176703912064,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0415200926737105,0,0,0,0,0,0,0,0.126891949422991,0,0,0,0.204314124614446,0,0,0.308440778963839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396883321507404,0,0.0468260732750239,0,0,0,0,0,0,0,-0.0493439509991074,-0.080250515535703,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0342534563603654,0.1317747496486,0,0,0.0468086320540173,0.00300775354570107,0,0,0,0,0.014207415678737,0,0,0,0,0,0,0,0,0,0,-0.0502657565654019,0,0,0,0,0,0,0,0,0,0,0.273111569770451,0,0,0,0,0,0,0.215652630555361,0,0,0,0,0,0,0,0,0.00159769865475798,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956622035663781,0,0,0,0,0,0,0,0,0,0,0.0101762976016589,0.0728084993347566,0,0,0,0.770951330509288,0,0,0,0.00344450520095051,0,0,0,0,0,0,0,0,0,0.0149711913493394,0,0.0484130234649853,0,0,0,0,-0.036634670480583,0,0,0,0,0.0266721422775631,0,0
X600426.SH,0,0,0,0.12724768986871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772319993966382,0,0.115350109102689,0,0,0.0381564179632017,0,0,0,0.242173066788803,0,0,0,0,0,0,0,0.0555219054437211,0,0,0,-0.0103215430977564,0,0,-0.0158445130557045,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0.0770586951076906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170532049268862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120725361913261,0.151902893169589,0,0,0.12322864604637,0,-0.0560768894968795,0,0,0,0,-0.0503544154261706,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.00269732343861531,0,0,-0.0125329499359948,0,0,0,0.0129846813517111,0,0,0,0,0,0,0,0.260726187032265,0,-0.0538703727208806,0,0,0,0,0,0,0,0,0,0,0.101732312899377,0,0,0.297369251647643,0,0,0,0,0,0,0,0,0,0,0,0.0586705239175148,-0.0510875100632299,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0.060567632599258,0,0,0,0,0,0.0519271842034152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244982694303714,0,0,0,0,0,0,0,0.109354419758069,0,0,0,0.00403876392309339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01825780758975,0,0
X601699.SH,0,0,0,0,0.241040166200548,0,0,0,0.0755451174291163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048883424118005,0,0,-0.0736544050453927,0.352820166705401,0,0,0,0,0,0,0,0,0.238433873655093,0.0644570528488103,0,0,0,0,0,0,0,0,0,-0.0822580230030291,0,0,0,0,-0.0191077097043706,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.116436998118702,0,0,0.0964880085461492,-0.128281456228364,0,0,0,0,0,0,0,0,0.0582960632541252,0,0,0,0,0,0,0,0,0,0.257342722239887,0,0,-0.0306977796937285,0,0,0,0,0.0895337329634465,0,0,0,0,0,0,0,-0.0290519954800068,0.0445139387931327,-0.166542982482826,-0.0958523197824784,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,-0.0355480404031158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745415678363321,0,0,0,0,0,0.0362415304920226,0,0,0,0,0.0102544030222887,0,0,0,0,0,0,0,0,0,0,0,0.0578802768131158,0,0,0,0,0.0992083424191981,-0.0815144391453209,0,0,0,-0.0310756143004316,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0452437047703007,0.128269991111401,0,0,0,0,0.0649359608757392,0,0,0,0.0726151555429136,0,0,0,0,0.0979932247230059,0,0,0,0,0,0,0,0,0,0.18741368898288,0,0,0.0865178191532866,0,0.141554652679873,0,0,0,0.0963776423971297,0,0,0,0,-0.0383975506822214,0,0,0,0,-0.0447122987993515,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.218254094067749,0,0,0,0.216741816489891,0,0,0,0,0,0.109367648924303,0,0.0862510464908489,0,0,0,0,-0.0335313466938373,0,0,0,0,0,0.0128485010834004,0,0.258998997368051,0,0.0728482311382374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564424589973377,0,0,0,0,0,0.472061966627681,0,0,0.0624756838204747,0,0,0,0.0319067955542876,0.0512687742211267,0,0,0,0,0,0.00512672937909946,0,0,0,-0.0283111565366563,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478851194322637,0,0,0,0,0,0,0.0571620225178355,0.0191831185981521,0.167745261594274,-0.294161167011421,0,0.286159071713395,0,0,0,0,8.67361737988404e-19,0,-0.0444088212020272,0,0,0,0,0,0,0,0,0,0.151595370621832,0,0,0,0,0.137232375779493,0,0,0,0,0,0.0180908920865994,0,0,0,0.0607961551145803,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439564197534277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773263404589957,0.296901576242807,0,0,0,0,0,0,0.00527174594887406,0.0139765210088224,0,0,0,0,0,0,0,0,0,0,0,0
X600985.SH,0,0,0,0,0.0808405026377138,0,0.0532444980296049,0,0,0,0,0,0.0909515684346322,0,0,0,0,0,0.0849692323536684,0,0.0400534091291287,0,0,0,0,0,0,0,0.364755090206166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579423633275624,0,0,0,0,0,-0.0475366652953592,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0.0708772910622095,0,0,0,0,0,0,0,0.275294748697339,0,0,0,0,0,0,0,0,0,0,0,0,0.0976765432719792,0,0,0.0834688843714149,0,0,0,0.0393558523157509,0,0,0,0,0,0,0,0.124200837992892,0,0,0,0,0.0165656840908994,0,0,0,0,0,0.0112675986809285,0,0,0,0,-0.0612130231275138,0,0
