,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600362.SH,X600188.SH,X600795.SH,X600111.SH,X600886.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000898.SZ,X601158.SH,X000792.SZ,X000709.SZ,X000883.SZ,X002353.SZ,X600489.SH,X000539.SZ,X600547.SH,X000630.SZ,X000629.SZ,X000825.SZ,X000027.SZ,X601699.SH,X000831.SZ,X600660.SH,X600352.SH,X600315.SH,X000983.SZ,X600578.SH,X000937.SZ,X600808.SH,X000959.SZ,X600549.SH,X002470.SZ,X600307.SH,X600863.SH,X000878.SZ,X601168.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.477895734013156,0,0,0,0.0123916633147031,0,0,0,0,0,0.0298476140644251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127533207384772,0.008034160252774,0,0,0,0,0,0,0,0,-0.0100295674424704,0,0,0,0,0,0,0
X600028.SH,0.587104841382246,0,0,0,0,0,0,0,0,0,0,0.132156374010696,0,0,0,0,0.0682569012065268,0,0,0,0,0,0,0,0,0.0778979776031338,0,0,0,0,0,-0.0592327451536637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143818818391301,0,-0.0105944529503696,0,0,0,0,-0.0432739583685281,0,0
X601088.SH,0,0.0986291054742699,0,0,0,0,0.172873183824825,0,0,0,0,0.119652927032135,0,0,0,0,0,0,0.0698774907975463,0,0,0,0,0,0,0.0516420156611046,0,0,0,0,0,0,0,0,0.084176866184182,0,0,0,0.138446338506833,0.0119742359518811,0.0613755321665642,0,0,0,0,0,0,0,0,0,0,-0.00670125600005195,0.00110989651024102,0,0,0,0,0,0
X600011.SH,0.0938005514313632,-1.73472347597681e-18,0,0,0,0.262212633112375,0,0,0,0.0536812143224698,0,0,0,0,0.0510384053705249,0.371908368856863,0.0589610503274335,0,0,0,-0.0355896427539391,0,0,0,-0.0236917598220778,0,0,0,0,0,0,-0.0551396510075544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140039432142917,-0.0238046554244911,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.189185206841494,0.140882207174202,0,0,0,0,0,0,0,0,0.0272437261784057,0,0,0,0,0,0,0,0.0408902588165224,0,0,0,0.0218714878183759,0,0,0,0.0146510386937707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238598023115757,2.16840434497101e-19,0,0,0,-0.0106582949744367,0,0
X600019.SH,0,0,0.0513831372867372,0.161353601129097,0,0,0,0,0,0,0,0.091832259081686,0,0,0,0,0,0,0,0,0.0741466865039668,0,0,0.33454846027557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188541484181805,0,0,0,0,0,0,0,0,-0.0116585718812803,0.00381068304225439,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.333310578854694,0.0563064352855924,0,0.0906720354734109,0,0,0,0,0,0,0.0947111011650935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218028647499569,0.0593439325057178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110665116619161,-0.0170741561532684,0,0,0,0,0,0
X601991.SH,0,0,0,0.0293952245278511,0,0,0.0371951513490982,0,0.0346331679372191,0,0,0,0,0,0,0.161716247872207,0,0,0.0189885986169196,0,0,0,0,0,0,0,0,0,0,0,0.143472785479308,0,0,0,0,0,0,0,0,0.142472645117632,0,0,0,0,0,0.0191202795410616,0,0,0,0,0,0.00485760166009731,-0.0193800229933818,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0402316014903369,0,0,0,0.375046232138974,0,0,0,0,0,0,0,0,0,0.0725890699969175,0,0,0.0595814113727776,0,0,0,0,0,0,0.0589645854986742,0,0,0,0,0,0,0,0,0,0,0.00369568268669852,0,0,0,0,0,0,0.132152501984023,0,0,0.000456900262979312,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619682871900889,0,0.128145364020006,0,0,0.158305006713374,0,0,0,0,0,0,0,0.00739783481769323,0,0.19523807546796,0,0,0.114246083199503,0,0,0,0,0.0545804355931626,0,0,0,0,0,0.0592705393248186,0,0,0,0.0147170703045552,0.0117584605304801,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.171165981511048,0,0.122701543215991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991492215269996,0,0,0,0,0.152755038019729,0,0.00742193616679367,0,0,0,0,0,0.0690807715838157,0.0185339863117428,0,0,0,-0.0242617104804356,0,0,0,0,0,0
X600188.SH,0,0.385040919291749,0,0,0,0,0.192279660265481,0,0,0,0,0,0,0,0,0,0.170012406849616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638381685472973,0,0.00627836676732978,0,0,0.0684157100421064,0,0,0.397710639635356,0,0,0,0,0,0,0,0,0,0,-0.0124389271048651,0,0,0,0,0,0,0
X600795.SH,0,0.0576380057151324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111382535143721,0,0,0.00873606413220458,0,0.121020888509727,0,0,0.0636267974835698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072319296914594,0.162748643130684,0,0,0,0,0,0,0,0,0.00642319874977696,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966821556536551,0,0,0,0,0,0,0.0655082074088109,0,0,0,0,0.0339505970301988,0.0666433375669628,0,0.0845697621598701,0,0,0,0,0,0,0,0,0.0193128082459184,0.274477521992258,0.00783911057191092,0,0,0,0.0248736427425801,0.00122993673544328,0,-0.00493352927210328,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.00412665151032355,0,0,0,0,0,0,0,0,0,0,0.107485030454482,0,0,0.0134080847984507,0,0,0,0,0,0,0,0,0.0746026646344138,0.0668500804680165,0,0,0,0,0,0,0,0,0,0,0.0269446391732946,0.128598921776984,0,0,0,-0.0126173265345118,0.0138914546771603,0,0,0,0,0,0
X600027.SH,0,0,0,0.203829266983058,0,0,0,0.103478396025836,0.156166728536173,0,0,0.0222829139977472,0.0999243772181263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839475653673388,0,0,0,0,0,0,0,0,0,0,0,0.000917635717419306,0,0,0,0,0,0,0
X600688.SH,0,0.142900696654325,0,0,0,-0.0494417095872295,0,0,0,0,0,0.263015879237096,0,0,0,0,0,0,0,0,0,0,0,0,0.0520593562589709,0.0108605724844874,0,0,0,0.0100951339389395,0,0,0.228030971119994,0,0,0,0,0.0376131205557641,0,0,0,0,0,0,0,0,0,0.0426380033642421,0,0,0,-0.00500425667354153,-0.00927636674702892,0.167918022775584,0,0,0,0,0
