,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600886.SH,X002460.SZ,X600547.SH,X300072.SZ,X600516.SH,X601992.SH,X600111.SH,X000898.SZ,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000553.SZ,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X601158.SH,X600315.SH,X000830.SZ,X601699.SH,X600489.SH,X000883.SZ,X600157.SH,X600219.SH,X600808.SH,X600583.SH,X600339.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.144230421947304,0.160399496756483,0,0,0,0,0,0.0336686947034763,0.0271379032978378,0,0,0,0,0,0,0,0,0.0487132308863616,0,0.0972882955383245,0,0,0,0.0302676234980537,0,0,0,0,0.0668672286242814,0,0,0,0,0.0299296212871646,0.00178190559217401,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0372378938575374,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.228776667769791,0,0.177984519565682,0,0,0,0,0,0,0,-0.0633852930632807,0.558814550261978,0,0,0,0,0,0,0,0,0,0,0,0,-0.028096431195591,0,0,0,0,0,0,0,0,-0.0084554746852083,0.116587090124461,0,0,0,0,0.102795642389189,0,0,0,0,0,0,0,0,0,-0.023040339554445,0.0028317317189236,0,-0.195419614132019,0,0,0,0
X601088.SH,0,0,0,0.29042637374945,0.0742736236969647,-0.060039870661043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078656045237948,0,0,0,0,0.360200314262219,0,0,0,0,0,0,0.0562805841917573,0,0,0.00711888359362695,-0.00611667482243138,0,0,0,0,0,0
X600019.SH,0,0,0.17938131960511,0,0,0,0,0,0.24231974950703,0,0,0,0,0,0,0,0,0,0,0,-0.146711240632681,0,0,0,0,0,0,0,0,0,0,0,0.160349960732968,0,0,0,0,0,0,0.0445853323591754,0,0,0,0,0,0,0,0,0,0.0293525501863919,0.0100428165333942,0,0,0,0,0,0
X600585.SH,0,0,0.381716746842862,0,0,0,0,0,0.0666210149032788,0,0.0306005365339242,0,0,0,0,0,0,0,0,0,0,-0.0122043484386635,0,0,0,0,-0.0326233015720263,0,0,0.0454526379796126,0,0,0,0,0,0,0,0,0.229697804559599,0,0,0,0.0926159877023413,0,0,0,0,0,0,0,0.0633904519079536,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0537924632947574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036205904457182,0,0,0,0.281288789731416,0,0,0.0128995297171939,0.0478680080172278,-0.193098670844256,0,0,0,0,0.220357813162632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333889913199539,-0.0176657097667341,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327833337317236,0.156752385863816,0,0,0,0,0.0340326540095147,0,0.00730295491848179,0,0,0.0690407390743458,0.0779893818904266,0,0,0,0.0405739800621775,0,0,0,0,0,0.0680156574642573,0,0.0429315119190986,0.0920455965834012,0,0,-0.0110856242525064,0.0111051702153912,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0957916377527724,0,0,0,0,0,0,0,0,0,0,0,0.0111720245320638,0.0265198013520288,0.0113816749103407,0.129344882505417,0,0,0,0,0,0,0,0,0,0,0.0113934650024656,0,0,0,0.0330192805644622,0,0,0,0,0,0,0,0,0,0,0,-0.0142477080543395,0,0,0,0,0,0
X600188.SH,0,0,0.0995477381651038,0,0,0,0,0,0,0.0500153858604114,0.119446932896723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148990199788454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578432818184191,0.408048216244958,0,0,0,0,0,0.249839973337947,0.03038961785036,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.138916990889057,0,-0.119094721243938,0,0,0,0,0,0,0,0.145768067572474,0,-0.182906447649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309531762914479,0.565845073214502,0,0,0.0241531088722825,0,0,0,0,0,0,0.205796625385281,0.0808246193949947,0,0,0,0,0,0
