,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X600547.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600803.SH,X600027.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600378.SH,X600219.SH,X600995.SH,X600348.SH,X600489.SH,X600096.SH,X600157.SH,X000933.SZ,X000807.SZ,X002080.SZ,X600688.SH,X600985.SH,X000831.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.489806441905899,0,0,0,0,0,0,0,0.138337047715983,0,0,0,0,0,0,0,0,0,0,0.0187594207132847,0,0,0,0,0,0,0,0,0.00387694941010221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671860255831089,0,0.171313537379966,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.466403722789492,0,0,0,0,0,0.0996899213270455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822472180846806,0,-0.0139395910916936,0,0,0.0323958412881589,0,0.0197550086739465,0,0,0,0,0,-0.0112198593972083,0,0,0,0,0,0,0,0,0.0515955485321955,-0.0152354386674595,0.0520772245650996,0,-0.00284248295356712,0,0,0,0,0,0,0
X600028.SH,0.453831544200347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342178697916162,0,0,0,0,0,0,0,0,0.0661465495744042,0,0,0,0.00039052857880579,0,0,0.0122593319568115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223449049395684,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.116293596385532,0,-0.04639851909515,0,0,0,0,-0.032260554487614,0,0,0,0,0,0.15785070864417,0,0,0,0,-0.0490957631871775,0.0944396620814162,0,0,0.121616968145274,0.0786693221728165,0.046836155965063,0,0,0,-0.0299696680051903,0,0.285844277434955,0,0,0,0,-0.0449021670840541,0,0,0,-0.0419471502432971,0,0,0,0,0,0,0,-0.0140718059754728,0,0,0,0,0,0,0
X600188.SH,0,0.532318944562212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404275528732491,0,0,0,0,0,0,0,0.249981600093461,0,0.0111872650987181,0,0.128478441670605,0,0,0,0,0,0,0,0,0,0,0,0,0.11064643994119,0,0,0,0,0,0,0,0.0403850584432899,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.501797881033445,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104445963473071,0,0,0,0,0,0,0.0507373060566706,0,0,0,0,0,0,0,0,0,0,0.127236618984811,0.123237363133655,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.585099575155491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503616580858327,0,0,0,0,0,0,0,0,0.155744087493667,0.039207783982425,0,0.48364879548401,-0.0267095124320671,0,-0.0485586963154629,0,0,0,-0.0176609663425038,0,0,0,0,-0.0642499608890354,0,0,0,0,0.0401812781437077,0,0,0.00627808248413493,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.00257088796462125,0,0,0,0,0.118347185753496,0,0.00246164705552798,0,0,0,0.0862054047016141,0,0,0,0,0,-0.0456531615064939,0.0177351901488822,0,0,0,0,0.336057707974222,0,0,0,0,0,0,0,0,0,0,0.124685106642399,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.193323147900557,0,0,0,0,0,0,0,0.163863890291762,0,0,0,0,0,0,0,0.123995843346182,0,0,0,0,0,0.00240765200138946,0,0,0,0.30085659443591,0,0.0423511580658225,0.157710331504573,0,0,0,0,0,0,0,0,0,0.0133606016814354,0,0,0,0,0,0,-0.00472624708157029,0,0,0,0,0,0,0
X600019.SH,0.0624088529846912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870751520068691,0,0.174477422677615,0,0,0,0,0.0612818424375974,0,0,0,0,0,0,0,0.160117802194658,0,0,0,-0.0232471920310801,-0.0018789217236557,0,0,0,0,0,0,0,0,0,0,0,-0.00423006406611137,0.0443592156980175,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0460981093037267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191923715148878,0,0.0886289111917265,0,0.335795496811988,0,0,0,0,0,0,0,0,0,0,0,0,0.126994686210352,0,0,0,0,-0.0507702140430479,0,0,-0.0228006890207991,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210112025597321,0.239452299288506,-0.0216164508723094,0.250126253053965,0,0.0231295940157479,0.102678173979159,0,0,0,0,0,0,0.0438342968637247,0,0,0.0604609391401085,-0.235771555532701,0,0,0,0,0,0,0,-0.0370390010701461,0.0444799821967226,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0366047059436532,0,0,0,0,-0.0994107050952754,0,0,0.0350222081518882,0,0,0,0,0,0,0,0,0,0,0,0.0554548643298915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181069332745416,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0592403646938006,0.0547363143225057,0,0.225138034587161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241414796812815,0,0,0,0,0,0,0,0,0,0.126196035171641,0.0378592978197434,0,0,0.230717693528617,0,0,0.00849618965414795,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290741440040993,0,0,0,0,-0.0472970659746246,0.0137778808286301,0,0.0691324333325081,0.00593676844742334,0,0,0.0116407415911004,0,0,0,0,0,0.0333439994229726,0,0,0,0,0,0,0,0,0,0,0.372617650380931,0,0,0,0,0,0.162243027813761,0,0,0.0323992136740803,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481171358840766,0,0,0,-0.00884724340553797,0,0,0,3.09324111130813e-05,0,0.325233838167616,0,0.0638768351940141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157175812291481,0,0,0,0.0711478674468771,0,0,0,0,0,0,-0.00183428615475636,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.074145190565652,0.0721840800695667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159404007991146,0,0,0,0,0,0,0,0,0,0,0.00587657836158632,0,0,0,0,0,0.15535196845572,0,0.0531196736644053,-0.0132452209373905,0,0,0,-0.0964830979761785,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.0495162568153387,0,-0.104756955190047,0,0,0,0,0,0,0,0,0,0,0,-0.0774174912823005,0,0,0,0,0.208633666196047,0,0,0,0.158965413920326,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.106114500170261,0,0,0,0.0272813293471677,-0.0466138503871701,0,0,0.0972785145913032,0,0,0,-0.134275624057495,0.192197293573205,0,0,0,0,0,0
X002271.SZ,0,0,0,0,-0.00300911759740854,0,0,0,0,0,0,0,0,0,-0.0505862142020397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397849378962954,0.623242090515583,0,0,0,0.152222349839601,-0.0382992549113289,0,0,0,0,0,0,-0.183908331755189,0,0.016148837629672,0,0,0.00610398080622696,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.0857282257587649,0,0,0.317226001440565,0,0,0,0,0,0,0,0.0909106744660811,0,0,0,0,0,0,0,0,0,0,-0.0422311448645412,0,0,0,0,0,0.172905353406501,0,0,0,0,-0.114962182545324,0.0607052421721638,0,0,0,0,0.258349063014081,0,0.0129213399480534,0,0,0,0,0.0149385893796604,0,0.159070201480566,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037968880524764,0,0,0,0,0,0,0,0,0.136760610103567,0,0,0.0420785973102745,0,-0.029969627963619,0,0,0,0,0,0,0.0453288532185761,0,0,0,0,0,0,0,0.0957163002125078,0,0,0,-0.0342584647224399,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0916751157256168,0.0198795984265826,0,0,0,0,0,0,0,0,0.00267306945976496,0,0,0,0,0.553908654922089,0,0,0,0,0.0467575862035013,0,0,0,0,0,0,0,0.0958251843571292,0,0,0,0,0,0,0.0694436266203853,0.0042578296798454,0,0,0,0,0,-0.0180414155026943,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.251034802300989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552275913088959,0,0.130042017195107,0,0,0,0.0405407281086372,0,0,0,0,0,0,0,0,0.163907106350934,0,0,0.020985823158184,0,0,0,0,0,-0.0045937289193897,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.348561360455807,0,0,0,0.197359882966217,0,0,0,0,0,0.0183728433891841,0,0,0,0.0528455182556918,0,0,0,0,0,0,0,0,0,0,0,0,0.024186726932533,0.0483637748111078,0,0,0.0444701320220281,0,-0.0112064472486058,0,-0.0208237187182423,0,0,0,0,0.13392848732611,0.0049019077125075,0,0,0,0,2.16840434497101e-19,0,0.00383353943680675,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0237392498118464,0.0453213839446207,0,0,0,0,0,0,0,0,0,0.250957841124518,0,0,0,0,0,0.101806302555457,0,0,0,0,0.016711738410823,0,0,0,0.0237706619047047,0,0,0.0437352514023042,0,0,0,0,0,0,0,0,0,0,0.182578656850491,0,0,0.0178835715321563,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.0321838746456907,0,0,0,0,0.0803195578300528,0,0.0328613081444995,0,0,0,0,0,0.485465154206755,0,0,0,0,0,0,0,0,0,0,0,0,0.0330015055467078,0,0.0228981449440166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101561456609793,0,0,0,0.00901894334577214,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.285805729623034,0,0.000889143759973392,0,0,0,0,0.189945402684029,0,0,0,0,0,0.0613450012653588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139091687916849,0,0,-0.0966359079909753,-0.0250752159787659,0,0,0,0,0,0,0,0,0.0846634665604588,0,0.165189130506919,0,-0.0753276398947915,-0.0333580318421941,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.0383074324891502,0,-0.085028592478309,0,0,0,0,0,0,0,0,0.082471182363506,0,0,0,0,0,0,0.374969896748829,0,0,-0.25605037124729,0.0222816481683236,-0.0228797796333583,0,0,0,0.14958421301733,0,0,0,0,0,0,0.0781609898058731,0,0.067835266688424,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.376315154725456,0,0,0,0,0,0.10895984467123,0,-0.231779250072178,-0.113150684122553,0,0,0,0,0,0,0,0,0.0427927255045814,0,0,0,0.0567205543631195,0,0,0,0.252069460296187,0,0,0.109469579297337,0,0,0,0,0,0,0,0,0,0.109606395603578,0,0,0,0,0,0,0,0.000251659088979809,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.225976509062175,0,0,0,0,0,0,0,0.0277449180976944,0,0,0.128453414999139,0,0,0,0,0.247836511995819,-0.0212539956273593,0,0,0,0,0,0,0,0,0,0,0.129930643289471,0,0,0,0,0,0.0428094322417399,0,0.039834268119404,0,0.31831882422791,0,0.175684263058989,0,0,0,0,0,0,0
X000983.SZ,0,0.0436329841486335,0,0,0.1725886876371,0,0,0,0,0,0.409080449942615,0,0,0,0,0,0,0.0588141864760468,0,0,0,0,-0.08057618893575,0,0,0,0.037572108265792,0,0.024857928736452,0,0,0,0,0,0,0,0,0,0,0.0803713989911197,0,0,0,0.0919437370521825,0,0,0,0.281364269488875,-0.1470567691663,0,0,-0.0282585074165769,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,-0.0674475256242859,0,0.436576032863418,0,0.283696924353317,0,-0.0845368394289322,0,0,6.93889390390723e-18,0,-0.0335656460781929,0,0,0,0,0,0,-0.0326336868763991,0,0,0.060373408140721,0,0,-0.0275570983409535,-0.0178813840733661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0.1791608518724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167768958240621,0,0,0.146277936789238,0,0,0.18720967466707,0,0,0,0,0.142864958418306,0,0,0,0,0,0,0.0195052418203899,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0.407347385858689,0,0,0,0,0,0,0,0,0,0,0,0,0.0373522129535353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298725124930966,0,0,0.187395341030401,0,0,0,0.28608863621604,0,0,0,0.128677957362411,0,0,0,0,0.078168165656756,0,0,-0.0577690794824597,-0.0232410406847782,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.353151523680892,0,0,0,0,0,0,0,0,0,0,0.249930667135948,0,0,0,0,0.176325149166031,0,0.0600414885364705,0,0,0,0.134368713253028,0.0710572889276905,0,0,0,0,0,-0.0787379796042031,0,0.022434623796154,0,0,0,0,0.0128391045215586,0,0,0,0,0,0,0,-0.0721550986868844,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.0428926211201757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973602362230521,0,0,0,0,0,0,0,0,0,0,0,0,0.0895557088366315,0,0.3818945503151,0,0.0334233908426609,0.0280614377073701,0,0,-0.0320401258097914,0,0,0,0,0,0,0
X600378.SH,0,0,0,0,0,0.00637118059946097,0,0,0,0,0,0,0,0,0,0,0,0.0646809387576414,-0.134557362986145,0,0,0,0,0,0,0,0,0,0,0,-0.180038655605985,0,0.286134663108158,0,0,0,0,0,0.118160387853807,0,0,0.0290721950574366,0,0,0,0,0,0,0,0,0,0,-0.0703787802793054,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391024940358336,0.0392177850452765,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.310615958072875,0,0,0,0,0,0,0,0,0.0545576476276963,0,0,0,0,0,0,0,0.0309381513554212,0,0.0692301531323837,0.285445369869986,0,0.119756435843066,0,0.0279848405132631,0,0,-0.0253363438792492,0,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0.0380076392130276,0,0,0,0,0,0,0,0,0,0,-0.0552142732996628,0.185634585900447,0.0241072722697676,0,0,0,0,0,0,0,0,0.0689899259439905,0.147025937788949,0,0,0,0.30706506778664,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.128774586060644,0.242576805896842,0,0,0,0,0,0
X600348.SH,0,0,0,0,0,0,0.142467374904353,0,0,0,0,0,0,0,0,0,0,0,0,-0.192262308002105,0,0,0,0,0,0,0,0.00326126282306789,0.0608887792533154,0,0.183087894075909,0,0.566913273337251,0.0986730514627237,0,0,0,0,0,0,0,0,0,0,0,0.40971899943667,0,0,0,0,0,0.0681738092657503,0,0,0,0,0,0,0
X600489.SH,0,0,0.14845395788554,0.0756766322447242,0,0,0,0,0,0,0,0,0,0,0,0.38731871843209,0,-0.00644200604724812,-0.0179502536451942,0,0,0.0617512757463345,0,0,0.0714575730557212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0986565506161273,0.0505704355972255,0,0,0.00864005547565804,0,0,0,0,0,0
X600096.SH,0,0,0,0,0.0747619090894394,0.349299439774101,0.125547427485927,0,0,0,0,0,0,0.168656209980366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199792624141056,0,0.0762519612206494,0,0,0,0,0,0,0,0,0,0,0,0,0.0957900585288466,0,0,0,0,0,0,0,0.0520760707434088,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.147877056387687,0,0,0,0,0,0,0,0.0658254628843916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988190624015463,0,0,0,0,0,0,0,0.0616762377835944,0,0,0.12152654656869,0,0,0,0,0,0,-0.027569375006504,0,0,0,0,0,0,0
