,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X300072.SZ,X600362.SH,X600660.SH,X600795.SH,X601992.SH,X600547.SH,X002466.SZ,X601991.SH,X600516.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X000786.SZ,X002460.SZ,X000709.SZ,X000553.SZ,X000792.SZ,X600157.SH,X600352.SH,X600027.SH,X002271.SZ,X601699.SH,X600489.SH,X000408.SZ,X600808.SH,X600219.SH,X002110.SZ,X000959.SZ,X000983.SZ,X002092.SZ,X600583.SH,X600299.SH,X601158.SH,X600339.SH,X000883.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.380801505326961,0,0,0.0123340787648625,0,0,0,0,0,0,0.0764557858059294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203587984803273,0,0,0,0,0,0,0,0,0,0,0,-0.0279708470107985,0,0.00254348054088114,0,0,0,0,0,0,0
X600028.SH,0.191426096976315,0,0,0,0,0,0,0,0,0,0.142195565947389,0,0.0822509435127856,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0241666287220561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540121890479923,0,-0.00867433464738505,0.000876074851533438,0,0,0,0,0,0
X601088.SH,0,0,0,0.0821884520880282,0.172272568821038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141437032214223,0,0,0,0,0.0169345853725896,0,0,0,0,0,0,0,0,0.0459480277216097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140633602750153,0,0,-0.00430926920138242,0,0,0,0,0,0
X600019.SH,0,0,0.256767570272089,0,0.00945095215917481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676751842348665,0,0,0,-0.0202871648278077,0,0,0,0,0,0,0,0,0,0,0,0,0.0856463073080651,0,0,0,0,0,0,0,0,0,0,0.0290337247403689,-0.015609726297911,0,0,0,0,0,0
X600585.SH,0,0,0.269803813514415,0,0,0,0,0,0,0,0,0,0.0941031004278695,0,0,0,0,0.117934682355092,0,0,0,0,0.185561344157156,0,0.0860059420564645,0,0,0,-0.267756215985582,0,0,0,0,0.161861624315576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390395996367275,0.0601689138563031,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0614615110119416,0,0,0,0,0,0,0,0,0,0,0,0.310078639388768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116026102812903,0,0.0108492605912359,0,0,0,0,0,0.0441520927162842,0,0,0.00365417773687934,0,0,0,0,0,0
X600309.SH,0,-0.0387961426059463,0.107920852755125,0,-0.0285903274282881,0,0,0,0,0,-0.0321475875660369,0,0,0,0,0,0,-0.0171508655414365,0,-0.0785020873602168,0.16343091782801,0,0,0,0.0386410298384945,0,0,-0.0786419585919617,0,0,0,0,0,-0.0858999380232143,0,0,0,0,0,0,0,0.0739392835885565,0,0,0,0,0,0.0936245897034688,0,-0.0565561278138541,0.0879878803814101,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558971596677729,0,0,0,0,0,-0.00269887902261627,0,0,0,0,0,0,0,0,0,0.0813028122788036,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.00151512071705268,0,0,0,0,0,0
X600188.SH,0,-0.0453273965906418,0,0,0.162224581242803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127491936500765,0,0,0.145549027822564,0,0,0,0,0,0,0,0.299362279098851,0,0.0858339603141217,0.153791733043374,0,0.0556824664675423,0,0,0,0,0,0,0,0,0,0,0.0177961717943715,-0.0160919206299651,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.146947854013714,0,0,0,0,0,0,0,0,0,0,0.027009201823016,0.0221722690568462,0,0,0,0,0,0,0.0314195729537627,0.0310683246584351,0,0,0,0,0.0877523664207964,0,0,0,0,0,0,0.0723792912130208,0,0,0,0,0,0,0,0,0.00277680496454961,0.00812815322158173,0,0,0,0,0,0
X600688.SH,0.174734940909932,0.239267062219367,0,0,-0.0426196881699341,0,0,0,0,0,0,0,0,0,0,-0.0992609851968997,0,0,0,0,0,0,0,0,0.109862404726442,0,0,0,0,0,-0.00454922423762636,0,0,0.0720882670556898,0,0,0,0,-0.0088230805803466,0,0,0,0,0,0,0,0,0,0,-0.0100945474261659,-0.00869399716757129,0.105286792951084,0,0,0,0,0
X300072.SZ,0,0,0,-0.129668604845748,0,0,0.013754622427481,0.159628550769701,0,0,0,0,0.0281242171393548,0,0,0,0,-0.0182968084922445,0,0.0687610967598501,0,0,0.255781626107225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12509224142356,0,0,0,0,0,0,-0.0358762638570938,0,0.0253352856112753,0,-0.00647380959762887,0.0233048918762633,0,0,0,0,0,0
