,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600157.SH,X600299.SH,X002466.SZ,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600489.SH,X600309.SH,X600583.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X002470.SZ,X000060.SZ,X600021.SH,X000959.SZ,X600176.SH,X000983.SZ,X600098.SH,X600578.SH,X600022.SH,X601699.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0344001635114265,0.235316978720636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974809284302239,0,0,0,0,0,0,0,0.0121374984545463,0,0.0242097861575922,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0655562272452454,0.206440590633409,0,0,0,0,0,0.0245865246346527,0,0,0,0,0,0.0121315287606542,0,0,0,0,0,0,0,0,0,0.072520392387362,0,0,0,0,0,0,0,0,0,0.0212531567109418,0,0,0,0,0.0294385802806291,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.157068876556957,0,0.18366668937579,0,0,0,0,0.0475850288777149,0,0,0,0,0,0,0,0,0,0,0,0.0326280368054165,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0895255538213531,0,0,0,0,0,0.0690793985159242,0,0,0,0,0,0,0.0857808978752081,0.0874157858090061,0,-0.0089796557426252,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00971913208797454,0.15590000430861,0,0,0,0,0,0,0,0.0536496635305391,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0614225646063164,0,0,0,0,0,0,0,0,0,0,0,0.0154521457594839,0,0,0.158792216280386,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226698536062286,0.121748393593269,0,0,0,0,0,0.00994650083143572,0,0,0,0,0,0,0,0,0,0.111367888560512,0.159984593972909,0,0,0,0,0.0533632172480554,0.0845176366245593,0,0.00414249730180415,0,0,0,0,0.103741229520508,0,0.00441722611697722,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0726065492287696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123510043157789,0,0,0,0,0,0,0.380454322767285,0,0.00932636712708339,0,0,0,0,0.0272161771316376,0,0.0948214666271167,0,0,0,0,0,0,0.128351245975531,0,0.00950452306799167,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0177344638582226,0,0,0.126184052962968,0,0,0,0,0.0189575411393989,0,0,0,0,0,0,0.0299013660125583,0.000470168645587221,0,0,0,0,0.112532439948356,0,0,0,0,0,0,0.0282843920493169,0,0.0876076469185905,0,0,0,0,0,0,0.0255592304662962,0,0,0,0,0.146242854524213,0,0,0,-0.0526280390846344,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463602781579788,0.0979306520808582,0,0,0,0,0,0.0781594305593244,0.00124428739500749,0,0,0.118644884198933,0,0,0,0,0,0,0,0,0.123499167304304,0,0.0724493311658722,0,0,0,0,0.263515388121843,0.0229510638340334,0,0,0.0639568374962548,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0903074653972805,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0163959310884338,0,0,0,0,0,0.193953538856981,0.0187416489050131,0,0,0,0,0,0,0,0,0,0,0,0,0.0858083819706724,0,0.213503428279193,0,0,0,0,0,0,0.00523329315498028,0,0,0.0485454982872373,0,0.0523815182259679,0.121811021183987,0.0719234244258328,0,0.00861143143818755,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078561115820856,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.108698929223272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722842457456998,0,0,0,0,0,0,0.61724514416453,0,0,0,0,-0.0322135242028095,0,0,0,0,0,0
