,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600027.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600623.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X000723.SZ,X000983.SZ,X000898.SZ,X000408.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X002460.SZ,X601699.SH,X000060.SZ,X000012.SZ,X002407.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00146874184046347,0,0,0.00343734446143666,0.0461791729818964,0.0124092869356406,0,0,0,0,0.044234593956666,0,0,0.0436571884787069,0,0,0,0,0,0,0.00454019308333198,0,0,0,0,0,0,0.0888624864757565,0.00210611105038491,0,0,0,0,0,0,0,0,0,0.018061056019482,0,0,0,0,0,0,0,0,-0.00573427246418451,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0689702407167366,0.03798702466198,-0.0220692048372166,0,0,0,0,0,0,0,0,-0.0130142152572417,0,0,0,0,0,0,0,0,0,0.0404933520003297,0,0,0,0.0330419739264842,0,0.0678709652735403,0,0,0.0214759354442705,0,0,0,0,0,0,0.0181620006801068,0,0,0,0,0,-0.00615165799114586,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.249183590654927,0,0.0968718074947624,0,0,0,0,0,0,0,0.0523893763823883,0,0,0,0,0.0507037820134179,0,0,0,0,0.00344629105079924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984205319942892,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.165379904780431,0,0,0,0,0.0865305862736765,0,0,0,0,0,0.0852506496514139,0,0,0,0,0,0.0461343229582968,0,0,0,0,0,0.0536259679305906,0,0,0,0,0,0.0288602848095177,0,0.154524197235186,0,0,0.00967894306610982,0,0,-0.0492942949733223,0,0,0,0,0,0,0,0,0,0.00281844111477259,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34922504271707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256693211319259,0,0,0,0,0,0,0,0,0,0,0,0.0878359641597018,0,0.0963130270793565,0.0702950426742558,0,0,-0.00895826076973543,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0353396132552524,0.118744832294277,0,0,0,0,0.109359707740637,-0.0256399416202628,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00114488949927091,0.0768232383178828,0,0,0,0,0,0,-0.0486394601479911,0,0,0,0.0135646455607057,0,0,0,0,0.0501409771551844,0,0,0.0749720755711311,0,0,0,0,0,0,0,0,0,-0.0166658755787734,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0118724991848191,0,-0.0627845617491132,0,0,0,0,0,0,0,0,-0.00295707496517877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202422450066339,0,0.037951356323101,0.0197404005677954,0,0,0,0.0466801672166894,0,0.0352514752517149,0,0,0,0,0,0,-0.0402430088167514,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669045111479417,0,0,0,0,0,0,0.0091425263550425,0,0,0,0.0108371613664607,0,0.0313723667994527,0,0.0424507331294127,0.0867977374109095,0,0,0.00702904310427341,0,0,0,0.355236392925852,0,0,0,0,0,-0.016427031705908,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0380171981223996,0,0,0,0,0,0,0,0,0,0,0,-0.042571668792473,0,0,0.0589153581682438,0,0,0,0,0,0,0.0476818129037162,0,0,0,0.121718314312151,0,0.00279026241428752,0,0,0.030738429650288,0,0,0,0.11209121561558,0,0.0594150255241233,0.0795999646163195,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152569579097094,0,0,0,0,0.0135964432175522,0,0,0,0,0,0,0.0714192313411103,0,0,0,0.512356802758933,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0703987456276989,0,0,0.131887840667731,0.148139404409403,0.120969108090229,0,0,0,0.000830180881562188,0,0,0,0,0,0,0
