,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X000301.SZ,X600426.SH,X600011.SH,X600111.SH,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X600352.SH,X600188.SH,X600486.SH,X002080.SZ,X601991.SH,X002353.SZ,X600219.SH,X600801.SH,X600795.SH,X600489.SH,X600803.SH,X300037.SZ,X600688.SH,X600299.SH,X600399.SH,X002409.SZ,X601168.SH,X600027.SH,X002497.SZ,X600157.SH,X601992.SH,X600516.SH,X300073.SZ,X000932.SZ,X000898.SZ,X000830.SZ,X600529.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111706361695895,0.000872494737244228,0,0,0,0.010656299704232,0,0.00660872366245215,0,0,0.0380627778929282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614245516070337,0,0,0,0,0,0,0,0,0,0,0,-0.00923666449328503,0.00652420059302513,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,-0.0363141754454652,0,0,0.00510465420407691,0,0,-0.00404166783271808,0,0,0,0,0.0949476076573167,0,0,0,0.12391307988718,0.11646224337408,0,0,0,0,0.00355813877230809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541793943255383,0,0,0,0,0,0,0.0904154283590796,-0.0642049165328642,0,0,-0.0100744723545176,0,0,0,0,0.0035218256231994,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881874199012861,0,0,0,0,0,0,0.119514783076249,0,0,0.384464255148958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432844705179648,0.00955518743875346,0,0,0,-0.00643237606146726,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364157936521988,0.00432352964363607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939047275611477,-0.130335635637668,0,0,0.0298348099868218,0,0,0,-0.00375358300240773,0,0
X600585.SH,0,0,0,0,0,0.0798893611473537,0,0,0,0,0,0,0,-0.00721899608895431,0.0018697029837106,0,0,0,0,0,0,0,0,0,0.0413510883886764,0,0,0,0,0,0.198810084310945,0,0,0,0,0,-0.00539147928925882,0,-0.0292038438620227,0.049348272656309,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0165295905205681,0.0178754966672009,0,0,0,0.00345953528738298,0,0
X002460.SZ,0,0,0,0,0,0,0.204565735532657,0,0,0,0,0.365142200030141,0.082405624027908,0,0,0.0263934897109837,0,0,0,-0.0385593876072081,0,-0.0460334205700048,0,0,0,0,0,0,0,0,0,0,0,0,0.207636377375506,0,0,0,0,0.0480045515151521,0,0.245777038742683,0,0,0,0.230174471043493,0,0,0,0.0995001429666624,0,0,-0.0652624489765145,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0952784979165477,0,0,-0.0337732290028035,0.0486998533744486,0,-0.0303930902179579,0,0,0,0.0504150491414877,0,0,0,-0.0215923889400526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860445547887934,0,0,0,0,0,0,0,0,0,0,0.0420931844075533,0,0,0.0236942411907041,-0.0696051000137584,0,0,0,0.0232786758776218,0,0
X600019.SH,0,0,0,0,0,-0.0102040315628325,0,0,0.219921160590791,0,0,-0.0407369321949401,0,0,0,0,0,0,0.263355392002994,0,0,0,0,0,0,0,0,0,0,0.1422610743586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220112461296964,0,-0.0870001888743449,0,0,0,-0.0335312032343786,0,0,0,0.0088878150952676,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0370692195247962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028423874372652,0,0,0,0,0,0,0,0.109055547078405,0,0,0,0,0,0,0,0,0,0.0579235929670767,0,0,0,0,0,0,0,0,0,0,0,-0.001542353252949,0,0,0,0,0.00134652660478352,0,0
X002271.SZ,0,0,0,0,0,0.0333007233400928,0.113745565191001,0,-0.0225556522052312,0,0,0.0698843245375037,0,0.180985361964413,-0.0426936912931437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939038504909022,-0.101705301931949,0,0,0,0,0,0,0.040344598943551,0,0,0,0,0,-0.00812207793037027,0,0,0,0,0,0,0
