,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X002466.SZ,X600188.SH,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X002460.SZ,X600516.SH,X600547.SH,X300072.SZ,X000898.SZ,X600027.SH,X600352.SH,X000553.SZ,X600111.SH,X600176.SH,X601992.SH,X000786.SZ,X000825.SZ,X600426.SH,X600299.SH,X000709.SZ,X002110.SZ,X000792.SZ,X000408.SZ,X600808.SH,X000883.SZ,X000830.SZ,X600315.SH,X000932.SZ,X600801.SH,X601158.SH,X002271.SZ,X601699.SH,X600219.SH,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.266740098723726,0,0,0,0,0,0.0380217825479967,0,0,0,0,-1.0842021724855e-19,0,0.0654635579814527,0,0,0,0.0308964312323674,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.190246175312238,0,0,0,0,0,0,0,0,0,0.0954235958145277,0,0,0,0,0.00892015407890889,0,0,0,0,0,0,0
X600028.SH,0.0618668676853441,0,0.173329594472292,0,0,0,0,0,0,0,0,0,0.0920291488175814,0,0,0,0,0,0,0,-0.079149870705945,0,0,0,0,-0.169653175097874,0,-0.130920496807757,0,0,0,0,0,0,0,0.135603503017882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122846837167762,-0.0173966655503572,0,0,0,0.0291859084822075,0,0
X601088.SH,0,0.215316263746365,0,0,0,0,-0.0269345913591605,0,0,0,0,0.0350987149174776,0.421654598909635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846246223013262,0,0,0,0,0,0,0,0,0,0,-0.0109634386643988,0.0155389720122823,0,0,0,0,0,0
X600585.SH,0,0,0.120044134125316,0,0,0,0,0,0,0,0,0,0.150039491997157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484267277226583,0,0.0914913413713899,0,0,0,0,0,0,0,0,0,0,0.197721513719313,0,0.040926631595388,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0302975673601404,0,0,0,0,0,0,0.303640894208147,0,0.0892868156969269,0,0,0,0,0,0,0,0,0,0,0,0,0.0425016337035985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120428217737686,0,0,0,0.00744648634829891,0,0,0,0,0,0.0737945558379803,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736660360662897,0,0,0.11987424482464,0,0,0,0,0,0,0,0.0127679045265151,0,0,0,0,0,0,0,0,0,0.0395388198648921,0.0204342529310079,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00512483728231942,0,0,0,0,0,0.053134725769075,0,0,0,0,0.0641062958385614,0,0,0.0688169341354514,0,0.173337471419502,0,0,0,0,0.0406273629877089,0,0,0,0,0,0,0,0.0123791159039163,0,0,0,0.0437252783012522,0,0,0,0,0,0,0,0,0,0.0104909616197369,-0.0237840379569936,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841909506728032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18191198880665,0,0,0,0,0,0,0,0.262362849778831,0.141340105244081,0,0.127462121211079,0,0,0,0,0,0,0,0.102450749843115,0,0,0.0366992715281245,-0.0056932532253178,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0205352985263422,0,-0.0887195415943203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145565509539708,0,0.0566085398067744,0,0,0,0,0,0.0376557119965599,0,0,0,0,0,0,0,0,0.079474858569099,0,0,0,0,0,-0.00406114575648492,0.00914349893322168,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.125805592093441,0,0.0176929865725608,0,0,0,0,0.139293064621582,0,0,0,0,0,0,0,0.058911783933153,0.123577428102274,0,0,0,0.00350237071961995,0.160662476439595,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362419860522986,-0.00269978230451386,0,0,0,0,0,0,0
