,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X600660.SH,X600362.SH,X601992.SH,X300072.SZ,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X000786.SZ,X600176.SH,X600027.SH,X000553.SZ,X000792.SZ,X600808.SH,X000408.SZ,X600352.SH,X600219.SH,X600489.SH,X000959.SZ,X600339.SH,X002271.SZ,X601699.SH,X000983.SZ,X601158.SH,X002092.SZ,X000723.SZ,X000883.SZ,X600299.SH,X000825.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.508283130093979,0,0,0,0,0,0,0,0,0,0,0,0.0575823198597039,0,0,0,0,0,0,0.0232185754080599,0,0,0,0,0,0,0,0,0,0,0.0229201114890002,-0.00771764690692909,0,0,0,0,0.0530598981932301,0,0.0395901547626414,0,0,0,0,0.00398704559525274,0,0,0,0,0,-0.00405171723033016,-0.000774909023908913,0,0,0,0,0,0
X600028.SH,0.515320376221983,0,0,0,0,0,0,0,0,0,0.0094903496916291,0,0.043577866499815,0,0,0,0,0,0,0,0,0,0,0.0274285518061991,0,0,0,-0.00654433958467235,-0.0814867015191626,0,0,0,0,-0.0276799341567704,0,0,-0.131956052343359,0,0,0,0,0,0,0,0,0,0,-0.00784791978555256,0,-0.0521549765648297,0.03089230092162,-0.0124143838572501,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0217515148003255,0.359615428757286,0,0,0,0,0,0,0,-0.0421555788179857,1.73472347597681e-18,0,0,0,0,0,0.10340487541505,0,0,0,-0.0143804138329553,0,0,0,0,0,0,0,0,0.0615630044904997,0,0,0,0,0,0,0.207374791350007,0,0,0,-0.00355769751915015,0,0,0,0,0,0
X600019.SH,0,0,0.142336074565381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061021241029881,0,0.288342030364081,0.0185813303894112,0,0,0,0,0,0.0242880031306003,-0.0177544100818111,0.174060713758135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878565056781338,0,-0.00889727879956812,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122344955691337,0,0,0,0,0,0,0,0.161441058859608,0,0,0,0.0557992955670755,0,0,0,0,0,0,-0.104408974470726,0.161261012944599,0,0,0,0,0,0,0,0,0,0,0,-0.203509097431023,0,0,-0.125402629039388,0,0,0,0.0211173078891094,-0.135157610807594,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462867575295415,-0.027977087126027,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0443488567746682,0,0,0,0.0472602653951829,0,0,0,0,0,0.0067700610302247,0,0,0,0.00453521292725582,0,0,0,0,0,0,0.0258043626479269,0,0.0325462860363151,0,0.244641464440376,0,0,0,0,0,0,0,0,0.0552637589274947,0,0.0779147724932152,0,0,0,0,0,0,0,0.00526449659042263,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162148654045272,0,0,0,-0.058825019229353,0,0,0,0,0,0,0,0,0,-0.0911573465881062,0,0,0,0,0,0,0,0,0,-0.123800212898619,0,0,0.581886479139494,0,0,0,0,0,0,0,0.0014251704719551,0,0,0,0,0,0
X600011.SH,0,0.0210427520442168,0.0126867937784138,0,0,0,0,0,0,0.12693665269822,0,0.0150691672879852,0.00415030303409813,0,0,0,0,0,0,0,0,-0.0752573748548739,0,0,0,0,0,-8.67361737988404e-19,-0.0367059724310427,0,0,0,0,0,0,0,0,0,0,0,0,0.0198219434153594,0,0,0.0616499923673147,0,0.0315775400317064,0.0464632955466982,0,0,0.00826900976348641,0.000422239373900358,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.29084492529102,0,0,0,0,0,0,0,0,0,0,0,0,0.00475802942529729,0,0,0,0,0,0.0157694341990912,0.0293152285608497,0.0860519923052891,0,0,0,0,0,0,0,0.017341247146565,0.103792669483995,0,0,0,0,0,0,0,0,-0.00150763190370344,0,0,0,0,0,0,0
