,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X600886.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600362.SH,X600795.SH,X600426.SH,X600803.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X600219.SH,X000629.SZ,X300037.SZ,X000932.SZ,X600378.SH,X600688.SH,X000723.SZ,X002080.SZ,X600096.SH,X000630.SZ,X000408.SZ,X600352.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.247023743091197,0,0,0,0.0743664928793878,0,0,0,0,0,0,0,0.0551899144343357,0,0,0,0,0,0,0,0.0193760884099914,0.121794078454458,0,0,0,0.0515648356034582,0.0118462454332364,0,0,0,0,0,0,0,0.0682049466329943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406074414258553,-0.0331527216316989,0,0,0,0,0,0
X600028.SH,0.362962038096353,0,0.181836137522011,0,-0.0497325527105773,0,0,0,0,0,0,0.106940988449379,0,0.0649790279591489,0,0,0,0,0,0,0,0,0,0,0.0803010569116053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141821134775628,0,0,0,0,0,0,0,0,0,0,0.0340415231565616,-0.049159677033856,0,0,0,0,0,0
X601088.SH,0,0.0392156854764205,0,0,0,0,0,0.0236158983901519,0,0,0,0.138728613295361,0,0.0987978961740002,0,0,0,0,0,0,0,0.0141087024723713,0,0,0,0,0,0.116045993481429,0.000571031249477248,0.0644303519966806,0,0,0.0266749965403253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047437971588125,0,0,0,0,-0.00878159515519192,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1103622176311,0,0,0,0,0,0,0,0.0532212355460054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959806183135186,0,0,0,0,0,0,0
X600188.SH,0.0835148290341115,0,0.473023222892679,0,0,0,0,0,0.00615084899269027,0,0,0,0,0,0,-0.459198499745629,0,0,0,0,0,0.0429672650692475,0,0,0,0,0,0.056228876490835,0,0,0,0.20783720485604,0.0439276668024802,0,0,0,0.186192152732621,0,0,0,-0.130380195645048,0,0,0,-0.0382835466628171,0,0,0,0,0,0,-0.0205655476548345,0,0,0,0,0,0,0
X600019.SH,0.255417666059066,0.0610138505971867,0,0,0.0803146224121302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561744326591407,0.0965422088448038,0.313622764980691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827320587387871,0,0,0,-0.0221161925496032,0,0,0,0,0,0,0.0151570026476977,-0.0134376042789389,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081843565998961,0,0,0,0,0,0,0.368752955409076,0.110599150780605,0,0,0,0,0,0.0417212449541197,0.0152453228967906,0.0103217539868367,0,0.0179279006236279,0,0,0,0,0,0,0.025369416129625,0,0,0,0,0,0,0,0,0,0.0407747542296549,0,0,0.00786107038514137,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.011786216080086,0,-0.181603027268272,0.0504807676461114,0,0,0,0,0,0,0,-0.00762515060026941,0,0,0,0,0.0125745267194317,-0.146384503039201,0,0.440557669422611,0,0,0,0,0,0,0,0,0,0,0,0,0.0709851399240911,0,0,0.0610692410171171,0,0,0,0,0,0.151854521337982,0.00258819770362429,0,0.0243495231726908,0,0,0,0,0
X002460.SZ,-0.120658637266014,-1.73472347597681e-18,0,0,0.0729434689410081,0,0,0,0,0.675050957916393,0,0,-0.039092516310013,0,0,0.0220290321489427,0,0,0,0.0134234506233539,0,0,0,0,0,0,0,0,0,0,0,0,0.0649052301165245,0,0,-0.0735039733761907,0,0,0,0,0,0,0,0,0.0280455351001646,0,0,0.0453938552686777,0,0,0,0.000301443416840987,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0295778508444831,0.504359025334155,0,0,0,0,0,0,0,0,0,0.0557544724092866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408046127329327,0,0,0.121405408116931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0201792724872757,0.0302930744216468,0.131837352700006,0,0,0,0,0,0,0,0,0,0,0,0.102632568452717,0,0,0,0,0,0.022767779367594,0,0.137566626967348,0,0,0,0.0276014195609698,0,0,-0.0959664267451745,0,0,0.0384672555218215,0,0,0,0,0,0,0,0,0,0,0,0.0166555299850582,0.00550748983511281,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.101161019053359,0.0425289452020637,0,0,0,0,0,0,0.0206969594494206,0.184488623515156,0,0,0,0,0,0,0,0.00680379134105856,0,0,0,0,0,0,0,0,0,0.0567664928613464,0,0,0,0.129904613090421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195034195838258,-0.0387999690283225,0,0,0,0,0,0
X600547.SH,0,-0.0158650633028961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134927457480774,0,0,0,-0.100779128392264,0,-0.0232842911970723,0,0,0.627474262931188,0,0,0,0,0,0,0,0,0,0,0.0200349251871045,0,0,0.0323960360645591,0,0,0,0,0,0,0,-0.00692054132043819,0,0,0,0,0,0
X601600.SH,0,0.0889293410075536,0,0,-0.0797518662235231,0.224916336776425,0,0,0.0127600728350044,0.00871761582169533,0,0,0,0,0,0,0,0,0,0,0.0550925332405311,0,0.248241898975698,0,0,0,0.0355294641928003,0,0,0,0,0,0.438394395146357,0,0,8.67361737988404e-19,0.109293497896643,0,0,0,0,0.0601965934477093,0,0,0,0.116915334464284,7.72967824776731e-05,0,0,0,0,0.0139234594550982,0,0,0,0,0,0,0
