,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X002466.SZ,X600688.SH,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X600126.SH,X601992.SH,X600176.SH,X600299.SH,X600426.SH,X600529.SH,X002075.SZ,X002353.SZ,X600315.SH,X600486.SH,X000723.SZ,X600612.SH,X600219.SH,X002080.SZ,X600516.SH,X601158.SH,X000932.SZ,X000898.SZ,X000959.SZ,X000401.SZ,X000883.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110017527691465,0,0,0,0,0,0,0.0374755392106922,0,0,0,0,0,0,0,0.0688886303342979,0,0,0,0.00812693610726531,0,0,0,0,0,0,0,0,0.00216027584316598,-0.0124914492305468,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230298408799168,0.0100517061440829,0,0,0,0.0767612791308344,0,0,0.070501687758636,0,0,0,-0.0128673651389603,0.0540927921889585,0,0,0.0293043000585294,0,0,0,0.055052224879561,0,0,0,0,0,0,0,0,0.00140727450364567,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0366096010746101,0.0229985585381865,0,0,0.474716130261663,0,0,0,0,0,0,0,0,0.0335069745106419,0,0,0,0,0,0.026933250607654,0,0,0,0,0.0787163922728322,-0.0130580217424482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847626199088192,-0.00903471875145157,0.00816108105716451,0,0,0,0,0,0
X601088.SH,0,0,0.202395191029548,0,0.0200398776190341,0,0,0,0.182524359565529,0,0,0.000934404031494116,0.0662082558836633,0,0,0,0,0,0,0,0,0,-0.00707835797561197,0,0,0,0,0.0174573133779002,0,0,0.0820782282270881,0,0,0,-0.0243722643569593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0223296742193434,-0.0163969472371016,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.118224478929379,0,0,0,0,0,0,0,0,0,0,0,0,0.0294864880782553,0,0.00557663194541805,0,0,0,0,0,0,0,0.180449292135372,0.0495671379240673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133093771572042,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60408119571354,0,0.0826328227978348,0,0.107787680398828,0,0,0,0,0,0,0,-0.0489391556274532,0,0.0606454629125115,-0.000147933364106117,0,0,0,0.242403284592457,0,0,-0.117094974491102,0,0,0,0,0,0,0,0,0,-0.010668883285101,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.07074931237534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381322329045853,0.0826098312716345,0.0742998089790701,0,0,0,0,0,0,0,0,0,0,0.0733282418265947,0,0.0301635875287546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918711056172883,-0.0160974138942486,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480322123028569,0.0818803596601746,0.25546933736075,0,0,-0.160025360236762,0,0,0.120913202475307,0,0,0.00680372374100674,0.00457951269051187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439099510162433,-0.0115772598010047,-0.00408623972018034,0,0,0,0,0,0
X600011.SH,0,0,0,0.341460178363397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159461603665042,-0.0231963070404794,0,0,0.149269508077829,0,0.0166497005933891,0,0,0.0554169499919634,0,0,0,0,0,-0.00528078625715538,0,0,0,0,0.0292534637756191,0,0,-0.00346412392208766,0.00360381948040124,-0.00626138859654806,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.19342623209937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203640829246249,0,0,0,0,0,0,0,0,0,0,0.236541443870735,0.00931426025237218,0,0.0548716720374755,0,0,0,0,0.238136438944153,0,0,0,0,0,0,0,0,0,0.00640648545843719,-0.0175163541163023,0,0,0,0,0,0
X002271.SZ,0,0,0.178207793229555,0,0,0,0,0,0,0,0,-0.0320814767432868,0,0,0,0,0,0,0,0,0,0,0.0219975512751979,-0.0224643576507291,0,0,0,0,0.0701201248727881,0,0,0,0,0.170497644740686,0,0,0,0.139532881353594,0,0.0712020963262698,0,0,0,0,0,0,0,0,0,0,0,-0.0117461195993291,-0.00762614526940442,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.117830745820252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255797041860188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304679799069489,-0.0120950627427413,0,0,0,0,0,0
X600886.SH,0,0,0,0.125963483567834,0,0,0,0,0,0,0,0.0309360611184347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102921697959481,0,0,0,0,0,0,0,0,0,0,0,0.0840858302558914,0,0,0,0,0,0,0,-0.03023547420139,0,0,0.00342975282649205,0.0102952341279752,-0.0138656671787876,0,0,0,0,0,0
X600801.SH,0,0,0.0443944053608065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311831534430468,0,0,0,0.172322792079749,0,0,0.014227827062919,0,0.010069301306545,0,0,0,0,0,0.11875977201251,0,0,0,0,0,0.334916641491693,0,0,0,0.00334610921498266,0.0204041556346898,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0460205472914155,0,0,0,0,0,0,0,0,0,0,0,0.0444993829748063,0,0,0,0,0.0156412138916667,0.0163774970598005,0,0,0,0.0689949577858151,0,0,0.0211272235300178,0.0629067548973641,0.054139008374548,0,0,0,0,0,0.0428368633563658,0,0,0,0,0,0,0,0,0,0,0,0,0.00451423126153867,-0.000252999288700568,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0189568897973109,0,0,0,0,0,0,0,0,0,0,0,0.0196370025045026,0,0,0,0,0.00482785630305469,0,0,0,0.029700244188314,0.025142979539486,0,0,0,0.089599062223599,0,-0.010867194669608,0,0,0,0,0,0,0,0,0.0674605150549898,0,0,0,0,0,0,0,0,-0.0107322043981601,-0.0020419938782425,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041603950566191,0,0.000382351475160269,0,0.0876438786398746,0.0621828369336764,0,0,0,0.0255535234291457,0,-0.023247391381981,0,0.0452707397540066,0,0,0.0884921265996401,0,0,0,0.127460968301341,0,0,0,0,0,0,0,0,-0.00142939246996399,0.00739863669148851,0,0,0,0,0,0
X600362.SH,0,0,0.052641018162109,0.0955815199728554,0,0.0132570336549753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608195816233896,0,0.0490478028214299,0,0,0,0,0,0,0,0,0.00307271457734921,0,0.0971216405781263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926297242285303,-0.00335785475680353,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803631179785989,0,0,0,0,0,0,0.0161346567861023,0,0,0,0.0643791123743141,0.190965450787226,0.0103029831455029,0.0399720848461559,0,0,0,0.0369946933913096,0,0,0,0,0,0,0,0,0,0,0,0,0.0385258749334245,0.00317682741427023,-0.00585241649078405,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.131092401072268,0,0,0,0,0,0,0,0,0,0,0,0,0.0515591662463928,0.0125663550242627,0,0,0,0,0,0,0,0,0,0,0,0.0400031252172812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120656728563265,0.00319983523436805,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.7030757385863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482600754943626,0,0,0,0,0.0401645527894816,0,0,0,0.0314177055520552,0,0,0,0.0151489767356642,0,0,0,0,0,0.0923176872645818,0,0,0,0,0,0,0,0.0269396414110078,-0.00892951184143922,0.00472691177312276,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128818609400055,0,0.080086129128935,0.0199180801657858,0,0,0,0,0,0,0,0,0,0,0,0.0470790365351153,0,0.10162480081863,0.0141624101861844,0,0,0,0,0,0,0,0,0,0,0,0,-0.00324957549023287,-0.00386562450323965,0,0,0,0,0,0
