,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600309.SH,X600886.SH,X600111.SH,X600660.SH,X600489.SH,X600623.SH,X601158.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600758.SH,X000959.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600126.SH,X000630.SZ,X600021.SH,X002470.SZ,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0155271055344903,0,0.0161979819944086,0,0,0,0.00266224426649234,0,0,0,0,0.0620068556533976,0,0,0,0,0,0,0,0.0115048882348151,0,0.0145892393165697,0,0,0,0.0585451594489905,0,0,0,0,0,0,0.00407257650673666,0,0.0481056726157466,0,0,0,0,0,0,0,0.00301361956831061,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0291279097680462,0,0,0.0652977739910661,0,0,0.0186013410798726,0,0,0.0635275222413636,0.0095285276325304,0,0,0,0,0,-0.0214428854758098,0,0,0,0,0,-0.039290251683737,0,0,0,0,0,0,0,0,0,0.0852134489694782,0,0,0.0272224397570466,0,0.0322911005276324,0,0,-0.0158604261102265,-0.00134127169842314,0,0,0,0,0.0515334903280114,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0127382430300588,0,0,0.032471937615872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476403250071835,0,0,0.0279841792408791,0,0,0,0,0,0.0806090716679362,0,0,0,0,0,0,0.0194845558301475,0.0138349088450244,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00984257780070743,0,0,0.124138739626627,0,0,0.103661296366007,0,0,0,0.0702429334128747,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.165684889739387,0,0,0,0,0,0,0,0,0,0.157493775254164,0,-0.021780572753372,0,0,0,-0.134961917686539,4.33680868994202e-19,0,0,0,0,0,0,0.0258384118163521,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462018923246408,0,0,0,0,0,0,0.160378782282349,0,0,0,0,0,0,0.119491012385175,0,0,0,0,0.0259942913444234,0,0,0,0,0,0,0,0.0349733074046,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.342477089301518,0,0,0,0,0,0,0,0.173528590701557,0,0,0.0385143403515222,0,0,0,0,0,0.147367762656228,0,0,0,0.0937689118619166,0,0,0,-0.10962298028176,0,0,-0.16588682681536,0,0,0,0.0184933947921734,0,0,0,0.0935324118260645,0.0260875277075838,0.014198353625664,0,0,0.0873043165678246,0,0,0,0,0,0,0,0,0.0846914559338564,-0.0720900312867444,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0387345168554106,0,0,0.0937188764891184,0.0201372946955989,0,0,0,0,0,0,0,0,0,0,0.0326581727435267,0,0,0,0,0.00910570562358035,0,0,0,0,0,0.0742649539193077,0,0,0.0345452179868643,0,0,0,0,0,0,0,0,0,0.252963650478108,0.171840511067731,0,0.0144198238149982,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331869887863415,0,0,0,0.0108435806833922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189962814461739,0,0,0,0,0,0,0,-0.0142649091287085,0.107357554218675,0,0,0.103652653754199,0.0771532666498754,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.046119719962297,0,0,0,0,0,0,0,0,0.0652902598925229,0,0,4.33680868994202e-19,0,0,0,0,0.115095107857249,0,0,0,0,0,0.628815452589253,0,0,0,0,0.0696098559338969,0,0,0,0,0,0,0,0,0.10119005517339,0,0.0428229510678454,0,0,0,0,0,0,0
