,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600160.SH,X600995.SH,X000408.SZ,X600219.SH,X600612.SH,X002080.SZ,X000629.SZ,X600688.SH,X002409.SZ,X600378.SH,X000932.SZ,X000723.SZ,X600157.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.525846677550922,0,0,0.0748428909530641,0,0,0,0,0,0,0,0,0.0475513781822702,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.100325323220097,0,0,0.111810145733216,0,0,0,0,0.0391698527384125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795478732774436,0,0,0,0.0193234251335833,0.0260200570400093,0,0,0,0,0,0
X600028.SH,0.687423067458677,0,0,0,0,0.0251641030567766,0,0,0,-0.0450572645286969,0,0.0249780099364026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122841088613258,0,-0.0172698869437407,0,0,0,0,0,0,0,0,-0.0206328268808691,0,0,0,0,0,0,0,0.0176115835303678,0,0,0,0,0,0
X601088.SH,0.153120276171687,0,0,0,0.160344151587861,0,0,0,0,0,0.15366235765263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192713021498341,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0422603517795949,0,0,0,0,0,0,0,0,0,0.0284956391018591,0.0318517614201726,-0.0536236365291467,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.144665741358119,0,0,0,0,0,-0.0536240266309442,0,0,0,0,0,0,0,0,0,-0.0255119214092524,6.93889390390723e-18,0,0,0.205996551960618,0,0,0.0236501717522932,0,0,0,0.040643068528301,0,0,0,0.0416957549385406,0,0,0,0,0.0363026368529971,0,0,0,0,0,0,0,0,0,0,-0.0143656615563375,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.107901928249094,0.257937944928309,-0.00242349104738648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206095844256226,0,0.108390498245928,0.0298497735742579,0,-0.0730823269678828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030708704054178,-0.104639498016338,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0384874286956151,0,0,0,0,0,0,0,0,0,0,0.376155868220765,0.154164659977933,0,0,0,0.297258253858263,0,0,0,0.0279379053775176,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0606502438812012,0,0,0.00641420374811485,0,0,0,0,0.0634435499854206,0,0.0308173830826259,0,0,0,0,0,0,0
X600019.SH,0,0.0397264282847659,0,0,0.0599206459563298,0,0,0,0,0,0,0.0394286651898865,0,0.200168785904753,0,0,0,0,0,0,0,0,0,0,0,0.0591867455077092,0,0,0,0,0,0,0.0250173502866568,0,0,-0.0478025030094893,0,0,0,0,-0.06790412816992,0,0,0,0,0,0,0,0,0,0,0.0320570556062656,0.0319083759695709,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.088852663465798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724374821713708,0,0,0,0.00917552827515111,0,0,0,0.0807310928638463,0.0440376314996661,0,0.00832183609013272,0.199933790189909,0,0,0,0,0,0.108967778129093,0,0,0.0399388810765436,0,0,0,0,0.0487355065685714,0,0,0,-0.0228061199716476,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.421087196404108,0,-0.0835109255208541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288237100673772,0,0,0,0,0,0,0,0.189660354659026,0,-0.00132946620659767,0,0,0,0,0,0,0.0245176779764508,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.38792547709412,0,0.0440156839278852,0,0.301505269887274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149143021228591,0,0.15568280582684,0,0,0,0,0,0,0,0,0,0.0545017263423632,0.0772995395882868,0,0,0,0,0.061011521055289,0,0,0,0.0327653171636605,0,0,0,0,0,0,0
