,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X000786.SZ,X002466.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X600886.SH,X000301.SZ,X601898.SH,X601600.SH,X600111.SH,X600010.SH,X600188.SH,X600352.SH,X600801.SH,X601991.SH,X600486.SH,X600219.SH,X600795.SH,X002353.SZ,X002080.SZ,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X600027.SH,X601168.SH,X601992.SH,X600399.SH,X002409.SZ,X600299.SH,X000932.SZ,X600157.SH,X000027.SZ,X002497.SZ,X000898.SZ,X000830.SZ,X600529.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0723975715939636,0.050544629957171,0,0,0,0,0,-0.0054864721226173,-0.0105490116671349,0,0,0,0,0.0447654385840092,0.00284672815790926,0,0,0.0260418527712798,0,0,0,0,0.0942747002627184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529632765590275,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0262166864430053,0,0,0,0.000400469051258944,0,0,0,0,0.00228572660104039,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0615459034564434,0,0,-0.0236339154364099,0,0,0,0.0094767203555695,0,0.00520269835572832,0,0,0,0,0.0130763626684634,0,0,0,0,0,0,0,0.122258361853857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106987118913021,0,0,0,0,-0.000568648969701048,0,0,0,0,-0.0110507576653735,0,0
X601088.SH,0,0,0,0,0,0,0.0028982573296354,0,0,0,0,0,0,0,0.0899412262495192,0,0,0,0,0.117494141156249,0,0,0,0.392248880948795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104949451445795,0,0,0,0,-0.00646125969201748,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370773415017738,0,0,0,0.119414169711169,0,0,0,0,0,0,0,0.161428627634471,0,0,0,0,0,0,0,0,0,0.00684997980538041,0,0,0,0,0,0,0,0,0,0.162892959623788,-0.246115569763625,0,0,0,0.0270718805558081,0,0,0,0.00638465126687562,0,0
X600585.SH,0,0,0,0.00887117952398499,0,0.0636790965010484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137645972802019,0,0,0,0,0,0,0,0,0,-8.34898286397288e-05,0,0.0607111580266509,0,0,0,0,0,0,0,0,0.0114314755417966,-0.00548662905049466,0,0,0,-0.00628114217205831,0,0,0,0,0.00647445484497227,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.07103819121445,0,0,0,0.363700082823703,-8.67361737988404e-19,0,0,0,0,0.0588866375319166,0,-0.310560451337373,0,0,0,0,0,0,-0.0791608519982558,0,0,0,0,0,0,0,0.33496691641587,0,0.220839723819017,0,0.0492799560312641,-0.0886876568808533,0,0,0,0,0.359768967621337,0,-0.0198706389407481,0,0,0,0,-0.0157963752930636,0,0,0,-0.00931501245966993,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242257830448668,0,-0.0547270195067321,0,0,0,0,0,0,0,0,0,0,0,0.0717100861379632,0,0,0.116193261871026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115543005372103,-0.0590094136459254,0,0,0,0.0130008936526209,0.030611303798013,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780307776907305,0,0,0,0.0230898335666726,0,0,0,0,0,0,0.015695867879487,0,0,0.0985892667126784,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0427987504361156,0,0,0,0,0,0.195901291738042,0,-0.0265841972360078,0,0,0,0,0,0,0.0168577658891999,0,0,0,-0.00353111022639532,0,0
X600660.SH,0,0,0,0,0,0.108859678341756,0,-0.0752270697566834,0,0,0,0,-0.0213124196709943,0,0,0,0,0,0.0121274553421208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477308113189491,-0.0490829815121999,-0.0470226345069322,-0.0753898108904056,0,0,0,0,0.114523039211427,0,0,0,0,-0.0139705221220123,0,0,0,0.0165076030792701,0,0
X002271.SZ,0,0,0,0.0265204423428664,0,0,0,0,0.291445391316169,0,0,0,0.0176928593870143,0.0779549562210689,0,0,0.0958677571968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060585872541117,0,0,0,0,0,0,0,0.0341972652165793,0,0,0,0,0,-0.0222522684866836,0,0,0,0,0,-0.0362467180898496,6.09713035807074e-06,0,0,0,0.0279445134727728,0,0
X600547.SH,0,0,0,0.0544215148197603,0,0.119564857788614,0,0,0,0,0,0,0,0,0.00433996964651655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414298274826466,0,0,0,0,0,0,0.0907313641252201,-0.00795141177889662,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.00732395629618813,0,0,0,0.00294152208653189,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.159895812155059,0,0,0,0,0,0.122604086476239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215171036721983,0,0,0,0,0.0210717756382329,0,0,0,0,0,0,0,0,0,0,0,0.00316598486458323,0,0,0,0,0.0169158966972798,0,0
X002466.SZ,0,0,0,0,0,0,-0.229684265137726,0,0.0815480971596664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272030223958202,0,0,0,0,-0.397642872142768,0,0,0,0,0,0,0,0,0,0,0,0,-0.446813613427328,0,0.236361515094822,0,0.0146781967987676,-0.248533874416938,0,0,-0.0267590352383586,-0.0235415769171177,0,0,0,0.0255412993705492,0,0
X600176.SH,0,0,0,0,0.150872632146964,0,0.131373529490851,0.0393485082862636,0,0,0,0,-0.0267952310825939,0,0,-0.19854181721492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120499061157965,0,0,0,0.0442261355023618,0,0,0,0,0,0,0,0,0.0857400775315609,0.0531324306051271,0,0.255711860009903,0.102074268334709,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884479395991121,0,0,0.159405723922759,0.269370293681566,0,0,0,0,0,0,0,0.208500563082652,0,0,0,0,0,0,0,0,0.0180413685060368,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00719081309364236,0,0,0,-0.00551394042530148,0,0
X600011.SH,0,0,0,-0.00597394659135201,0,0,0,-0.0428237181335376,0,0,0,0,0,0,0.170782486339443,0,0,0,0,0,0,0.0154282025082873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439548605845334,0,0,0,0.0771273040622399,0,0,0.00982137116483524,0,0,0,0,0.00669936413388225,0,0
X600426.SH,0,0,0,0.306952695507855,0,0,0,0,0,0,0,0,0,0.108747878642923,0,0,0,0,0.0401285319331657,0.036940797343705,0,0.0916175207475652,0,0,0,0,0,0,0,0,0,0.10613213522153,0,0,0,0,0,0.0416192813800233,0,0.127874510394262,0,0,0,0,0,-0.106682929607413,0,0.0848969188514472,0,0,0,0,0,0,0,0,-0.00840126074848834,0,0
