,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X601600.SH,X002460.SZ,X600660.SH,X600886.SH,X002466.SZ,X000792.SZ,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X000807.SZ,X600489.SH,X000786.SZ,X000983.SZ,X601699.SH,X600160.SH,X000932.SZ,X000630.SZ,X002080.SZ,X000408.SZ,X000539.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600688.SH,X000723.SZ,X600995.SH,X600157.SH,X000933.SZ,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.554922882102738,0,0,0,0,0,0.0334049971269513,0.0684720875730153,0,0,0,0,0,0,0,0.124528003475863,0,0,0,0.0479822210441957,0,0,0,0,0,0,0.0636687790534966,0,-0.0512736013890979,0,0,0,0,0.0594937335540675,0,0,0,0,0,0,0,0,0,0.0791090554503326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.658623724649067,0,0,0,0.0701256705322605,0,0.0940841374930782,0,0,0,0,0,0,0,0,0,0,0,0,-0.072012963733976,0,0,0,0,0,0.0942338604243325,0,0,0,0,0,-0.00127719348316606,0,0,-0.0477637399244908,0,0,0,0,0,0,0,0,0,0,-0.0924987416391433,0,0,0,0,-0.0237641826248891,0,0.0969994410088591,0,0,0,0,0,0
X601088.SH,0.0760134607386356,0,0,0,0,0,0,0.240461697968024,0.05906236036064,0,0,0,0,0.00920976364551172,0,0,0.107018369675351,0,0,0,0,0,0,0,0,0.0309083352599026,0.0904970286474479,0,0,0,0,0.0440144390873547,0,0,-0.0215459827684103,0,0,0,0,-0.02788614652797,0,0,0,0,0,0,0,0,0,0,0,0.0016699945146578,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0150980706659026,0,0,0.019180308493646,0,0,0,0,0,0,0,0,-0.0152474621568258,0,0.224204125733792,0,0.0487118866712861,0,0.0725721713196468,0,0,0,0,0,0,0.0314655432031178,0,0,0,0,0,0,0,0,0,0,0,0,0.0587002245459737,0,0,0,0,0.0473711620363047,0,0,0,0.0304427763826935,-0.0299708131072393,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730191813580547,0,-0.116703701495451,0,0,0,0,0,0,0,0,0,0,0,0,-0.01629151911283,0,0,0,0,0,0,0,0,0.0657105928320309,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00750993741364995,0,0.0352542637004177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641896242325631,0,0.0781880636588936,0,0,0,0,0.0594001489150721,0,0.192177088354725,0,0,0,0.0764767410368623,-0.0090713680356297,0.0606311424641111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234314260377411,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.106813315742844,0,0,0,0,0,0.111722918962954,0,0,0,0,0,0,0,0,0.0679692135758054,0,0,0,0,0.0647123947876118,0,-0.104355684807846,0,0,0,0.0483754417819244,0,0,0,0,0,0.0892076782644069,0.0910677089106126,0.0343207965061419,0,0.134683180094306,0,0,0,0,0,0,-0.0884509835312783,0,0,0,-0.0372609850783975,0,0,0,0,0,0
X600188.SH,0,0,0.488945287845007,0,0,0,0,0,0.0124435354432516,0,0,0,0,0,0.159739023818715,0,0,0,0,0,0,0,0.0922592544179764,0,0,0,0,0,-0.11383400444176,0,-0.28928411913481,0,0,0.118209963941213,0.0339363696558848,0,0,0,0,0,0,0,0,0,0.283879187906892,0,0,0,0,0,0,0.0382783346379572,0,0,0,0,0,0,0
X601898.SH,0.196774563014828,0,0,0,0,0,0,0.170627654776575,0,0,0,0,0,0,0.00360934088190231,0,0,0,0,0,0.0491235645064204,0,-0.0220489924801965,0,0,0.101855078090655,0,0,0,0,0,0.059865665579344,0.126840382814707,-2.16840434497101e-19,0,0,0,0,0,-0.0799804610838865,0,0,0,0,0.0381052310989989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.127404108932332,0,0,0,0,-0.114009944773247,0,0,0,0,-0.0773386289009651,0,0,0,0,0,0,-0.0319430650060948,0,0,0,0,0,0,0.0836822940228926,0,0,0,0,0.630752419278229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395580771213837,0,0,0.0529153597986136,0,0,-3.46944695195361e-18,-0.0338798534156557,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131991616524773,0,0,0,0,0,0,0.534388189271346,0.0991497631047742,0,0,0,0,0,0,0,0,0,0,0,-0.0232701707501141,0,0.0717077493297175,0,0,0.078927844737874,0,0,0.0205658151965225,0,0.0115115905307724,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0333752820385988,0,0,0,0.74281677848022,0,0,0,0,0.0650211087806785,0.0102015420536179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606278219059197,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0451934400516076,0,0.0499814772710524,0,0.0675523610891219,0,0,0,0,0,0,0.0226213822019221,0,0,-0.103320229630951,0,0,0,0,0.0237747980882159,0,0.0469945179564938,0,0,0.00305070581628283,0,0.0605752025591574,0,0,0.0438651473673681,0,0,0,0,0,-0.0189426423904853,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.120926124575876,0,0,0,0,0,0,0,0,0,0,-0.17015654662201,0,0,0,0,0,0,0,0,0,0.284231596567726,0,0.00607111862222617,0.272860190917696,-0.0820122888263757,0,0,0,0,0.015782487061787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134888005484103,0.0343301662341681,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.00442751488304502,0.0873088715335226,-0.0508927215912879,0,0.649348262564428,0,0,0,0.00626840028424987,0,0,0,0,0,0,0,0,0,0,0,-0.0170477713695314,0,0,0,0.0396529332025461,0,0.140827908859855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450199217248716,0,0,0.0252293152033375,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.249544726891865,0,0,0.219597916354783,0,0,0.255887695206517,0,0,0,0,0,0,0,-0.0405797440874744,0,0,0,0,0,0,0,0,-0.0141334497292529,0,0,0.0571837927802548,0,0,0.0337915897586824,0,0,0,0,0,0,0,0.0216521311009122,0,0,0,0.0292520745111295,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0751308296700572,0,0,0.0685340149113461,0.0304582011985827,0,0,0,0,0,0.220371614575271,0,0,0,0,0,0,0,0,0,0.00806593860361917,0,0,0,-0.0400483611816191,0,0,0,0,0,0,0,0,0.372931817997882,0,0,0,0,0,0,0,0,0,0,0,0.0021533967881755,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.164186634604891,0,0,0,0,0,0,0,0,0,0,0.324156143162314,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0259259959794278,0.0179361856103762,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0200219370832027,0.111956671474857,0,0,0,0,0.0129111337872683,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,-0.00490006052973473,0,0.271429641996936,0,0,0,0.214123041659503,0,0,0,0,0,0.13282631273014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976031954168423,0.00773170436890576,0,0,0,0.257755832291109,0,0.000472124740924068,0,-0.148011499171569,0,0,0,0,0.0309165227724736,0.112113904115791,0,0,0,0,0,0.0127717229101542,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.122275664765581,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.161676925863214,0,0,0,0.308556061691348,3.46944695195361e-18,0.104095812838928,0,0,0,0,0,0,0.0921413819346776,0.0541390225833536,0.0407707811255392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320150875066545,0.0186739636303839,0,0,0,0,0,0,0
X002271.SZ,0.0166883062546409,0,0,0,0,0,0.270071840009492,0,0,0,0,0.0280423062788414,0,0,0,0,-0.22192114235943,0,0,0.187009818586572,0,0,0,0,0,0,0,0,0,0,0,0.400579746399239,0.198043316675442,0,0,0.054998536088184,0,0.0258162886113894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108743162318269,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.349805488373931,0,-0.0158672672830745,0,0,0,0,0,0,0,0,0,0,0,0,0.0339731546148334,0,-0.00456187033389509,0,0,0,0.0108697038343701,0,0.074556232334943,0,0,0,0,0,0,0,0,0,0,0,0,0.150412296587497,0,0,0.0327757019485715,0.16879450195835,0,0,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0.404436744046592,0,0,0,0,0,0,0,0,0,0,0,0,0.128188023497607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318959862363879,0,0,0,0,0,0
X600362.SH,0,0.0477548388038375,0,0,0,0,0,0,0,0.0403841714181946,0.105133769473657,0,0,0,0,0,0.0674454756541839,0,0.00693666991321839,0,0,0,0.0128959583687092,0,0,0.00456145429864481,0,0.0297443792110711,0,0.0890538352345323,0.0602952518384591,0,0,0,-0.0366719060509864,0,0,0,0,0,0.0299133719151394,0,0,0,0.0976993820259021,0,0,0,0,0,0,0,0.0157084074400912,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.207328930643741,0,0,0.0905806750328779,0,0,0,0,0,0,0,0,0,0,0,0.0505922944886505,0,0,0,0,0,0.0286240687100052,0,0.0469913947079653,0.000473607321381977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158337631267672,0,0,0,0,0,0.0154695587985557,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0.0173981849671025,0,0,0,0,0,0.539991036432338,0,0,0,0,0,0,0.0238910497872332,0,0.0332961892719181,0,0,0,0.0413372205772734,0,0,0.123543663270682,0,0.0275723961677481,0,0.168804212545279,0.115629601185371,0,0,0,0,0,0,0,0,0,0,0,0,0.0178244672391031,0,0,0.102837778154056,0,-0.054708730529713,-0.173526370089543,0,0,0,0,0
X600176.SH,0,0,0.355671197355265,0,-0.0662095654436254,0.0522680966838141,0.0489663889962579,-0.176011773060306,0,0,0,0,0,0.0991822902926097,0,0,0,0,0,0.0725109888979561,0.0796931140966565,0,0,0,0,0,0,0,0.0881001293103324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105457877547225,0.0270039868347531,0,0.0388817331429334,-0.0911126546117234,0,0,0,0,0,0
X600027.SH,0.216972002614236,0,0,0.107689034717842,0.727852509144034,0,0,0,0,0,0.0795517614979247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.203841938161754,0,0.0712980703824152,0,0,0,0,0,0,0,0,0.173481674398381,0,0,0,0,0,0,0,0,0.017506807241684,0,0,0.0202886948088582,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967124074091445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180430579937922,0,-0.015559982951722,0,0,0,0,0,0,0,0,0,0.145905875677134,-0.0557490034317477,0,0,0,0.0368228218885314,0,0,0,0,0.333261316526735,0,0,-0.0238053238602957,0,0,0,0,0,0
X000807.SZ,0,0,0,0,-0.260788824086783,0,0,0,0,0,0.321614052314258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42321957385765,0,0,0,0,0,0,0,0,0,0,0.295798522381493,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.699149366544698,0.0245773701615114,0,0,0,0,0,0,0,0.0201135022988276,0,0,0,0,0,0,0,0,0,0,0,0,0.0666512566149377,0,0,0.0870760624009581,0,0,0,0.000172554324923023,0.0573385535266108,0,0,0,0,0.0827699688599198,0,0,0,0,0,0,8.23932954317329e-06,-0.0118853546027721,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.141611425540103,0.308917673341103,0,0,0,0,0,0,0.0125192283606626,0,0.300867387407273,0,0,0,0,0,0,0,0,0.0201735083178268,0,0,0,0,0,0,0,0,0,-0.0353191521035419,0,0,0,0,0,0,0,0,0,0,0,0.0805851594861206,-0.0861607660830226,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0.0447676798825098,0.00997027372303654,0,0,0.196457145922962,0,0.111417105535109,0,0,0,0,0,0,0.0303018328717455,0,0,0,0,0,0,0,0,0,0,0,0,0.0694959706747999,0,0.0574002153663925,0,0,0,0,0,0,0,0,0,0,0,0.0853256794955442,0,0,0,0,0,0.165895632801982,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,-0.0751482766165721,0.234930942772566,0,0.133091965926918,0,0.0876985982656274,0,0,0,0,0,0,0,0.0425852398458901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0671576530608547,0,0,0,0,0,0,0,0.328551618495112,0.0143137124824846,-0.112144984192264,0,0,0.0364886067566285,0,0,0,0,0,0
X600160.SH,0,-0.191187026238648,0,0,0.0607538313872495,-0.170481906146613,0,0,0,0,0,0,0,0.0156448041755737,0.0855917236300841,0,0,0,0,0,0.110254754760986,0,0.0980407932161683,0,0,0.0393361516103126,0,0,0,0,0,0,0.192313922065628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145416520693208,0,0,0.00805443341650783,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0.0298762584748177,0,0,0,0,0,0,0.0766995024399886,0,0,0,0,0,0.035843908559705,0.176954788717796,1.73472347597681e-18,0,0,0,0,0.000958010752235319,0,0,0,0,0,0,0,0,0,0,0,0,0.00153159620155024,0,0,0,0,0,0.0173322815905741,0,0,0,0,0.11997719606298,0,0,0,0,0,0,0,0
X000630.SZ,0.0529331064229071,0,0,0,0,0,0,0,0,0,0.0300130789554829,0,0,0,0,0,0,0,0,0,0,0,0.0324467929674739,0,0,0,0,0.00456704164809203,0,0.268541401780422,0,0,0,0.00449200413520837,0,0,0,0.00643748089246264,0,0,0.157912162164622,0,0,0,0.0237465962649454,0.0532207346556279,0,0,0,0.0264971166960362,0,-0.0107206592189787,0,0,0,0,0,0,0
X002080.SZ,-0.128086549939939,0,0,0,-0.0680601807776235,0,0.103572995364158,0,0,0,0,0,0,0,0.0637469311842063,0,8.67361737988404e-19,0,0.168951904923171,0,0.00889511781998808,0,0,0,0,0,0,-0.00405921653923441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147200371369329,0,0,0,0,0,-0.000895345335125933,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171038128139204,0,0,0,0,0,0.160656376669111,0,0,0,0,0,0,0,0,0,0,0,0,0.14753190763387,0.0390537343956971,0,0,0,0,-0.0113957741449937,0,0,0,0,0.0333477843892014,0,0,0,0,0,0,0.0299758686442258,0,0,0,0,0,0,0
X000539.SZ,-0.119254369741228,0,0,0,0.116745580746627,0,0,0.114125826032109,0,-0.187119795794958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464209172872554,0,0.201955533328724,0.380653102391615,0,0,0.0807411686999215,0,0,0.0838577362044184,0,0,0,0,0,0,0,0,0,0,0.0856908486452363,0,0,0,0,0,0.0486075711340463,0,0,0,0,0,0,0
X000629.SZ,0.0519459187111298,0,0,0,0.00394748578056043,0,0.204074821496896,0,0,0,0,0,0,0,0,0,0.256999215919698,0,0,0,0,0,0,0,0,0,0,0,0,0.0452655873712954,0,0,0,0.149281188523007,0,0,0,0,0,0,0,0,0.0187306462690239,0,0,0.0619946267511052,0,0,0,0,0,0.011712723658747,0,0,0,0,0,0,0
