,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X002466.SZ,X600111.SH,X601991.SH,X600188.SH,X300072.SZ,X600547.SH,X600660.SH,X600516.SH,X002460.SZ,X600886.SH,X000709.SZ,X000898.SZ,X600027.SH,X600157.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X000723.SZ,X600549.SH,X601158.SH,X000553.SZ,X002092.SZ,X000983.SZ,X000630.SZ,X600008.SH,X000883.SZ,X600299.SH,X601699.SH,X000792.SZ,X002271.SZ,X000807.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.016223229810981,0,0,0,0,0,0,0.00644266759953896,0,0.0353824964724722,0.0384855643924852,0,0,0,0,-0.0396761939504011,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356079429113739,0,0,0,-0.0100901615650698,0,0,-0.0356576160550211,0,0,0,0,0,0.023705233698707,0,0,-0.00992852549382141,0.0071897769410422,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.131065135971425,0,0,0,0.0794713211842454,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202056413952247,0,0,0,0,0,0,0,0,0,0,-0.0163521663686808,0,0,0,0,-0.00729744527569502,0,0,0,0,0,-0.0736255138000608,0,0,0,0,0,0,0.0047874692612987,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196353987007465,0,0,0,0,0,0.344758938536007,0,0,0,0.0323579069037838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200528457625949,0.0160178089281153,0,0,0,0,0,0
X600585.SH,0,0.175188797310948,0,0,0,0,-0.0123794317177955,0.105323891779576,0,0,0,0,0,0.0981865413353423,0,0,0,0,0,0.0595290342200076,0.2080681492884,-0.0900692360035555,0,0,0,-0.022789147888275,0,0,0,0,0,-0.0876606332952459,0,0,0,0,0,0,-0.0260195335284498,0,0,0,0,0,0,0,0.0828525502214992,0.100560695518467,0,0,-0.0107600843304605,-0.0030767160848957,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213094260547134,0,0,0,0.0628452758347528,0,0,0,0.00754066180842956,0,0,0,0,0.0434298699439567,0,0,0,0,0,-0.0136880795405455,0.002680866295722,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257568168705605,0,0,0,0.162136090136112,0,0,0,0.0467041844717092,0,0,0,0,0,0,0,0.207918101388694,0,0,-0.0214475535815283,-0.0164077634662822,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.129878422826808,0,0,0,0,0.00331104878951606,0,0,0.0856102204825472,0,0,0,0,-0.0579723609356902,0.0717735990076098,0,0,0,0,0,0,-0.00577066963601708,0,-0.02868611188931,0,0.045573056847076,0,0,0,0.0164624306493458,0,0,0,0,0,0,0,0,0,0,0,0,0.0232500462338595,-0.00866529900638601,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129602169515743,0,0,0.173584245658099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012222281959393,0,0,1.05879118406788e-22,0.00895773659319286,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0108426883786879,0,0,0,0,0,0,0,0,0,0,0.0992468852936085,0,0,0,0,0,0,0,0.384473313359208,0,0,0,0,0,0.0173091792193465,0,0,0,0.0312592819428051,0,0,0,0.153393583956486,0,0,0,0,0,0,0,0,0,0,-0.0107492345847675,0.019264893780423,0,0,0,0,0,0
