,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X600688.SH,X601898.SH,X600795.SH,X601992.SH,X601991.SH,X601600.SH,X600309.SH,X600660.SH,X300072.SZ,X600886.SH,X600547.SH,X600362.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600299.SH,X000883.SZ,X600008.SH,X600352.SH,X002460.SZ,X600219.SH,X002271.SZ,X600176.SH,X600578.SH,X000723.SZ,X000408.SZ,X600021.SH,X000630.SZ,X600583.SH,X000539.SZ,X000792.SZ,X000027.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.33146531610774,0.0395531609317699,0,0,0,0,0,0,0,0.0530474174860439,0,0.117408147353907,0,0,0.0108690580340121,0,0,0,0,0,0,0,0,-0.00332407997371712,0,0,0,0,0,0,0,0,0,-0.0243340345459223,0,0,0,0,0,0,0.0576563692550689,0,0,0,0,0,0,0,0,-0.00908411877898692,0,0,0,0,0,0,0
X600028.SH,0,0,0.0323136027424477,0,0,0.0413638647978661,0,0,0.0444033391906425,0,0,0,0,0,0,0.015663794022269,0,0,0.116877921893615,0.0373402545851627,0,0,0,0,-0.0899817642274471,0,0,0,0,0,0,0,0,0,-0.0573139996928188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378238957268931,0,-0.00780876479306815,-0.0088035511174493,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680352811227181,0,0.00417850767804847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114639508393749,-0.00615095185356086,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466481995835885,0,0,0,0,0.0367694507011962,0,0.438998890966709,0,-0.0429020948565989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512102386257733,0.0202912083668219,0,0,-0.0161851484909996,0,0,0,0,0,0
X600011.SH,0,0,0.146672082154488,0,0,0,0,0,0,0,0,0.0611536707550271,0,0,0,0,0,0,0,0,0.375733151025862,0.0703799693018976,0,0.0144579143202052,0.0416236877698276,0,0,0,0,0,0,0,0.0686945073451458,0,0,0,0,0,0,0,-0.0581571527545968,0,0,0,0,0,0,0,0,0,0.043638226445547,-0.0297012188842774,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.147326416966097,0,0,0,0,0,0,-0.0122538298140139,0,-0.0769531023845545,0,0,0,0,0,0,0,0,0,0.103841759114667,-0.0152668206117755,0,0.0462951207093591,0,0,0,0,0,-0.0391287273034256,0,0,0,0,0,0,0,0.099927288502896,0,0,0,0,0,0,0,0,0,-0.0104160456858074,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0266654151600796,0,0,0,0,0,0,0,0,0.0673899517518838,0,0,0,0,0.254700470112604,0,0,0,0,0,0.0564852268757077,0,0,0,0,-0.0313333329590594,0,0,0,0,0,0,0,0,0.128827149452093,0,0,0,0.0154317626869088,0,0,0,0,0,0,0
X600688.SH,0.331898815785687,0.150284341309233,0,0,0,0,0,0,0.0137084592603267,0,0,-0.068376543790458,0,0,-0.0129531636643297,0,0.0318401568481877,0,0,0,0,0,0,0,0,0,0,0,0,0.0348335333240875,0,0,0,0,-0.0159753305228128,0,0,0,0,0,0,0,0,0.013268947522867,0,0,0,0,-0.0383876881548973,0,-0.0239658630464474,0,0,0,0,0,0,0
X601898.SH,0,0,0.0906881275116242,0,0,0,0,0,0,0,0,0,0,0.0296355037892497,0,0,0,0,0.319023709459283,0,0,-0.00268798800495207,0,0.0445168337321052,0.0196530504224163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471779144284648,0,0,0,0,0.100417768069719,0,0,0,0,0,0,-0.01751420162879,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0188101937019824,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0.0199892580293999,0,0,0,0,0.0284624589752478,0.074744482726228,0,0,-0.0164824319176722,0,0,0,0,0,0,0,0,0,-0.00275730494220473,0,0,0,0.0423621988480225,0,-0.0239006354531832,0,0,-0.0454785540862651,0,0,0,0,0,0,0,0.0154269347088775,0,0,0,0,0,0
