,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X002466.SZ,X601898.SH,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X601992.SH,X000898.SZ,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600426.SH,X601158.SH,X600489.SH,X000830.SZ,X600808.SH,X600219.SH,X000883.SZ,X600315.SH,X600157.SH,X002470.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684308018623332,0,0,0,0.0402256384328322,0,0,0,0,0,0,0,0.181462104991872,0,0,0,0,0,0,0,0,0.0235160752817091,0,0,0,0.0268647912188747,0,0,0,0,0,0,0,0,0,0.0235141033923536,0,0,0,0,0,0,0
X600028.SH,0,0,0.327026469322701,0,0,0,0,0,0,0,0,0,0,0,0.237707131165857,0,0,0.0488228332481244,0.120798184048042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742384594950572,0.00523877007320509,0,0,0,0,0,0
X601088.SH,0,0,0,0.244274117376348,0.0406904031559637,0,0,0,-0.0255263375931002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698505259414963,0,0,0,0,0,0.37808425843315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583589305369284,0,0,0,0,0,0,0
X600019.SH,0,0,0.257204683402146,0,0,0,0,0.299664925297297,0,0,0,0,0,0,0,0,0,0.0269478218031558,0,0,0,0,0,0,0,0,-0.139937871402871,0,0,-0.115170445156944,0,0,0.161610877054536,0,0,0,0,0,0,-0.0528642085004331,0,0,0,0,0,0,0,0,0,0.00768768701853495,-1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0.547804728375548,0,0,0,0,0.0556692625310726,0,0,0,0,0,0,0,0,0.0258941540347665,0.0581928767579994,0,0,0,0,-0.0320128175548158,0,0,0,0,-0.128800526532099,0,0,0,0,0,0,0,0,0,0,0,0.189680106201121,0,0,0,0,0.0749617439739527,0.0193325303498938,0,0,0,-0.00770979095376733,0.0644864409160152,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529712849707242,0,0.029455946405444,0,0,0.124934136268133,0,0,0,0,0.0306281240074432,0.302644331359926,0,-0.0634885789041985,0,0,0.000706028122927499,0,0.0236332880836764,0,0,0.0187293286802551,0,0,0,0,0,0,0,0,0,0,-0.00566358596663469,-0.0178869401674787,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164037026334392,0,0,0,0,0.0823896591450486,0,0,0,0.0106565296159955,0,0.0778318734203993,0,0,0,0,0,0,0.012541071643615,0,0,0,0,0,0.0108806262963781,0,0.211065076526645,0,-0.00404402945903196,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.39873595308783,0,0,0,0,0,0,0.13727976848981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400226511796722,0,0,0,0,0,0,0,0,0,0,0.240477945556331,0,0,0,0.107290431226827,0,0,0,0,0.0651676131373855,0,0,0.275072872871965,0,-0.0125393194345317,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119552305188046,0.460036777408484,-0.0677590678871949,0,0,0.0328816810623256,0,0,0,0,0,0,0,0.0201006315107506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363819019387547,0,0,0,0.0120222869388154,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.11371549254939,0,0,0,0,0,0,0.190404183544881,0,0,0,0,0,0,0,0,0.161178763733094,0,0,0,0,0,0,0,0,0,0,0,0.00278257237294876,0,0,0,0.0346962524679691,0,0,0,0,0,0,0,0,0,0.00407351943088382,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0110868473370549,0,0,0,0,0,0,0,0,0,0.332746914475445,0.254198532205024,-0.40564787986223,0,0,0,0,0,0,0,0,0,0.0195875629335927,0,0,0,0.321120357702748,0,0,0,0,0,-0.0976297568963497,0,0,0,0,0,-0.58717292399515,0,0,-0.280516490522663,0.150940796336212,0.0576020440686253,0,0,0,0,0,0
X600688.SH,0,0.388303090665216,0,0,0,0.0507514517471067,0,0,0,0,0,0,0,0,0.0599899196672467,0,0,0,0,0.0173263726439554,0,0,0,0,0,0.0664761458924173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270236515955046,0,0,0,0,0,0,0,0.0499418611361515,0,0.031816629640457,0.0145793355910093,0,0,0,0,0,0
X600660.SH,0,0,0,-0.0244704223241048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972602107754692,0,0,0,0,0,0,0.193240900852998,0,0,0,0,-0.0510797492312484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07625422991598,0,0.0248802248612509,-0.0217262038643611,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0228720860032953,0,0,0,0,0,0,0,0.0863172258080294,0,0,0,0,0.0431180711023771,0,0,0.0361774564586503,0,0,0,0.0827141882865361,0,0,0,0,0,0,0,0,0,0,0.0422542027788187,0.0946809547873472,0,0,0,0,0,0,0,0,0.00172787587348813,-0.0130707335113947,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.101566695104561,0,0.00472124133908456,0,0,0,0,0,0,0,0,0.221613285556231,0,0,0,0,0,0,0.139341994583586,0.0279949503581858,0,0,0,0,0,0,0,0,0.20835863444389,0,0,0,0,0,0,0,0,0,0.0360759547518117,0,0,0,0.0207938118125858,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0516249602778528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0760519132801533,0,0.0160230617205175,0,0,0,0.00221806606994824,0,0,0,0,0,0,0.0308880933775457,0.0824396268162897,0,0,0,0,0.0518479610081156,0,0,0,-0.0015038710160691,-5.42101086242752e-20,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674772905144495,0,0,0.081153809489938,0,0,0.167728483869559,0,0.0698582583271758,0.125602028224832,0,0.0949977186562687,0,0,0,0,0,0,0.326368091339232,0,0,0,0,0,0,0,0,0,0.0423383400574446,-0.00410638860967802,0,0,0,0,0,0
X002460.SZ,0,0.0858257199293123,0,0,0,0,0,0,0.715141783824914,0,-0.0653376191607661,0,0,0,0,0,0,0,-0.224075303709766,0,0,0,0,0,0.0750726071722123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611428844030073,0,0,0,0.102472485257865,0,0,0,0,0,0,0.0220100118754215,0,0,0,0,0,0
X600547.SH,0,0.033631913069132,0,0,0.0312422883594243,0,0,0.0416887154457167,0,0,0,0,0,0,0,0,-0.107878260421905,0,0,0,0,0,-0.0161611260083257,0,0.0168981046210193,0.033421987171989,0,0,0,0,0,0,0,0,0,0,0,0,0.887752785014937,0,0,0,0,0,0,0,0,0,0,0.00124971876473524,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.047467017435661,0,0,0,0,0,0.12558287572929,0.0688801921344185,0,0,0,0,0.0966912919930588,0,0,0.17488936146292,0,0,0,0,0,0,-0.018427713035734,0.0459601217906944,0,0,0.0353704143502467,0,0,0.0404392205489225,0,0,0,0,0,0,0,0,0,-0.0358320196630361,-0.0224537013475111,0.113733908005343,0.284265292954383,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0263410909922137,0,0.0976717584465745,0,0,0,0,0,0,0,0,0,0.00985148273542227,0,0,0,0,0.00919977308429828,0,0.0476743818745027,0,0.124993944618913,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0183637460337106,0,0,0,-0.0284914738938189,-0.0253195684463095,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742269248716877,0.120907433568147,0,0,0,0,0.0802600489321389,0,0,0,0.167486496281665,0.0062449503963108,0,0,0,0,0,0,0,0,0,0,0,0.00791639800024205,0.0415216852347436,0.2197609631905,0,0,0.0528711306001445,0.037445077565049,0,0,0,-0.0101048507512739,-0.0150952681291664,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02799485988513,0,0,0,0,0.244927052945515,0,0,0,0,0,0,0,0,0.0403346428626241,0,0.0477883110653,0,0,0,0,0,0,0.13896280294364,0,0,0,0.0844454393903379,0,0,0,0.118920780129057,0,0,0.0416869777732977,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0882673695758482,0.041793625360299,0,0,0.0672364051652501,0,0,0,0,0,0,0,0,0,0.0350038831205183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709880288945686,0,0,0,0,0,0,0.0774700478835703,0.550618761941695,0,0,0,0,0,0,0,0,0.008663240736063,0.0116840851810774,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.0082788871732352,0.134944083517162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831005667756426,0,0,0,0,0,0,0,0,0,0.1974388444506,0.138330740589602,0,0,0.268235109495948,0,0,0,0,0,0.00421893597001887,0,0,0,-0.0304154973043439,-0.0323015450875007,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063131026123422,0.0310795904538901,0.190180748199031,0,0,0,0,0.328058214010512,0,0,0,0,0,0,0,0,0,0,0,0.0487707077507851,0,0,0.182179464897558,0,0,0,0,0.0887116437386349,0.0564454680634092,0,0,0,-0.000666161619312046,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146727388006732,0,0,0.122691172752033,0,0,0,0,0,0.116805958812541,0,0.178090853761657,0,0,0,0,0,0,0.103848360783407,0,0,0,0,0,0.176998270078691,0,0.0510557612724583,0,0.0218871008463876,-0.0111431008933622,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,-1.0842021724855e-19,0.143383226870626,0,0,0,0,0,0,0,0.0828392378364959,0,0,0,0,0.103749385335677,0,0,0,0,0,0,0,0.0518662947389649,0.0783254101101749,0,0,0,0,0,0,0,0,0,0.0885483985484766,0,0,0,0,0.0264951388900451,0,0,0,0,0,0,0,0,0,0,0
