,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601992.SH,X600188.SH,X300072.SZ,X600660.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X600027.SH,X000709.SZ,X600157.SH,X000898.SZ,X000959.SZ,X002460.SZ,X600339.SH,X600489.SH,X601158.SH,X600516.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600299.SH,X600808.SH,X600176.SH,X600219.SH,X000630.SZ,X600352.SH,X000792.SZ,X600008.SH,X600578.SH,X000408.SZ,X002092.SZ,X000983.SZ,X000539.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.011513692604143,0,0,0.161273067676533,0,0,0,0,0,0,0,0,-0.037045584682855,0,0,0,0,0,0.010896575541705,0,0,-0.00929279782617037,0,0,0.00524962173464358,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326840248657643,0.0165621760596954,0,0,0,-0.0159157561739038,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0524070925338742,0,0,0.0118319583339202,0,0,0,0,0,0,-0.0929649868502615,0,0,0,0,-0.131406450123446,0,0,0,0,0,0.0453391923771199,0,-0.00651459642765929,-0.0383917235790078,-0.0978613569618492,0,0,0.0300913525216492,-0.0095676928479648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120973487384332,0,0,0,0,0
X601088.SH,0,0,0,0.0351598611725462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072003208669358,0,0.0433351743563005,0,0,0,-0.0243280072252874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107281877504132,0,0,0,0,-0.0285961640667512,0.0297722333741235,0,-0.0114001192802772,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00523600512625594,0.0440774889844112,0,0.0466744850831597,0,0,0,0,0,0,0,0,0,0.512390184532643,0,0,0,0,0,-0.0454370270238821,0,0,0,0,0.272125922873112,0,0,0,0,0,0,0,0,0,0,0,0.0114581349804417,0,-0.00918984967382031,0.0242036209928267,0.0521103119016463,0,0,0,0,0
X600585.SH,0,0,0,0.246116409139254,0,0,0,0,0,0,0,0,0,-0.0557242597462901,0,0.105749692084559,0,0,-0.0719546447497127,0,0.225323314818473,0,0,0,0,0,0.00763376624731382,0,0,0,0,0,0,0,0,0,0,0.0752388100358145,0,0,0,0,-0.0377990425748829,0,0.273191155626949,0,0.0617868786105163,0,0,0,0.00262268534258869,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0274716738761326,0,0,0,0,0,0.0284930088603526,0,0,0,0.0577915164763398,0,0.186858736173261,0,0,0,0.340928052385146,0,0,0,0,0.0503864618736068,0.0801278855443537,0,0,0,0,0,0,0,-0.1078641328392,0,0,0,0,0,0,0.0964198191883731,-0.0759778776583078,0,-0.112284599051439,0,0,0,0.0125197592094775,0.027792478470431,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0102791769905846,0,0.0351020363668734,0,0,-0.0923311280668832,-0.0498728004812725,0,0,0,0,0.0783157089494472,0,0.0382842662950151,0,0.18487687551374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935909194035887,0,0,0.0623090882232071,0,0,0,0,0,0,0,-0.0122597902789622,-0.00856860028610374,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0687446200345077,0,-0.0642738350412028,0.357322324897643,0.172433225496395,0.181017535868798,0,0,0,0,0,0,0,0.0759545923496046,0,0,0,0.0430265887714041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365690113374964,0,0,0,0,0,0,-0.00603464531305251,-0.0582780764186493,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00581391753706628,0.0628032710244752,0,0,0,0,0,0,0,0,0,0,0,0.241605671741658,-2.16840434497101e-19,0.0214360245182197,0,0,0,0.0378133519706341,0,0,0,0,0.00700021223551446,0.0321437514232546,0,0,0,0,0,0,0,0,0.128905661001661,0.0086824024460522,0,0,-0.0101188847968397,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.150781961345025,0,0,0.00687571440144437,0,0,0,0,0,0,-0.0322440792373246,0,0,0,0,-0.105843337311717,0.0871450022983513,0,0,0,0,0,0,0,0,0,0,-0.0388755192984133,0.0225010454253823,0,0,0,0,0,0,0,0,0,-0.00701719730729768,0,0,0,0,0,0,0,-0.0130844388665156,-0.0122005221342521,0,0,0,0,0,0
