,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600426.SH,X000301.SZ,X600111.SH,X601600.SH,X002466.SZ,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X600352.SH,X600219.SH,X600489.SH,X600188.SH,X600801.SH,X600803.SH,X601991.SH,X002353.SZ,X600795.SH,X600688.SH,X600486.SH,X601168.SH,X600299.SH,X002080.SZ,X000932.SZ,X000830.SZ,X600315.SH,X000723.SZ,X000630.SZ,X300037.SZ,X600027.SH,X000898.SZ,X600157.SH,X601992.SH,X000807.SZ,X600549.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0418384608270413,0,0,0,0,0,0,0,-0.0591814320469432,0,0.0562446660562622,0,0,0.0141666959890704,0,0,0.0230821887720215,-0.00586663809004033,0,0,0,0,0,0,0,0,0,0,0,0.091979125787943,0,0,0,0.00341465189525955,0,0,0,0,0,0,0.0382435873922947,0,0,0,0,0,0,0,0,0,-0.00165129680104369,-0.00383069940021772,0,0,0,-0.00389195884043186,0,0
X600028.SH,0,0,0,0,0,0,0.0873741947613193,0,0,0,0,0,0,0.00637989149016561,0.0422882824869316,0,0,0.0726564468336883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188736591329643,0,0,0,0,0,0,0,0.0553008212281734,0,0,0,0,0,0,0,-0.0228423090702808,0,0,0,0.0182551180559322,0,0
X600309.SH,0,0,0,0,0,0,0,0.0195578713584038,0,0.205802582583005,0,0,0,0,0.132362010922493,0.0075077096624888,0.0809706390119955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132377347351051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267937287494083,0,0,0.0156961150699056,0.00190064320485676,0,0,0,0.000430669480406794,0,0
X601088.SH,0,0,0,0,0,0,0.0350412038954997,0,0,0,0,0.0248248559981582,0,0,0,0,0.0218672438117062,0,0.0314479438575033,0,0,0.105733998434088,0,0,0,0,0.459694731275561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103807482035887,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0371044652125825,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102604294495983,0,0,-0.00812276792113731,0,0,0.123668392694855,0,0,0.0126896810761887,0,0,0,0.104776828104269,0,0,0,0,0.0231231339293326,0,0,-0.0245249199804555,0,0,0,0,0,0,0,-0.0243704733880967,-0.0207411164263155,0,0,0,0,0.0243267845738473,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022945756022967,0.198375018983402,3.46944695195361e-18,0,0,0,0,0,-0.00205960429217453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040231579371173,0,0,0,0,0,0,0.414246645372732,0,0,0,0,0,0,0,0,0,0,0,0.0125166112940734,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186171087813173,0,0,0,0,0,0,0,0,-0.406466193944052,0,0,0,0,0,0,0.299247744351588,0,0,0,0.132660960336106,0,0,0.117391512171294,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114961497853691,-0.0345069571464258,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.325167278113993,0,0,0,0,0,0.0116093774657026,0.122126720144821,0,0,0.22596442182396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373258954187993,0,0,0,0.0634258500052779,0,0,0,0,0,0,0,0,0,0.225971079275496,0,-0.0594828397118608,-0.0475950994082006,0.00337072771825303,0,0,0,-0.00798637213285028,0,0
X600660.SH,0,0,0,0,0,0,0,0.0945362785320218,0,0.249177201060438,0,0,0,0,0,0.0271201230041719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110612550302746,0,0.0475422664435024,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261530054156686,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0621737697779023,0,0,-0.112929086923082,0,0,0.197480419864838,0,0,0,0,0.0270977204078094,0,0,0,0,0,0,0,0,0,0,0.0459634403934155,0,0,0,0,0,0,0,0,0.0629532299102929,0,0,0,0,0.0541477699756235,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130959264552268,-0.058853615683801,0,0,0,0.0517151811709978,0,0
X600547.SH,0,0,0,0,0,0,0,0.0527751351430487,0,0,0,0,0,0,0,0,0.019931717053728,0,0.0152976825882171,0,0,0,0,0,0,0.53560224035301,0,0,0,0,0,0,0,0.0849797984346908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217606750049549,0,0,0,0,0.0308569351228508,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.176605266949194,0,0,0,0,0,0,0,0.0112471108465615,0.36252742530851,0.080059928257224,0,0,0,0,0,0.0186060821299322,0,0,0,0,0,0,0,0,0,0.234459560912784,0,0.0658183936242899,0,0.204967834578354,0,0,0.350849944515019,0,0,0,0,0,0,0,0,0,-0.00831929201781334,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450225572493043,0,0,0,0,0,0,0,0.129620490685061,0,0,0,0,0.105157095049176,0,0.0672125021065925,0,0,0,0,0,0.0747368165609272,0,-0.0667863078705736,0,0,0,0,0,0.0729049415412613,0,0,0,0,0,0,0.0663845496817219,-0.120949558539074,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.330707330869847,0.238284593098424,0,0,0,0,0,0,0,-0.0805153868729402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195504433708138,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319684115138136,-0.0159046558213733,0,0,0,0.0361265928683915,0,0
X600426.SH,0,0,0.122313894036881,0,0,0,0,0,0,0,0,0,0,0.107308419144981,0,0.0539965990616725,0,0,0.0511738299989368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21843996512045,0,0,0.0550435379062349,0,0.0930900722291463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871939486876986,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.194711686483596,0,0.00669351263873272,0,0,0,0,0.460024735624758,0,0,0,0.2197593386792,0,0,0,0,0,-0.0761811127920387,0,0,0,0,0,0.385512576734864,0,0.378941702049131,0,0,0,0,0,0,0,0,-0.0762785530749572,0,0,0,0,-0.321540754258033,0,0,0,0,0.0575386439940507,0,-0.0735236552975183,0.0300885141325475,0,0,0,0.0254896316976944,0,0
X600111.SH,0,0,0,0,0,0.0791899039249479,0,0,0.3124994249082,0,0,0.0196362618686192,0,0,0,0.21331314947808,0,0,0.00331668422205955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0780168298193716,0,0,0.433629752144578,0,0,-0.0181800426880857,0.0122279606536696,0,0,0,-0.0618381432445028,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.20448941141058,0,0,0,0,0,0,0,0,0,0.0784132821213021,0,0,0.0363933910402199,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.069198860401306,0,0,0,0,0,0,0.256723343740033,0.0446474287170992,0.0277875345238175,0,-0.0127563379110775,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.39597007160712,0,0.67749070951319,0,0,0,0,-0.0412114188101828,0.0132482862377845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129767122482401,0,0,0.174379278354636,0,0,0,0.214782162716605,0,0,0,0,0,0,0,0.108909768554387,0,0.147142205963219,0.0898893925555467,3.46944695195361e-18,0,0,0,-0.211693542540569,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.00424863061381646,0,0,0,0,0.00241212769395004,0,0.0379785802633969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243214483745828,0,0,0,0,0,0,0,0.0318610383011849,0,0.025693677177565,0,0,0.0827643233428457,0.00760594768124935,0.00420516628528424,0,0,0,-0.0163136588861635,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.063195013950346,0,6.93889390390723e-18,0,0.0539458532705177,0,0,0,0,0,0,0,0,0,0,0.042129758477169,0,0.0364655278263983,0,0,0,0,0,0,0,0.0742547052042145,0,0,0.244947586537052,0,0,0,0,0,0,0,0.0664279673096283,0,-0.0843344568257015,0.13072739270609,0,0,-0.0234547859834222,0.0250450332667721,0,0,0,0.00586199197633177,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.118175160099514,0,0,0,0,0,0.0348194423502043,0.00484255779458438,0,0,0,0,0,0,0,0.205593903705111,0,0,0,0,0,0,0,0,0,0.0608809125486492,0,0,-0.0198226179712867,0,0,0,0,0,0,0,0,0,0.104427652929468,0,-0.0132312520990033,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0626421332162521,0,0,0,0,0,0,0,0,0,0.000341486679822045,0,0.0196381894103486,0,0,0,0,0,0,0.0692139721472624,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.087658917588902,0,0,0,0,0,0,0,0,0.0135274737311209,0,0.0109885914524767,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.0652976503691398,0,0.280600596149376,0,0.0668855533734431,0,0.0690983106216828,0,0,0,0,-0.0989784858448142,0,0,0,0,0,0,0.120992991402342,0,0,0.113598421254692,0,0.0631876475602594,0,0,0,0,0.175713625907005,0.0010814515426308,0,0.0842871948932798,0,0,0,0,0,0,0,0,0,0,0,0,-0.00581776143511583,0.00530908869334898,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0592738549339449,0,0.118715827131426,0,0,0,0,-0.134455845439537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568649546654294,0.378743933550085,0,0.00549796364023974,0,0,0.0403119092402218,0,0,0,0,0,0,0,0.00367494389675437,0,0,0,-0.0161441798207974,0,0,0,0,0.0559701845746552,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.775539949265452,0,0,0,0,-0.0524749593945666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618607375358977,0,0,0,0.0126620445261784,0.0574785576334764,0,0,0,0,0,0.0337857978171355,0,0,0.0539588319182518,0,0,0,0,0,-0.0138738506911185,0,0
X600188.SH,0,0,0,0.343077159661877,0,0,0,0,0,0,0,0.0641546495207038,0,0,0,0,0,0.0699479238064809,-0.000822245399396165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135743073867622,0,0.122325893423189,0,0,0,0,0.0457420997837539,0,0,0,0,0,0,0.00867057229303719,0,0,0,-0.039256592581663,0,0
X600801.SH,0,0,0,0,0.0446016686385892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125106181749332,0,0,0,0,0,-0.0366504649584401,0,0,0,0.0903387124305728,0,-0.0819748156248559,0.0767460454863597,0.00969176162607036,0,0,0,0,0,0,0.0595110868292293,0,0,0.0530544436420172,0.080975533193747,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0.0745115486129578,0.00170619435185626,0,0,0,0.039722954493601,0.276983360120207,0,0,0,0.0826885125554379,0,0.015250920060699,0,0,0,0,0,0,0,0,0,0,0,0.222640402845283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816095537699776,0,0,0,0,-0.0156414685886363,0,0,0,0,0,0
X601991.SH,0,0,-0.0419697180575599,0,0,0,0,0,0,0,0,0.0954381160508588,-0.0215929363136793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268009389311565,0,0,0,0,0,0,0,0,0.126058589247413,0,0,0,0,0,0,0.0160039539215017,-0.00323874875986541,0,0,0,0,-0.0230188853536078,0,0
