,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X601158.SH,X600299.SH,X600362.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600660.SH,X600021.SH,X000883.SZ,X002470.SZ,X600098.SH,X000792.SZ,X600623.SH,X601918.SH,X600489.SH,X600863.SH,X600307.SH,X600578.SH,X300072.SZ,X600022.SH,X600008.SH,X600808.SH,X000629.SZ,X600547.SH,X002004.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.67312325213208,0.0130565082271257,0,0,0,0,0.00422782200927339,0,0,0,0,0,0,0.0405584336309205,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0173271458713837,0,0,0,0,0,0,0,0,0,0,0.0256403901899168,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0358372534591213,0,0.0296723346426003,0.0159283385104793,0,0,0,0
X600028.SH,0.148889261974953,0,0.0865425468690062,0,0,0.124651316032985,0,0,0,0,0,0,0,0,0,0,0,0.0973439065572919,0,0,9.2162998671888e-05,0.095043825389205,0,0,0,0,0,0,0,0,0.0964464372356376,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00278283308062029,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.414537403458742,0,0,0,0,0,0,0,0.148155937774311,0.211902455089023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660875852450378,0,0,0,0,0,0,0,0,-0.00856201893480894,0.00619891642183137,0,0,0,0,0,0
X600011.SH,0,0,0.100278664300465,0,0,0,0,0,0,0,0,0.319019925794486,0.188338968007299,0,0,0,0,0,0,0,0,0,0.0761618512385223,0,0,0,0,0,0,0,0,0.049506382298556,0.13118051300041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097732642746849,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0493739711620351,0,0,0,0,0,0,0.0162787042473591,0,0,0,0,0.214048503352611,0,0.125408106566731,0.0530357524193663,0,0,0,0,0,0,0,0,0.179080757660353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135355636338917,0,-0.00792239949743734,0,0,0,0,0,0,0
X600585.SH,0,0,0.139334254982243,0,0,0,0,0,0.0711819876304534,0,0,0,0,0,0,0,0,0,0,0,0,0.0335515488484994,-1.73472347597681e-18,0.532812226951114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400807017045371,0,0,-0.00821400059459228,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.117842272479202,0,0,0.0940834585156287,0,0,0,0.198502164084364,0,0,0,0,0,0.0226790664841408,0.147864431426164,0.0298423770673849,0,0,0,0,0,0,0,0,0,0,0.0178213868284177,0,0,0,0,0,0,0,0,0.0182940615620619,0,0,0,0,0,0,0,0,0,0,-0.0139286216064538,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.305504057475974,0,0,0,0,0,0.107933456320716,0,0,0,0,0.0496026669054908,0,0,0,0,0,0,0,0,0.24128587571299,0,0,0,0,0,0.158176307510202,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393067741975021,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0340454681515248,0,0,0.0287615158566551,0,0,0.0274108203463323,0.0429296991973535,0.293104569097698,0,0,0,0,0,0,0,0,0,0.174857159623558,0,0.0696529552362255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124730778268445,0.0748483113425106,0,-0.00863092443758048,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156422726970466,0,0,0.0209343213873335,0,0,0,0.451033163352376,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0381565274614196,0,0.0237942513467115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
