,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601699.SH,X600489.SH,X601991.SH,X000983.SZ,X600160.SH,X000807.SZ,X000786.SZ,X600995.SH,X000629.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000932.SZ,X600378.SH,X000933.SZ,X000723.SZ,X000408.SZ,X600688.SH,X600096.SH,X000831.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.219919084716888,0,0,0,0,0.115973152365047,0,0,0.0183375059880486,0,0,0,0.0866341106539937,0,0,0.0344832661136234,0,0,0,0,0,0,0.0782275946910449,0,0,0,-0.0293694363752974,0.0427869957724011,0,0,0,0,0,0.0907102290842238,0,0,0,0,0,0,0,0,0,0,0,-0.0802771184702023,0,0,0,0,0.0384168025071594,-0.0263980510139737,0,0,0,0,0,0
X600028.SH,0.336818560663277,0,0.266338794844674,0,-0.0840570696828837,0,0,0,0,0,0,0.0777189778999143,0.120020815042017,0.0313973120986044,0,0,0,0,0,0,0,0,0.0880404109881655,0,0,0.0146870544658672,0,0.0195480479378582,0,0.0165990817091849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169106200828293,-0.0241769275521818,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0442292009074546,0,0,0,0,0.0477795865975565,0.139495971027462,0,-0.00343983667241965,0.023749617553447,0,0,0,0,0,0,0,0,0.0342034524104919,0,0,0.129815741970488,0,0,0,0,0.0127909318780968,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.129451207370204,0,0,0,0.0603159461515663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618957734326813,0,0,0.147281569538762,0,0,0,0,0,0,0,0,0,0,-0.0328415749780062,0,0,0.135258062258573,0,0,0,0,0,0,0,-0.0752228110398708,0,0,0,0,0,-0.0391600302441231,-0.00470077809133595,0.00773807763871651,0,0,0,0,0,0
X600188.SH,0,0,0.432820577607634,0,0,0,0,0,0,0,0,0,0,0,0,-0.479274715951117,0.0161041841456921,0,0,0,0,0,0,0,0,0.0344575925350542,0,0,0.10261533286463,0,-0.107780402854631,0.0810077857870869,0,0.0944299542139138,0,0,0,0,0,0,0,0,0.187323031017732,0,0,0,0,0,0,0,0,-0.0149652026107567,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.00862257607329401,0,0,0,0,0,0.0685336430375765,0,0,0.0466226297901549,0,0,0,0,0.263988671691831,0,0,0,0.0406149842535055,0,0,0.0108555825841945,0,0,0,0,0,0.14792384741492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222626314360172,0,0.00661024158227241,0,0,0,0,0,0,0
X600019.SH,0.338013759443546,0,0,0,0.120579191073802,0,0,0,0,0,0,0,0,0.012801650149624,0,0,0,0.0294442396624604,0.0180417482750984,0,0,0.107327035723591,0,0,0,0,0.0567166955797953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587483454591625,0,0,0,0,0,0,0,0,0,0,0.0344446373817249,-0.0219295077329112,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.00138648333442513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747328285573857,0,0.478195330567277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107978886704775,0,0,0,0,0,0,0,0,0,0.0075863024006095,0,0,0,0,0,0,0
X002460.SZ,-0.0831284095910286,0,0,0,0.0128002788633654,0,0,0,0,0.679897565954588,0,-0.0590334304529445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085620513625234,-0.0741887538047666,0,0,0.0133359788383573,0,0.0244467461329001,0,0,0,0,0.0586340475233022,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.512890767527759,0,0,0,0,0,0.0868469635325606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216274167712154,0,0,0,0.00994153489731762,0,0,0,0.00442791978815721,0,2.16840434497101e-19,0,0.0855173183589882,0.0248560382747713,0,0,0,0,0,0,0,0,-0.0161544935002859,0,0,0,0,0,0,0
