,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600111.SH,X600795.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X002075.SZ,X600126.SH,X600426.SH,X000723.SZ,X600529.SH,X600486.SH,X000401.SZ,X600315.SH,X601158.SH,X002353.SZ,X600219.SH,X002466.SZ,X600516.SH,X000898.SZ,X000932.SZ,X002409.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541755489185152,0,0,0,0,0,0,0,0.124394312141279,0,0,0,0,0.000111432181527633,0,0,0,0,0,0,0,0.0383184334395035,0,0,0,0,0,0,0,0,0,-0.00138808960583853,-0.0168743277217044,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698167602271209,0,0,0,0,0,0.0420556065813237,0,0.133668327703004,0,-0.0159250834122981,-0.00204831468049429,0,0,0,0,0,0,0,0.0285912713493371,0,0.0134068256946944,0.0500492085519774,0,0,-0.0349454929570027,0,0,0.00723353688116827,0,0,0.000895584304519235,-2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0.0880828084801249,0,0,0,0,0.0811025370869852,0,0,0.0436710987071106,0,0,0,0,0,0,0,0,-0.0249370256940829,0,0,0,0,0,0,0.0688170576470409,0.0965959682121681,0,-0.00776611728304011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126066949499038,0,0,-0.0235327143452627,0,0,0.00385510158164172,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.144934399421566,0,0,0,0,0,-6.93889390390723e-18,0.459648496244454,0,0,0,0,0,0,0,0,0,0,0,0.0551005836259502,0,0,0,0,0,0,0,0,0,0,0.00270255907784986,0,0.000475936118565936,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456940095344526,0.00151278399594123,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0211483586924361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141365298547777,0,0.0438970969793127,0,0,0,0,0.104470668946127,0,0.0546602206252259,0,0,0,0,0,0,0,0,0,0.0274190267229933,0.0296642767015023,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749702103126359,0,0.0345914261543561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972529106236559,0,0,0,0,0.317388032511035,0,0.123082150433979,0,0,0.0122844664177595,0.0513754646212591,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432299726917425,0,0,0.127080479192615,0,0,0,0,0,0,0,0,0.137161703497516,0,0.0187452910992006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00479964970190419,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.135079264035582,0,0,0,0,0.078611033474204,0.0614193964206448,0,0,0,0,0,0,0,0,0.0384253211502113,0,0,0,0,0,0,0,0.0479381409573152,0,0,0.0453480286530792,0,0,0,0,0,0,0,0.161248714443384,0,0,0,0,0,0,0,0,0,0,0,-0.0056106494779174,0,0,0,0,0,0,0
X600011.SH,0,0,0.263377387112133,0,0,0.0360947671356176,0,0,0,0.0329092498190752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145830944895546,0,0,0.119453639759685,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128026257141639,0.00622491288928034,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0622457920571967,0,0,0,0,0,0,0,0,0.199788591460249,0,0,0,0,0,0,-0.0398535569103077,0,0,0,0,0,0,0,0,0,0.026050014158988,0,0,0,0.232600512077775,0,0,0.0346425558289628,0,0.0769884860783458,0,0.207043748677407,0,0,0,0.115345198421262,0,0,0,0,0,0.0136264219230392,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.231980969250517,0,0,0,0,0,0,0,0,-0.0402321597259844,0,0,0.0371225527327625,0,0,0,0,0,0.0747487752712019,-0.121688981437308,0.0777952649377671,0,0,0.232341139411394,0,0,0,0,-0.0555083114271706,0,0,0,0,0,0,0,0,0,0,-0.0217007381497023,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0.0550123113792757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158658415258705,0,0,0.0571572060837742,0.00175374322144844,0.0311227464145028,0.00375488026099284,0,0.266278378523647,0,0,0.0341656167911927,0,0,0,0,0,0,0,0,0,0,0,0.0119182829715327,0.0140987793525383,0,0,0,0,0,0
X600886.SH,0,0,0.217120849689414,0,0.167787316011772,0,0,-0.0249138301106174,0,0,0,0,0,0,0,0,0,0,0,0,-0.012646874470151,0,0.00962219111405577,0,0,0,0.0100334782838423,0,0,0,0.0438717442066206,-0.0292373775161602,0,0,0.00408574298989006,0,0,0,0,0,0,0,0,0,0,-0.0943071834419337,0,0,0,0,0,5.42101086242752e-20,-0.0238865220637455,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0986076686871901,0,0,0,0,0.0924986654569549,0,0,0,0,0,0,0,0,0,0,0.0437049210000423,0,0,0.223616015126971,0,0,0,0,0,0,-0.00196437892962525,0,0,0,0,0,0,0.0276746118312817,0,0.0685153501297496,0,0,0,0,0,0.0120850508672369,0,0,0,0,0.0316600761761671,0.024127198094598,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0465426618623815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596215891155176,0,0,0,0.00588740372523951,0.0439760332469059,0,0,0.106479592355101,0.00911175337558007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995152191742199,-0.00210344863251383,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.00552811241751988,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,-0.0158610929911175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126357050412222,0.149959686775688,0,0,0,0,0,0,0,0,-0.00307950914538796,-0.000855852979824324,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994724763112067,0,0,0,0,0,0,0,0,0.00211220941419734,0,0,0,0,0,0,0.0139108901057407,0,0.0125917225483388,0.146173675756826,0,0,0,0,0,0,0,0,0.0052751471028077,-0.00785042209667344,0,0,0,0,0,0
X600362.SH,0,0,0.0687786852915047,0,0,0.0366386418295095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595746033838271,0.00371600968620044,0,0,0,0,0.0637927393616142,2.71050543121376e-20,0.0265097495486541,0,0,0,0,0,0,0,0.0761764422972211,0,0.0336705288501752,0,0,0,0,0,0,0,0,0,0.0149249632984065,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.576026463806897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180720064365787,0,0,0,0,0,0.0404918967486163,0,0,0,0,0,0.0225099614379605,0.117907802360313,0,0,0,0.0552472727667581,0,0,0,0,0,0,0,-0.00227631758924566,0,0,0,0,0,-0.00683015158636042,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00927608015627808,0.190955028345385,0,0,0,0,0,0,0,0.157500021067937,0,0,0.117056869972806,0,0,0,0,0,0,0.00390164186765047,0,0,0,0,0,0,0,0,0.00313164280060419,0,0,0.00607616510320501,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480276529715478,0,0,0,0.0643796996169345,0,0.107880100374176,0,0,0,-8.67361737988404e-19,0,0,0.390198890866457,0,0,0.023521822855814,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.109285725057721,0,0,0,0,0.0592629435622531,0.0250019062586333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872498623191871,0,0,0,0,0,0,0,0.0732432943706546,0.0309257575965603,0,0,0,0,0,0,0,0,0.0370896409944423,0,0,0.0405966956364541,0,0,0,0,0,0.0182936730996256,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119189896037212,0,0,0.153190643375821,0,0,0,0,0,0,0,0,0,0,0.0966212790292371,0,0,0,0,0.0667792395070626,0,0,0,0,0.125999958376233,0,0,0,0,0,0,0,0,-0.00433361690374144,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0271905672457287,0,0,0,0,0,0,0.261037753920722,0,0,0,0,0,0,0.0863727746224754,0,0,0,0,0,0,0,0,0,0,0.256996312618372,0,0,0.126179125066317,0,0,0,0,0,0,0,0,0,0.0757996359981307,0,0,0,0,0,0,0.0587176557966407,0,0,0.00290470291852024,0.0022783208875649,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0324296051493377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195313334799229,0,0,0.100360116096287,0,0,0,0,0,0.0912751406735444,0,0,0,0,0,0,0,0,0,0,0,0.0017033021923775,-0.0244787484881316,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0695996282122598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703077655087766,0,0,0,0,0,0,0.00496445413613546,0,-0.0233392876588291,0.140341119638564,0,0,0,0,0,0,0.000991498291448138,0,0,0,0,0.058371283364392,0,0,0.0691525855450712,0,0,-0.0206234575991449,0.000962668367046393,0.0285901273707728,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.219399627903532,0,0,0,0,0,0,0,0,0.102844580882976,0,0,0,0,0,0,0.0601808646035838,0,0,0,0,0,-0.0179877989264778,-0.00989440307028022,0.0268596429985943,0,0,0.019074641840133,0,0,0,0,0,0.0527320398797921,0.035113573971779,0,0,-0.0211823961810908,0,0,0,0,0,-0.000478527060748594,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161857244969276,0,0,0,0,0,0,0,0,0.0433705630879544,0.0476265717159504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122321913782346,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.158798089824126,0,0,0,0,0,0,0.0432877619419629,0,0,0,0,0,0,0,0,0.00841100760244226,0,0,0.0587565719191254,0,0,0,0,0,0,0,-0.0292187347916364,0.0909719826453413,0,0,0,0,0,0,0.125340584215201,0,0,0,0,0,0.0155320987575291,0,0,0,0,0,0.0150628222188091,0.0631156746897726,0,0,0,0,0,0
X600299.SH,0,0,0,-0.0256417602326381,0,0,0,0,0,0,0,0,-0.427359934925584,0,0,0,0,0,0,0.534048578384538,0,0.233199831883868,0,0,0,0,0,0,0,0,-0.0354533731278225,-0.0607213243291329,0,0,6.93889390390723e-18,0,0,0.154268711178263,0,0.0765222944750073,0,0.147864889299816,0,0,0,0.0606621924473279,0,0,0.00734929213593673,0,0,-0.0118508569781863,-0.00988758822310763,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0.113807670439278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263223836166542,0,0,0,0,0,0,0,0,0,0.0275316193491119,0,0,0,0,0,0,0
X600126.SH,0,0,0,0.1728023612393,0,0,0,0.484924124145704,0,0,0.0820259201271746,0.0650514947386052,0,0,0,0,0,0,0,0,0,0,-0.090085912496837,0,0,0,0,0,0,0,0,0,0,0.00531605964563259,0,0,0,0,0,0.0520817265487377,0,0,0,0,0,0.0467802198377115,0,0,0,0,-0.153834977050688,0,0.0137025620593622,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0.0407488377375416,0.0548486575505763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817613131740512,0,0.0232994153325877,0,0,0.0243718419904141,0.12083618066639,0,0,0.190184606620265,0,0.12853798200671,0,0.0432813547937179,0,0,0,0.00395420134782341,0,0,0,0,0,0.00585147741818491,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385292705951143,0,0.116720758653952,0.183474031352462,0,0,0,0,0,0,0,0,-0.00321898629454388,0,0,0,0,0,0,0
X600529.SH,0,0,0,0,0.0568785765864928,0,0,0,0,0,0.241522431838729,0,0,0,0,0,0,0,0,0,0,0,0,0.0302612982741236,0,0,0,0,0,0,0.0478727948331081,-8.67361737988404e-19,0.066873776537267,0,0,0.0185177986217367,0,0,0,0.0165757885252059,0,0,0,0,0,0,0,0,0,0,0,0.0138418201650469,0,0,0,0,0,0,0
X600486.SH,0,0,0,0,0,0,0,0.129832880230908,0,0,0,0,0,0,0,0,0,0,0,0,0.0535226514303151,0,0,0.176957408007231,0,0,0,0,0,0,0,0,0,0.0992674483827782,0.111950178762866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254939136649831,0,0,0,0,0,0,0
X000401.SZ,0,0,0,0,0,0,0,0,0,-0.0186253594993477,0,0.574451771855474,0,0,0,0,0,0,0,0,-0.0281939569598473,0,0,0.0500391249835703,0,0,0,0.0992330772292173,0,0,0.00162006271304614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384836188051775,0.0363188857087432,0,0,0,0,0,0
X600315.SH,0,0,0,0,0.0187398330772886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968973586075657,0,0,0,0,0,0,0,0,0,0.0317669931462436,-0.0052540185500749,0.106841837450331,0,0,0,0,0,0,0.0924569373887312,0,0.0355315440677898,0.0674636544940172,0,0,0,0,0,0,0,0,0.000307876578696058,0,0,0,0,0,0,0
