,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X601898.SH,X600688.SH,X601600.SH,X600362.SH,X601991.SH,X002466.SZ,X600795.SH,X600886.SH,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X600111.SH,X002460.SZ,X600176.SH,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X000709.SZ,X600299.SH,X601699.SH,X000792.SZ,X600808.SH,X002110.SZ,X002271.SZ,X600426.SH,X000932.SZ,X000883.SZ,X600315.SH,X601158.SH,X600219.SH,X000830.SZ,X000983.SZ,X600489.SH,X600801.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0875161071780863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135045589399694,0.0824040650389047,0,0,0,0.0253863919555936,0,0.0695097484265695,0,0,0,0,0,0,0.186058960726449,0.0602220426498908,0,0,0,0,0,0,0.0842354764074617,0,0,0,0,0,0,0,0,0.00471814253359009,0,0,0,0,0,0,0
X600028.SH,0,0,0.267758484700643,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515784142684153,0,0,0,0,0,0,0,0,0,-0.191189843669861,0.116893237446435,-0.0298002014076542,0,0,0,0,0,0.128011895600389,0,0,0,0,0.0119606276384631,-0.00577779723694694,0,0,0,0,0,0,0,0,-0.0731597027244426,0,0,0.00809073590592857,0,-0.0603128024109786,0,0,0,0
X601088.SH,0,0.173347444884859,0,0.189463440756603,0.140540265618294,0,-0.0906719682618975,0,0.210648979921013,0,0,0.482810193847452,0,0,0,0.0131632190192652,0,0,0,0,0,0,0,-0.0906751222658904,0,0,0,-0.00806482993369409,0,0,0,0,0,0.121725541679084,0,0,0,0.0272471697936743,0,0,0,0,0,0,0,0,0,0,0,0,0.0106891994099046,-0.0552730435139818,0,0,0,0,0,0
X600019.SH,0,0,0.0594375324303624,0,0,0,0,0,0.188035026122795,0,0,0,0.43176428656343,0,0,0,0,0,0,0,-0.0511251304919324,0,0,-0.0186678128330763,0,0,0,0,0,0,0,0,0,0.0970416755260629,0,0,0,0,0,0.00105065185837486,0,0,0,0,-0.00487742546414237,0,0,0,0,0,-0.0120798141434833,-0.0207302775625457,0,0,0,0,0,0
X600585.SH,0,0,0.211782649458599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152220618403246,0,0,0,0,0,0,0,0,0.115033617416457,0,1.73472347597681e-18,0,0,0,0,0.218419151879873,0,0,0.128444725225478,0,0,-0.0454980280826405,0.0153451106313008,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311092702161829,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0235787496266528,0,0,0,0,0,0,0,0,0,0,0,0,0.0224957680949108,0.0318543884164581,0,0.0516239435647077,0,0.179135309310083,0,0,0,0.0300406251215685,0,0,0,0,0,0,0,0,0,0,0,0.0365025199012196,0,0,0,0,0.0244753287566532,0,0,0,0.0173176173753102,-0.016482031322982,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0943131831128934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06510032593227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155518717105606,0,0.0597172907972652,0,0.190342913340318,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.36265251872656,0,0,0,-0.105562626760878,0,0,0,0,0,0,0,0,0.0336007208816449,0,0,0,0,0,0,0,0,0.206247270418249,0,0,0,0,0,0,0,0,0,0,0,0.0811292495498964,0,0,0,0,0.00980646722928074,0,0,0,0.664029169101097,-0.128627727824181,0,0,0,-0.0308617741577383,0.00501683197288655,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.101615721025343,0,0,0,0,0,0,0,0,0,0,-0.140875741317397,0,0,0,0,0,0.00961888603604183,0.182689038688052,0,0,0,0,0,0,0,-0.013504527558639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434414231094209,0,0,0.0222150962240413,-0.030636851024118,0,0,0,0,0,0
