,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X601600.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X600795.SH,X601992.SH,X002460.SZ,X600516.SH,X000898.SZ,X601991.SH,X600547.SH,X600886.SH,X600176.SH,X600111.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X000792.SZ,X002271.SZ,X000553.SZ,X600027.SH,X000830.SZ,X600299.SH,X000408.SZ,X600808.SH,X002110.SZ,X600219.SH,X601158.SH,X000959.SZ,X000932.SZ,X600489.SH,X000883.SZ,X600426.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.414892924562466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170836334226583,0,0,0,0,0.00820824522822777,0,0,0,0.043503767747185,0,0,0,0.00528292744918905,0.0691097688875546,0,0,0,0,0,0,0,0,0,0.00753112607004645,0,0,0,0,0,0,0,0,0,-0.00235039852273687,0,0,0,0,0,0,0
X600028.SH,0.414619229769751,0,0,0,0,0,0,0,0,0,0,-0.0171967339966341,0,0,0.107963057776482,0,0,0,0,0,0,0,0.103647961653763,0,-0.0208880035272123,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.00511981836117712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184640812194106,0,0,0,0,0,0
X601088.SH,0,0,0,0.36706420718885,0.143829760145696,0,0,0,0,0,0,0,0,0,0.012533791101192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191033334156428,-0.0244217340366239,0,0,0,0.105396586446296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109170341167068,0.00598182416054874,0,0,0,0,0,0
X600019.SH,0,0,0.110338827662937,0,0.155150019862457,0,0,0,0,0.324364026401872,0,0,0,0,0.0107412267089714,0,0,0,-0.0447135473544652,0,0.115512400726754,0,0.0212014608918719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394968887089942,0,0,0,0,0,0.00801925149927336,0.0100744710025669,0,0,0,0,0,0
X600585.SH,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.354000314535721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104766026771698,0,0.135234924113219,0,0,0,0,-0.137532781955546,0,0,0,0,0,0,0,0,0,0,0,0.112824093470285,0,0,0,0,0,0,0.0043186612654669,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0446789304991478,0,0,0,0,0.0778343014187525,0,0,0,0,0,0,0,0,0,0,0.0777839675685363,0,0,0.0676469115276708,0,0,0,0,0.12431965542802,0,0.0250485836795161,0,0,0.0661089962988013,0,0,0,0.103933108860763,0,0,0,0,0,0,0.000224193796827383,0,0,0,0,0,0,0
X600309.SH,0,0,0.00998008888054369,0,0.00337978990318417,0,0,0,0,0,0,0.0237162896811062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214491682684239,0,0,0,0,-0.0108076731668097,0,0,0,0.00330098805852756,0,0,0,-0.0390456038026064,0,0,0,0,0,0,0,0,0,-0.0234250970295742,0.0313576098453369,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0127622301686454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195177575199388,0,0.0349532802308945,0,0,0,0,0,0,0,0,0.0442038616190446,0,0,0.00959867731877828,0,0.0378506444689003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119436985552601,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0389808368416482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030853440018393,0,0,0,0,0,0,0,0,0,0,0,0.4904043246217,0,0,0,0,0.107076764474228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126970330366289,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.108211448394486,0,0,0,0,0.161499909107442,0.0323397766739862,0,0.0831189855012169,0,0,0,0,0.0461863191625813,0,0,0,0,0,0,0,0.185320628644099,0.0865890624138959,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0801211870679615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509044863585314,0.218648025970522,0,0,0,0,0,0,0,0,0,-0.0677439235062439,0,0,0,0,0,0,0.0239712458273275,0,0,-0.130887304344089,0,0,0,0,0,0,0,0,0,-0.0175726684012319,0.0155998193233665,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135658822603338,-0.108150210581127,0,0,0,0,0,0,0,0,0,0.179048454032334,0.115221065777035,0,0,0,-0.015128373987804,0,0,0.0989603527823008,0.124071157715292,0,0,0,0,0,0.128639179745757,0,0,0,0,0,0,0.0708443318467438,0,0,-0.0255194928474782,0.0359807809731784,0,0,0,0,0,0
X600688.SH,0,0.370691758516917,0.00378230775644342,0,0,0,0,0,0,0,0,-0.0470893093697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330191951053391,-0.0107975848299268,0,0,0,0.0892872706061358,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.0306308946330088,0.0151060257581785,0,0,0,0,0,0
