,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X002466.SZ,X600362.SH,X600111.SH,X601991.SH,X600188.SH,X600547.SH,X300072.SZ,X600660.SH,X600516.SH,X002460.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600027.SH,X600157.SH,X600339.SH,X600489.SH,X000959.SZ,X600808.SH,X600219.SH,X600352.SH,X600549.SH,X000723.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000983.SZ,X600299.SH,X000883.SZ,X600008.SH,X000630.SZ,X000807.SZ,X601699.SH,X002271.SZ,X000792.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00732809072475307,0,0,0,0,0,0,0,0,0,0,0.044360298280979,0.0230680477386385,0,0,0,0.00271415947347625,-0.029977004262444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238261018145989,0,0,0,0,0,0,0,0.0348118768254785,0,0,-0.00606397428538403,0,0,-0.00934579907934771,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.125289610682372,0,0,0,0.0552661984134465,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139029439080826,0,0,0,0,-0.0432674555821097,0,0,0,0,0,-0.0194128489737303,0.0823260505127591,0,0,0,0,-0.0123165098814476,0,-0.0659808551879535,0,0,0,0,0,0,0,0,0,0.00652547166184689,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112504204826746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000403324637808127,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0193446792732141,0.105391620493951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19846858520293,0,0,0,0,0,0,0.315373982615313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028121890543397,0,0,0,0,-0.0200131293009924,0.0171893134914814,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0983397730975108,0.128748524043753,0.0107354778925517,0,0.022365510106872,0,0,0,0.161010293907765,0,0,0,0,0,0.231273523122358,-0.109064611788863,0,0,-0.0541030601023798,0,0,0,0,0,0,-0.0582391280412459,0,0,0,0,-0.033816723129112,0,0,0,0,0,0,0,0.16832024423254,0,0,0,0,0,-0.00403062132311178,-0.0200491927563885,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210567201552785,0,0,0.0631008588101645,0,0,0,0,0.0293209030943608,0,0,0,0,0,0.0364311879832818,0,0,0,0,-0.0119511096345208,0.00128914357706442,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273549953645833,0,0,0,0,0,0,0.286196825812085,0.142009606333899,0,0.179944837851835,0,0,0,0,0.0612248089169232,0,0,0,0,0.115333202717241,0,0,0,0,0,-0.0193712040095402,-0.0254225790181448,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.064596014497154,0,0,0,0,0,0.0187614788587817,0,0.148124592185845,0,0.0143672554147461,0,0,-0.0274601975836463,0.0359290409175971,0,0,0,0,0,0,0,-0.100021177643525,-0.0198767063106369,0,0.0686835771566431,0,0,0.0705745815092595,0,0.0430252615180263,0,0,0,0,0,0,0,0,-0.00251603184247747,0,0,0.0222525867355319,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221275125821167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116350253715544,0,0.0100782314034947,0,0,0,0,0,0,0,0.0287895105172523,0,0,0,0,0,-0.0147106996109371,0.02907749930302,0,0,0,0,0,0
X601898.SH,0,0,0,0.0589561209857879,0,0,0.0621498306262839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341480492990782,0,0,0,0,0,0,0,0,0,0.0546776950026182,0,0,0,0,0.221366151105151,0,0,0,0,0,0,0,0,0,0,-0.00834640089960138,0.000953249210919133,0,0,0,0,0,0
