,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000786.SZ,X000983.SZ,X600096.SH,X600803.SH,X000723.SZ,X600801.SH,X601991.SH,X600486.SH,X000408.SZ,X601699.SH,X600219.SH,X600027.SH,X600141.SH,X000932.SZ,X002080.SZ,X000807.SZ,X600295.SH,X300073.SZ,X600157.SH,X600489.SH,X000830.SZ,X600688.SH,X600352.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0968343895367403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119067794682348,0,0,0,0.0325838800581662,0,0,0,0,0,0,0.0742385422118349,0,0,0,0.0690652134358448,0,0,0.147356357548501,0,0,0,0,0,-0.00423023165289816,-0.0228671730805439,0,0,0,0,0,0
X601088.SH,0.196053757340374,0,0,0,0,0.0820559062157867,0,0,0,0.163046879363688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941702606486586,0,0,0,0,0,0,0,0.0219334035829861,0,0,0,0,0,0,0,-0.00209269049067606,0,0,0,0,0,0.228223348420991,0,0.0432776220210585,-0.0207230633544639,0,0,0,0,0,0
X600028.SH,0.0439041377570658,0,0,0,0,0,0,0,0,0.00710329780465092,0,0,-0.012769575150699,0,0,0,0,0,0,0,0.124473881411623,0,0,0.13818880425149,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0180243746696484,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.031208015603412,0,0,0,0,0,0,0.100374409465949,0.159857616242102,0,0.119123243195014,0,0,0,0,0,0,0,0,0,0.0272607105214938,0,0,0,0,0,0,0,0,0,0,0.0633001283550082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411835834099879,0.0539701197737323,0,0,0,0,0,0,0,0,0,0,0,0.0431256697689103,0,0,0,0,0.403494459307145,0,0,0,0,0.0792655287640773,0.0428295401773129,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047100117211379,0,0,0,0,0,0,0
X600188.SH,0,0.722599978285227,0,0,0,0,0,0,0,0,0,0.0248670256552486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304399116842353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224179332064602,0.145327183085112,0,0,0,0,0,0,0.303104997013274,0.103872923007573,0.0401377906674822,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.19845180671777,0.547052789768038,0.0584133362036783,0,0,0,0,0,0,0,0.114276496331852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006458238753525,0,0,0,0,0,0,0,-0.0724652263558948,0.0260137378425279,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0254131967869837,0.140108905188944,0,0,0,0,0.302825724076344,0,0,0,-0.060856831616328,0,0,0.0799891124790464,0,0,0,0,0,0,0,0,-0.0142965710143175,0.0427958134807792,0.102038543546701,0,0,0,0,0,0,0,0,0.311373467612387,0,0,0,0,0.0445062600051339,0,0,0,0,0,0,0,0,-0.0219464125798959,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254627978561444,0.0168829979496071,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.502744890871077,0,0.0244888453269933,0.0107395718328297,0,0,0,0,0,0,0.0644003951485502,0,-0.00343139002153786,-0.0313492654426178,0,0,0,0,0,0
X601898.SH,0,0.0636869710893468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139709674419353,0,0,0,0,0,0,0,0.165830715583925,0,0,0,0,0,0,0.167404982550166,0,0,0,0,0,0,0.170829326233707,0,0,0,0,0,0,0,0,0
X600111.SH,0,-0.083411683917334,0,0,0,0,0.351924060563772,0,0,0,0,0.0540131595807782,0,0,0,0.0335399059994483,0,0.345720113608473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669256344029758,0.0757380356504316,0,0,0,0,0,0,0,0,0,0,0.0423214290962384,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.00502766966687675,0,-0.0649209893228354,0.975406779479431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181657759150076,0,0,0,0,0.0159897420566777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114661090618365,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308000622720298,0,0,0,0,0,0,0,-0.0970412665146831,0,-0.0174391288304219,0,0.429784996891417,-0.147687511184237,0,0,0,0,0.37148469301657,0,0,0,0,0,0,0,0.0409138520767943,-0.0114488334907943,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340087892320578,0,0,0,0,0,0,0,0,0,0,0.204456609156831,0,0,0,0,0.262997484643696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166415543227963,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769053802745844,0.041490904335605,0,0.0517819818406533,0,0,0,0,0,0,0,0,0.0163779925517372,0,0,0.316523551719417,0.0198384438466403,0,0,0,0,0,0,0.0734108780344068,0,0,0,0,0,0,0,0,0,0,0,0.0338510541486932,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.120246930520176,0,0,0,0.225471183014212,0,0,0,0,0,0,0,0.0319651620413377,0,0,0,0,0,0,-0.0478756112870792,0,0,0.211863490187788,0,-0.0102100138725683,0,0,-0.033096975282644,-0.0605338197490802,0,0,0,0,0.53364440714633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.000158961801179266,0,0,0,0.019305715321316,0,0,0,0.0588719719787207,0,0,0,0,0,0,0,0,0,0,0.0472299336322226,0,0.0258578071130746,0,0,0,0,0,0,0,0,0.0286862521486492,0,0.0534671247976127,0,0.0222251078771863,0,0,0.247072133957602,0,0,0,0,0,0.10959507245235,0,0,-0.029942401515582,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.295641403843379,0,0,0,0,0,0,0,0,0.0538154181574321,0,0,0,0,0,0,0,0,0,0,0.149541662975011,0,0,0,0,0,0.027238911225201,0,0,0.171683315074992,0,0.0149539225792009,0,0,0.105490543377889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.142077401109709,0,0.0317649293011567,0,0,0,0,0,0,0,-0.0249565474684955,0,0,0,0,0,0,0,0.102490290290596,0,0,0,0,0.0362193296229164,0,0,0,0,0,0.0617902202599806,0,0,0,0,0,0,0,0,0,0,0.331410967365683,0,0,0,0,0,-0.0358408069755874,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183544182055705,0,0,0,0,0,0,0,0,0,0,0,0.158422823057347,0,0,0,0,0,0,0.0277427002710894,0,0,0,0,0.0122801731288548,0,0,0.516958379048441,0,0,0,0,0,0,0,0,-0.0170467168947266,0,0,0,0,0,0
