,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X000786.SZ,X600010.SH,X600111.SH,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X600803.SH,X601991.SH,X000027.SZ,X600795.SH,X600219.SH,X600801.SH,X600352.SH,X600489.SH,X000932.SZ,X000898.SZ,X000807.SZ,X600688.SH,X600315.SH,X000825.SZ,X000408.SZ,X002353.SZ,X600157.SH,X000959.SZ,X002080.SZ,X600486.SH,X600027.SH,X000883.SZ,X300037.SZ,X600516.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.322121694172242,0,0,0,0,0,0,0,0,0.00582133525861776,0,0,0.0314911454952836,0,0,0,0.00146385265037941,0,0,0,0,0,0,0.0236229727876077,-0.0115049773423438,0.0398792258292618,0,0,0,0,0,0,0.0352565509562727,0,0.0634742023529937,0,0.0568618955437828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360340749446294,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.199219736817947,0.0162765372844774,0,0,0,0,0,0,0,0,0,0.0344315127898807,0,0,0,0,0,0,0,0,0,0.0535523757066644,0,0,0,0.040177645051868,0,0,0,0,0,0,0,0.0257542306361161,0,0,0,0,0,0,0,0,0,0,-0.011564949195575,0,0
X601088.SH,0,0,0,0,0,0,0.0536858120369605,0,0,0,0,0,0,0,0,0.0232422102560456,0,0,0,0,0,0.0879823803572486,0,0,0,0,0.0283640913499151,0,0,0,0,0,0,0,0.0177642845658505,0,0,0,0,0,0,0.0965969504736894,0,0,0,0,0,0.0941196338309424,0,0,0,0,-0.0202450219934427,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0830795940117071,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.14665597911374,0,0.186712652894441,0,0,0,0.0330060285096923,0.115510475424877,0,0,-0.0409251919504532,0,0.0337553147428844,0,0,0,0,0,0,0,0,0.0337170034827253,0,0,0,0,0,0.092604139290255,0,0,0.161656213762038,0,0,0,0,0,-0.0547422579949238,0,0,0,-0.0290995194460343,0,0
X600585.SH,0,0,0,0,0,0,0.0152958577703697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134961613564974,0,0.0187534073686117,0,0,0,0,0,0.193820471004483,0,0,0.0665236154066727,0,0,0,0,0,0,0,0,0,0,0.0554070058162981,0,0,0,0,0,0,0,0,-0.000235887095761431,0,0,0,-0.0164615885821419,0,0
X600019.SH,0,0,0,0,0,0,0.00262038509499645,0,0,0,0,0,0,0,0,0.102267037142433,0,0,0,0,0,0.0801620044833525,0,0,0.0833499978634866,0.0036677124387196,0,0,0,0,0,0,0.304378282165547,0.0478937389199132,0,0,0,0.237425961534104,0,0,0,0,0,0,0,0.0234926167857999,0,0,0,0,0,0,-0.0156379675897973,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.199938098740073,0,0,0,0,0,0,0.583696725962394,0.0236013105211098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559753104294616,0,0,0,0.0621042142863194,0,0,0,0,0,0.075992612159735,0,0,-0.0334858534611983,0,0,0,-0.00155063748224622,0,0
X002271.SZ,0,0,0,0,0,-0.307440873231735,0,0,0.0519213675635352,0,-0.0125433941662466,0,0,0,-0.0187435595624675,0,0,0,0,0,0,0,0.0791254600564087,0,0,0,0.0434531324969611,0,0,0,0,-0.0827649541357375,0,0,0.140512722084175,0,0,0,0.0341141917229192,-0.0610355888586095,0,0,0,0.13953574059968,0,0,0.152908008146161,0.0360984884598296,0,0,0,0,-0.0946236110822457,0,0,0,-0.0019385634072062,0,0
X600660.SH,0,0,0,0,0,0,0.120293725506983,0.0312486852133639,0,0,-0.109915825006963,0,0,0,0,0.0212839488251488,0,0,0,0,0,0,0.0581811580311605,0,0,0,0,0,0,0,0,0,0,0,0.0398444848883083,0,0,0,0,0,0,0,0,0.397899104302646,0,0,0,0,0,0,0,0,-0.0543444668236454,0,0,0,-0.00822120867084822,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905059912197734,0.0615287399312058,0,0,0.104407015543866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28390866332083,0,0,0.165350142939001,0,0,0.351248384166642,0,0,0,0,0,0,0,0,0.00100026488583679,0,0,0,-0.118375411830288,0,0,0,-0.0190959609996786,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0719347832694376,0,0,0,0,0,0,0,0,0.225229899344567,0,0,0,0,-0.0284838945225788,0,0,0,0,0,0,0,0.0198349807127111,0,0,0.0983679198184274,0,0.00240685775158739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189583150806351,0,0
X600547.SH,0,0,0,0,0,0,0.00646238183619781,0,0,0,0,0,0,0.0170184338170338,0,0,0,0.0659890886698412,0.0131781753916368,0,0,0,0,0,0,0,0.0909070362341156,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0324208606110132,0,0.0458919350830376,0,0,0.0482055300644499,0,0,0,0,0,0,0,0,-0.0349400835629406,-0.0167451943025352,0,0,0,0.00117705452731241,0,0
X601600.SH,0,0,0,0.0239609791506452,0,0,0,0,0,0,0,0,0,0.270751521136752,0,0,0,0,0.0739902743696297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291379121790659,0.108797796685621,0.308812535313011,0,0,0.025311478512115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204967884228553,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0929554984116712,0,0,0,0,0,0,0,0,0.0117215205048341,0,0,0,0,-0.0441134915708864,0,0,0,0,0,0,0,0.0516454893679615,0,0,0,0,0,0,0,0.0786157911877951,0,0,0,0,0,0,0.455290770698145,0,0,-0.0395620233099434,0,0,0,-0.021386525575494,0,0
X000301.SZ,0,0,0,0,0,0,0.0416807961291868,0,0.119863455293877,0,0,0,0,0,0,0.0492028716163992,0,0,0.0353315537531289,0,0,0,0.226561724823224,0.0678716596390993,0,0,-0.101591887076677,0,0,0,0,0,0,0,0.164059368710799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018543929764732,0,0
X002466.SZ,0,0,0,0,0,0,0.262488325566576,0,0.0606081820959277,0,0,0,0,0,0.254073917450228,0,0,0,0,0,0,-0.00477186620690175,0,0,0,0,0,0,0.289278094048983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560379897638311,0,0,0,0,0,0,0,0,0,0,0.0102676355768771,0,0
X000786.SZ,0,0,0,0.299903745751721,0,0.092605409074637,0,0,0,0,0,0,0,0,0,0,0,0.0112448161860492,0,0,0,0,0,0,0.156358650890423,0,-0.0271792401187399,0,0,0,0,0,0.0001684524060156,0,0,0,0,0,0,0.0627848945232137,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0844264389742482,0,0,0,-0.00735738709920111,0,0
X600010.SH,0,0,0,0,0,0,0.274187442163012,0,0,0.0797626784603482,0.115712500760714,0,0,0,0,0,0,0,0.0107740466771381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122823188088231,0,0,0,0,0.00687119834514788,0,0,0.0892964872275839,0,0,0,0.103590547944158,0.0566579326892791,0,0,0.102949421999813,0,0,0,0,0,0,-0.0224120189698724,0,0
