,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X000898.SZ,X600027.SH,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600299.SH,X600426.SH,X000709.SZ,X000408.SZ,X002110.SZ,X000792.SZ,X600315.SH,X600808.SH,X000883.SZ,X000830.SZ,X600801.SH,X601158.SH,X000932.SZ,X002271.SZ,X601699.SH,X600219.SH,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347131322755422,0,0,0,0,0,0.0191014103855811,0,0,0,0.0682999472417437,0,0,0.0863916375697862,0,0,0,0,0,0,0,0,0,0.0312030758632985,0,0,0,0,0,0,0,0,0,0,0.100496992171039,0.020722374931132,0,0,0.0746917198564488,0,0,0,0,0,0,0,0,0,0.0126522107042415,0.00691150626871867,0,0,0,0,0,0
X600028.SH,0.0327668107160949,0,0.303560229675373,0,0,0,0,0,0,0,-0.0630326334025912,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0330157408298862,0,0,0,0,0,1.73472347597681e-18,-0.0770145743730657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792095987456386,0,0,0,0,0.0082042310370142,0,0,0,0,0.0218171962054893,0,0
X601088.SH,0,0.262410158042601,0,0.0449424965169412,0,0.0130922803443699,0,0,0,0,0.0225720218348779,0.440722550200797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0313337442749547,0,0,0,0.0101756458138739,0,0,0,0,0,-0.0134215610168173,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.131395774259656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866823583961901,0,0.0806940284195216,0,0,0,0,0,0,0,0.0577466531089247,0.125497766392529,0,0,0.0152501292359573,0,0,0,0,0,0.000751749620342422,0.0572325076099356,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.155573117760041,0,0,0,0,0,0.332243359419351,0,0,0.0636871933066208,0,0,0,-0.00945246686804888,0,0,0,0,0,0,0,-0.0304239882632928,0,0,0,0,0,0,0,0.00717409076006151,0,0,0,0,0,0,0,0.173865704350825,0,0,0,0,0,0,4.33680868994202e-19,0.0489277788754564,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647183727713965,0.116970654740832,0,0,0,0,0,0.0230097338616474,0,0,0,0,0,0,0,0,0,0,0,0,0.0401770887060931,0.0222336553021469,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00554775290919558,0,0,0,0,0,0.0567269492877964,0,0,0,0,0.0192311558681293,0.0624742796973318,4.33680868994202e-19,0.0669883782028154,0,0.177473621700225,0,0,0,0,0.0174508435857858,0,0,0,0,0,0,0,0.0603111274362163,0,0,0,0,0,0,0,0,0,0,0,0,0.0112366810389873,-0.0299337819274659,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.132342282335071,0.0543535555960728,0,0,0,0,0,0.0382318840791116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142734496430991,0,0,0,0,0.162529054160904,0,0,0,0.19440112242057,0,0.138842035405972,0,0,0,0,0,0,0.135614601544749,0,0,0.0212774757015291,-0.0284726338777907,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.104708051314805,0,0,0,0,0.00167646241033114,0,0,0,0,0,0,0,0,0,0.00523603289410447,0,0,0,0,0,0.140181707273968,0,0.0584796469197713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640393111283483,0,0,0,0,0,0,0.00451682357505378,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.172555992987945,0,0,0.0032337255002606,0,0,0,0.103204369857181,0,0,0,0,0,0,0,0,0.0974025900302026,0.150035582280134,0,0,0,0.127077127082537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327183149205739,-0.00871126783328475,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.00975224696193966,0,-0.188215285402865,0,0,0,0.0311840564358277,0,0,0,0,0,0,0.0645389404489405,0.620880874169943,0,0,0,0,-0.126506317497538,0,0,0,0,0,0,0.0812198388512368,0,0,0,0,0,0,0,0,-0.0477220164089661,0,0,0,0,0,0,0,-0.0614665709583787,0.0297470554211059,-0.0102613217369327,0,0,0,0,0,0
X600188.SH,0,0,0.0179157710930027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0230655473691476,0,0.893032704661572,0,0,0,0,-0.0111711740085545,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0650225598662666,0,0,0.0997644007952676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900223625296845,0,0,0,0,0.0794989138531982,0,0,0,0,0.00284548977142799,0.0170891212822002,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.058216839347088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203410890535948,0,0,0,0,0,0,0,0,0,0.111931353845759,0,0.07064064414424,0.0218934401267654,0,0,0.0883231322879159,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0184790829970052,-0.0181770883720631,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0215917335552691,0,0,0,0.107468578256126,0,0,0,0,0,0,0,0,0.034219153997379,0,0,0,0,0,0,0,0.190450005348925,0,0.035119909021331,0,0,0,0,0,0.0839686470836391,0,0,0,0,0,0,0,0.36622350864456,0,0,0,0,-0.00779981028450213,-0.0320842160457894,0,0,0,0,0,0
X600362.SH,0,0,0.024268669747556,0,0,0.110204322346421,0,0,0,0,0.0495531526913475,0,0,0,0.321039668583521,0,0,0,0,0,0,0,0,0,0.0354543405116753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085223077739604,0,0,0.0848622807245843,0.152983605279016,0,0,0,0,0.00595254361687706,0.0123232374741647,0,0,0,0,0,0
