,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600111.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000301.SZ,X000877.SZ,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X000408.SZ,X600219.SH,X300073.SZ,X002326.SZ,X600688.SH,X300037.SZ,X600516.SH,X601991.SH,X000786.SZ,X600399.SH,X000831.SZ,X600795.SH,X600141.SH,X600096.SH,X000825.SZ,X000959.SZ,X000155.SZ,X600352.SH,X600489.SH,X600486.SH,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0754122029865093,0.0752113454004249,0,0,0,0,0,0,0,0,0,0,0,0.0201983549297814,0,0,0,0,0,0,0.125785130421628,0,0,0,0,0,0.0203925440847779,0,0,0.0402098188609943,0,0,7.81299518673789e-05,0,0,0,0,0.174250537285669,0,-0.0169092342562886,0,0,0,0,-0.0368766839034454,0,0
X600028.SH,0.0491539058128151,0,0,0,0,0,0,0,0,0.0985330526765003,0,0,0.0876292152847793,0,0,0,0,0.0476872006121912,0,0,0,0,0,0,0.0156565543805197,0,0,0,0,0,0,0,0.0648617682216008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857543389839566,0,-0.0215750584871315,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.208435291716505,0,0,0.104054584057892,0,0.063816552283265,0,0,0,0.404141059685055,0.0716562891273154,0,0,0,0,0,0,0.0408672238743664,0,0,0,0,0,0,0,0,0.0143273322063252,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.0360344188049402,0,0,0.00667257187646127,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0516144425510389,0,0.021831366772856,-0.0218713054029744,0.0655825265937992,0,0,0,0,0,0.238630977167882,0.0954204123707542,0,0,0,0,0,-0.0630978577754056,0,0,-0.0241826808652462,0,0.0834218761219492,0,0,0,-0.0790838333728465,0.0234714081492509,0,0,0,0,0,0,0,0,0,0.0178606746722444,0.0100070277338694,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0905832381143206,0,0.567649901722969,0,0,0,0.262603536268201,-0.0552503847269768,0,-0.051160743300851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380721325537197,0,0,0,0,0,0,0,0,0.0562433947812848,0,0,0.0153657439302575,0.0621947640181082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.118989732079247,0,0,0.45531961096345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193653326801374,0,0,0,0,0,0,0,0,0.182581527999704,0.123328746619884,0,0,0,0,0,0,0,0,0,0,-0.111220492336361,0,0,0.00742610969761388,0,0,0,-0.00601529199458621,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0526733139682346,0,0.413306163039619,0,0.146557445280946,0,0,0,0,0,0.0584302296258286,0.0975370445688281,0,-0.0729623240287453,0,0,0.0973360979373206,0,0,0,0,0,0,0,0.104525318190939,0,-0.0175153353106386,0,-0.15184323632774,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00122262286414326,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.548975760361626,0.00073294974004879,0,0,0,0,0.101290286739105,0,0,0,0,0,0,0,0,0,0.00283701560223351,0,0,0,0,0,0,0,0.14751626373621,0,0,0,0,0,0,0,0,0,0.0676882225571973,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817960487210419,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0130277799114978,0,0,0.0800468213049396,0,0,0.14811638776314,0,0,0,0,0,0,0,-0.184096861700603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298609151570588,0,0.038577272692484,0,0,0,0.051288458520572,0,0,0,-0.0572504181635821,0,0.304243537336968,0,0,0,0,0,0,-0.0268619417044386,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0566637876246364,0,0.11994308673207,0,0.156086688796051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463897616457173,0.0497075990253907,0,0,0,0,0.0263682851887682,0,0,0,0,0,0,0,0.212115857615261,0,0,0,0,0,0.00292405949203721,0,0,-0.0140270662904508,0,0,0,0,0,0,0
X600010.SH,0,0,0.00443728749683239,0,0,0.341252823233349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549995831119237,0,0,0.0414996559788564,0,0,0,0,0,0,0,0,0.0394776383656379,0.0832742389339633,0,0,0.0324642138223267,0,0,0,0,0,0,0.216662311267844,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.00105817497396818,0,0,0,0,0,0.00859788152470657,0,0,0,0,-0.0416169861232683,0,0,-0.0144674212115658,-0.04944462745683,0,0,0,0,0.138436696687017,0,0,0,0,0.013377944537447,0.0393604224372379,0,0,0,0,0.153861723457581,0,0,0,0,0,0,0,0,0,0,0,0,0.0570304239372661,0,0,0,0,-0.0261185948683813,0,0
X600188.SH,0.238078587868305,0,0.764278825745796,0,0,0,0,0,0,0,0,0,0,0.016763807410924,0,0,0,0,0,0,0,0.124473668679806,0,0,0,0,0,0.131123347257287,0,0,0,0,0.0511959619134295,0,0.0244305840312705,0,0.0946747490987873,0,0.0170294109737397,0,0,0.0382748891467081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0858182504353804,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363811420284188,0,0,0,0,0,0.178609280728271,0.0125485537984425,0.211859951335805,0,0,0,0,0,0,0.0896963259802434,0.211309570393538,0,0,0.0719206246086724,0,0,0,0,-0.0729010691615238,0,-0.0500529826687937,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.43997038959592,0,0,0,0.0996138309745878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537255070778228,0,0,0,-0.0146879565136159,0,0,0,0,0,0.0908192566936641,0,0,0.017053348184852,0,0,0.125749200120937,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0690175836113579,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.033895605117746,0.11603981710078,0,0,0,0,0,0,0.0971343629300706,0,0,0,0,0,0,0.0385862948303954,0,0.0326053869750549,0.0962182563422907,0,0,0.0133697628819271,0,0,0,0,0.0419291544494878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331389333965793,0,0,0,0.0367836871706829,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0766447752320995,0,0,0,0,0,0,0,0,0,-0.0301808489867523,0,0,0,0,0,0,0,0,-0.0134320609423498,0,0,0,-0.0317160059738219,0,0.600329939055051,0,0,0,0,-0.0479369357212429,-0.0223413050571764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0379779049437892,0.0623382669711432,0,0,0,0,0,0,0,0,0,0,0,0.0509923660362553,0,0,0,0,0,0,0,0,0,0.560646675100663,-0.0348732040536606,0.139988031734896,0,0,0,0,0,0,0,0,0,0,0,0.0263419305948308,0,0,0,0,0,0,-0.0473287232129212,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0571780662698621,0,0.161887601511638,0,0.166050917757372,0,0,-0.0186828105100182,0,0,0,0,0,0,0,0,0.138471676462995,0,0,0,0,0,0,0,0,0,0.0185980133736676,0,0.0151667072156329,0,0,0,0.299033338333369,0,8.67361737988404e-19,0,0,0,0,0,0,-0.000519550589452669,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0133620112485792,0,0,0,0,0,0,0,0,0,0,0,-0.0444937800469974,0,0,0,3.46944695195361e-18,0,-0.0273048779249511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183337124503184,0,0,0.0323378346803368,0,-0.0123413468663987,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.205779934382854,0,0,0,0,0.0285389327255213,0.00890786662527203,0,0,0,0,0,0,0,0.103950716641427,0,0,0,0,0.0214746506084319,0,0,0.120595015068253,0,0,0,0,0.0402481505860359,0,0.0435787681864115,0,0,0,0,0,0,0,0,0,0,0,0.196845656200673,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.41640220852778,0,0,0,0,0,0,0,0,0,0.172617679942119,0,-0.0473365335310263,0,-0.0558695299578661,0,0,0,0,0,0,-0.00256384696628482,0,0,0,0,0,0,-0.0324611207846587,0,0,0,0,0,0,0,0,0,0,0,0.164481678376827,0,-0.00950828967170762,0,0,0,0,0.189422372716724,0,-0.0552276791882399,0,0,0,0,0,0,0
X600886.SH,0,0,0.178934559439527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253743982786906,0.116195449225555,0,0.023647170826484,0,0.150257946358972,0,0,0,0.0649580515267909,0,0,0,0.047969210557233,0,0,0,0,-0.0350718220194179,0,0,0,0.120776206595295,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176058321432708,0,0,0.0708085873963954,0.0139912055092569,0,0,0,0.201444498860923,0.0450706842493363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399489045992699,0,0.0178434038536533,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.11295682679596,0,0,0,0.00233730758502362,0,0,0.120847815516049,0.0318512384054799,0,0,0,-0.00288951470768407,0,0,0,0,0,0,0,0,0.111573844334295,0.0579064160751839,0,0,0,0,0,0,0.112715364473602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0114880260761611,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12630870702416,0,0,0,0.0765422791155763,0,0,0,0,0,0.0175163729930223,0,0,0,0,0,0,0,0.0554548440710905,0,0,0,0.0913956611842618,0,0,0,0,0,0.135270037653667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0.107396817270081,0,0,0,0,0,0,0,0,0,-0.0107081062082369,0,0,0,0.0311298809522639,0,0,0,0,0,0,0,0,0,0,0,0,0.339705287780184,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00745227683280308,0,-0.0133846379539705,0,0,0,0,0,0,0
