,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X300072.SZ,X600688.SH,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600660.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X600339.SH,X000709.SZ,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X600008.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600299.SH,X600583.SH,X002460.SZ,X600352.SH,X000408.SZ,X000883.SZ,X600219.SH,X600578.SH,X000539.SZ,X000630.SZ,X000027.SZ,X000723.SZ,X600021.SH,X600176.SH,X002271.SZ,X000792.SZ,X600160.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.146734678817323,0,0,0,0,0,0.0135003465929221,0.0257193124185278,0,0,0,0,0,0.160471304789272,0,0,0,0.000807014155287071,0,0,0,0,0,0,0,0.0293861040044023,0,0,0,0,0,0.0552861945979584,-0.0267516780690664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087254031865595,0.00546835112587568,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0517394797800458,0,0.00509626432808062,0,0.0638107268885535,0,0,0,0.0386406730783425,0,0,0,0.0659662849161071,0,0.00178669606719416,-0.0933213220382943,0,0,0,0,0,0,0.0649995687599835,0,0,0,0,0.0891165687838955,-0.0761460607686661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0172988146411131,0,0,0,0,0,0,0,0,0,0,0,0,0.011318142693168,0,0,0,0,0,0,0.0813795690813598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140044983346401,0,0.0194371989753201,0,0.0153324596862976,0.0108019325050411,0,-9.14483105946603e-05,-0.00317239965692544,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.00679949618778422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000933592185241207,0.506234309913394,-0.0379730486461084,0,0,0,0,0,0,0.145092622714223,0,0,0.0704855838681827,-0.00588414320129026,0,0,0,0,0,0,0,0,0,0,0.00580741202510462,-0.0258200346297643,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842457068830202,0.323631073403908,0,0,0,0.0333071185098068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206491620977407,0,0,0.0591456167538694,0,0.00835367577594129,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.017221230967176,0,0,0.0179211803268163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110623305761121,0,0,0.194307436133503,0,0,0,0,0,0,0,0,0,0,-0.10459767352342,0,0,0,0,0,0,0,0,-0.0352262453342401,0,0,0,-0.00156645187425898,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.00575384142669395,0,0.0374944103122554,0,0,0,0,0.125219736156573,0,0,0,0,0,0.0284445480041029,0,0,0,0,0,0.11604423807828,0.171602476961661,0,0,0,0,0,0,0,0,0,0,-0.0703662413014596,0,0,0.173919004984874,0.102873403684921,0,0,0,0,0,0,0,0,0.00155160032034368,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63633935391906,0,0,-0.100249822035653,0,0.245636853283332,0,0.22573208155288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126797501226698,0,0.0281292821902548,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0.171845462603573,0,0,0,0,0,0,0,0,0,0,0.0255075333328251,0,0,0,0.0860122133635868,0,0.08744794207364,0.0325772457525361,0,0,0,0.124301817556953,0,0.0163833292704695,0,0,0,0,0,0.153637474260528,0,0,0,0,0,0.0505968298897717,0,0,0,0,0,0,0,0,0,0,0,-0.00507986427593787,0.00918907895175921,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.616264816383097,-0.228203455368184,0,-0.0421140125526493,0,0,0,0,0,0.485390313341849,0,0.0830064498636031,0,0,0,0,0,0,0,0,0,0,0.262663205410836,0,0,0,-0.0804585581452255,0,0,-0.130009806685691,0,0,0,0,0,0.0901090796335029,0,0,0,0,0,0.133628729030072,0,0,0,0,0.114541934733108,0,0,0,0,0,0,0
