,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X600489.SH,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000630.SZ,X000723.SZ,X000933.SZ,X600995.SH,X600157.SH,X600612.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.658680429126542,0,0,0,0,0,0.0348391428346691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373969264230754,0,0,0.0726446025354383,0.0581249631217033,0,0,0,0,0,0,-0.0759846195998211,0,0,0.115240497433833,0,0,0,0,0,0,0.0173979056144368,-0.0575513748161214,-0.0696662129330419,0,0,0,0,0
X600028.SH,0.63072939362838,0,0,0,0.0454402567709368,0.0889210364495737,0.109614552881795,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987159659674761,-0.0536396807922936,0,0,0,0,0,0.103450591008778,0,0,0,0,0,0,0,-0.0404724305606958,0,0,0,0,0,0,0,0,0,0,0,-0.090431951687692,0,0,-0.0392660451052069,-0.0188972302269141,0,0.0575636923099549,0,0,0,0,0,0
X601088.SH,0.0563311551642976,0,0,0,0,0,0,0.273753631732248,0.0397432825512184,0,0,0,0,0,0,0,0.0829019735182358,0,0,0,0,0,0,0,0,0.0490644890527715,0.0238885447493691,0,0,0,0,0,0,0.122123199409028,-0.0490748934943241,0,-0.0162791441653714,0,0,0,0,-0.0270392246553598,0,0,0,0,0,0,0,0,0,-0.0117528056256501,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056580907284692,0,0.113596428022332,0,0,0,0,0,0,0,0,0,0,0,0.00495027613730654,0,0,0,0,0.143637557648777,0,0,0,0,0,0,0,0,0,0.0903505288237363,0,0,-0.018766227394506,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048823634929784,0,0,0,0,0,0,0.728359645397293,0,-0.0818947646478847,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214189706588311,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0317861627219956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218134218881138,0.0876836677288599,0.0916489594469042,0,0,0,0,0.0231296300579993,0,0.231464741640169,0,0.0942420331523664,0,0,-0.00853196570378008,0.0295130578135192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145925305243765,0,0,0,0,0
X600585.SH,0,0,0,0.0571344356438786,0,0.024494379391839,0,0,0,0,0.351328671171714,0,0,0,0,0,0,0,0,0,0.0321504894789152,0,0,0,0,0,0.0647731642047954,-0.139276927954428,0,0,0,0,-4.33680868994202e-19,0.0832558821233979,0,0,0.023322786403274,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,-0.0924476696605244,0,0,-0.0214106400140112,0,0,0,0,0,0,0
X600188.SH,0,0,0.443231320219155,0,0,0,0,0,0.170186899000787,0,0,0,0,0,-0.0581164365707751,0,0,0,0,0,0,0,0.154855160364929,0,0,0,0,0,-0.0571001060480792,0,-0.345959001383018,0.203403814505715,0,0,0,0,0,0,0,0,0,0,0,0,0.205164987491835,0,0,0,0,0.124831480665111,0,0.0182047627214392,0,0,0,0,0,0,0
X601898.SH,0.15072230544277,0,0.147934815440317,0,0,0,0,0.174352919475039,0,0,0,0,0.0373322997458497,0.00588440857589278,0,0,0,0,0.0408188172904948,0,0.116439840419882,0,-0.0868486636177549,0,0,0,0,0,0,0,0,0,0.101144197468448,0,0,0,-0.061084359082144,0,0,0,0,0,0,0,0.0322003403152543,0,0,0,0,0,0,-0.0213876522277212,0,0,0,0,0,0,0
X600547.SH,0,0.137774988121835,0,0,0,0,-0.0541327312193036,0,0,0,-0.0744392265987603,0,0,0,0,0,0,0,-0.0388505801458219,0,-0.0486463877812055,0,0,0,0,0,0.097363286791409,0,0,0,0.62897043859351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329118359967068,0,0.0853665735710225,0,0,0,-0.0199669971964627,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0175976456774633,0,0.690789974148046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198064274755464,0,0.0445388133594525,0,0,0,0,0,0,0,0.00317174873346336,0,0,0.0806680431783244,0.127443977573544,0,-0.0124788457501013,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.164312727196155,0,0,0,0,0,0,0.525744739019476,0.0845732901152589,0,0,0.0347857332567205,0,0,0,0,0,0,0,-0.0225788111226984,0,0,0.0764298409777885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0884437518476899,0,0,0,0,0.449699843234231,0,0,0,0,0.00769188216259681,0,0,0,0,0,0,0,0,0,0,0,0,0.0691261396470438,0,0,0.010125730061683,0,0,0.0368254968839504,0,0.0446450887893936,0,0,0,0,0,0,0.0180476944035794,0,0,0,0,0.0179258241953605,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0386033401900267,0.0347322033225272,0,0.672096395542003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988304715868647,0,0.00256945627914512,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031367197035074,0,0,0,0.00133980695592686,0,-0.0776526519074219,0,0,0,0,0
X600886.SH,0,0,0,0,0.0270144648114324,0,0,0,0,0,0,-0.034326600376984,-0.0261427773172626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187416419474609,0.0330193106512381,0.383767294148835,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.168412786417258,0,0,0,0,0,0,0,0,0,0,-0.0833136951996587,0.0469157000892442,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438092129787784,0,0.0198294094455689,0,0.0718170528732067,0,0,0,0,0,0,0.017588276344357,0,0,-0.0894062865894712,0,0,0,0,0.0164311667068899,0,0,0,0.0696217693498695,0,0.048689730699434,0,0,0,0,0.047422976261295,0,0,0,0,-0.0230768799746878,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.123166238782879,0,0.110890526340999,0,0,0,0.20533233790254,0,0,-0.0555104378954585,0,0.0346535012468128,0,0,0,-0.00258475929605141,0.000674407136888944,0,0,0,0,0,0,0,0,0,0,0,0,0.362946951317418,-0.0227594826665269,0,0,0,0,0,0,0.0219968351673304,0,0,9.33798576848895e-05,0.00652405700156053,0,0,0,0,0,0
X600010.SH,0.00704119560920306,0,0,0,0,0.21727111574415,0,0,0,0,0,0,0,0,0,0,0.391515639913758,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.00632886789729042,0.00242864989053117,0,0,0,0,0,0,0.041805289622643,0,0,0,0.089775197887333,0,0,0,0,0,0,0,0,0,0,0,-0.00803511615131311,0,0,0,0,0,0
X000301.SZ,-0.0324528737438104,0,0,0,0,0,0,0.12141373308684,0,0,0.156239841317851,0,0,0,0.118905224426724,0,0,0,0,0,8.67361737988404e-19,0,0.134072361152013,0,0,0,0.037187263704178,0,0,0,0,0,0,0.14646301838052,0.0821972006898162,0,0,0,0,0.161200249654481,0,0,0,0,0,0,0,0,0,0,0,0.0192995911157092,0,0,0,0,0,0,0
