,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X601600.SH,X600111.SH,X600547.SH,X000301.SZ,X600660.SH,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600160.SH,X600489.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X000408.SZ,X600219.SH,X600096.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600688.SH,X300037.SZ,X000831.SZ,X000630.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.122970919881272,0,0,0,0,0,0,0,0,0,0,0,0.0119454638982884,0,0,0,0,0,0,0,0,0,0,0,0.0849062089953875,0,0,0,0,0,0,-0.00980384469768835,0.116647271978418,0,0,0,0,0,0,0,0,0,0,0,0.142148604641463,0,0,0,0,0,0.0256194748143173,-0.0248354523241967,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.00548251650343268,0,0,0,0,0.0597413280845258,0,0.0706769599815103,0,0,0,0,0,0.0721298364163162,0.154145488144849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235944293218271,0,0,0,-0.0169727366487171,0,0,0,0,0,0.00171399659489645,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.103952185576126,0,0,0,0.0352648934112519,0,0,0.0719013665493395,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.102655743766513,0,0,0,0.0179637891319041,0,0,0,0.0901445260475569,0,0,0,-0.00554402191297744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00436222002625258,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0367339559356305,0,0,0,0,0,0,0,0.157780030557774,0,0.0886402395993588,0,0,0.0334418613591847,0.292601485868484,0,0,0,0,0,0,0,0,0,0,0,0,-0.030307679798287,0.00596233370931995,0,0,0,0,0,0.309581648352142,0,0,0,0.0250889265370063,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600188.SH,0,0,0,-0.0228456229025789,0,0,0,0,0,0,0,0.256732296546893,0,0,0,0,0,0,0,0,0,0,0,0.118009261316657,0,0,0.176837880156655,0,0,0.0362668244326898,0,0,0,0,0,0.081771448904925,0,0,0,0,0,0.193549116233627,0,0,0,0,0,0,0,0.0187644335983142,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526363736748255,0,0,0,0,0,0,0,0,0,0,0,0.0446832907705849,0,0,0,0,0,0,0,0.0289126482219727,0,0,0,0,0,0,0,0,0,0,0.0176479859356496,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.106195057311635,0,0,0,0,0,0.0491559238792731,0,0.100631879203605,0,0,0,0,0,0,0,0.238895619431094,0,0,0,0.036850738861409,0,0,0.00329384357144749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0242546709226228,0,0,0,0,0.568316230174448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670726709638265,0,0,0,0,0.165073711437388,0,0,0,0,0,0,0,0,0,0,0,0,0.012130235070007,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0385922879979746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561644092912182,0,0.048972152058168,0,0,0,0,0,0,-0.0485882709190637,0.0818885325290382,0,0,0,-0.00459105887378447,0,0,0,0,0,-0.033148462417776,0,0,0,0,0.0222378349423718,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0220868996147291,0,0,0.526499638357,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11153566532126,0,0.0777448427532741,0,0,0,0,0,0,0,0,0.0540179109705518,0.0658563491601195,0,0,-0.0162252827876685,-0.0235537663892177,0.046258489861485,0,0,0,0,0,0
