,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X002271.SZ,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X600096.SH,X000408.SZ,X000723.SZ,X600219.SH,X002080.SZ,X600489.SH,X000807.SZ,X600378.SH,X000933.SZ,X600348.SH,X000630.SZ,X600141.SH,X600157.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.53215275482003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439791230783233,0.106222307906056,0.0332578900902703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00436842397696878,0,0,0,0,0,0,0
X601088.SH,-3.46944695195361e-18,0,0,0,0.398996079623198,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223249037682649,0,0,0,0,0,0,0.0935412087608582,1.73472347597681e-18,0,0.135358574985321,0,0,0,0,0,0.00624126176842928,0,0.0246433494394481,0,0,0,0,0,0,0,0,0.0563629271844209,0,0,0,0,0,-0.00228726619129031,0,0,0,0,0,0,0
X600028.SH,0.567650979737691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114605240251304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857602455000813,0.0405988833952639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259274486262885,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0454954842547046,0,0,0,0,0,0,0,0,0,0.242303464102229,0.089315011761543,0,0,0,0,0.193624351465847,0,0,0,0,0,0,0,0.123383948145551,-0.0166029060405009,0,-0.110040511014871,0,0,0,0,0,0,0,0,0,-0.15160625584218,0,0,0,0,0,0,-0.00135764737481744,0,0,0,0,0,0,0
X600188.SH,0,0.492248041718715,0,0,0,0,0,0,0,0,0.0738121851231729,0,0,0,-0.0693792936816888,0,0,0,0.0774820531403688,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0522197210251303,0.0831284337545699,0,0,0,0,0,0,0,0,0,0,0,0,0.284454557223469,0.0132458411167472,0,0,0,0,0,0,0,0.0530952007268371,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0520283808410795,0,0,0,0,0,0,4.33680868994202e-19,0.287267040487875,0,0,0,0,0.293927684435381,0,0.0442478105116223,0,0,0,-0.0178575997927557,0.0259715460235215,0,0.0582606117234627,0,0.321520818462813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00246192263217676,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.472864186420279,0,0.11142875871081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163348565449879,0,0.0767251323099558,0,0,0.035355725294303,0,0,0.0741656067578078,0,0,0,0,0,0,0,0,0.00068011178803016,0.0192998702460366,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.666133315512995,0,0,0,0,0,0,0,0.0755530096406759,0,-0.0202578102611464,0,0,0,0,0,0,0,0,0,0.0470540735509266,0,0,0,0,0,0,0.0727087035137705,0,0.0755768892167991,0,0,0,0,0,0,0,0,0.0107582540031293,0,0,0,0,0,0,-0.00945071298000446,-0.0186653659519317,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0234002395686057,0,0,0,0.0513934247424831,0,0,0,0,0,0,0,0.40991411572831,0.0918197580275942,0,0,0.0179502093756513,0,0,0,0,0.0245377446430611,0,0,0.14150702809714,-0.0622202996025603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238666212421245,0,-0.000222834729916605,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.471591442385342,0,0,0,0,0,0,0.156968701883495,0,0,0,0,0,0.0877695461720492,0,0,0,0,0,0,-0.0051264863350735,0,0,0.0531342489302806,0,0,0,0,0,0,0,0,0,0,0,0.0911020549242235,0,0,0,0,-1.38777878078145e-17,0,0,0,0.126655218608912,-0.0171064157659451,0,0,0,0,0,0,0
