,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600188.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600516.SH,X002460.SZ,X600886.SH,X600111.SH,X600176.SH,X000898.SZ,X000786.SZ,X600157.SH,X000709.SZ,X600352.SH,X600027.SH,X000553.SZ,X000792.SZ,X002271.SZ,X000408.SZ,X600489.SH,X600339.SH,X600219.SH,X601699.SH,X600808.SH,X601158.SH,X000959.SZ,X000883.SZ,X000630.SZ,X000983.SZ,X002470.SZ,X000723.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.458219621125577,0,0.0776953665133586,0,0,0,0,0,0,0,0,0,0.0276595034936775,0,0.00786845726192132,0,0,0,-0.0270059920070634,0,0,0,0,0,0,0,0,0,0,0,0.00525325365411383,0.0758586856751315,-0.024667478526958,0,0,0,0,0,0,0,0,0,0.0249534417489903,0,0,0,0,0,0,0.00097854605031324,0,0,0,0,0,0
X600028.SH,0.421696193174843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695799794926993,0,-0.0112063643726342,0,0,0,0,0,0.021443764386089,0,0,0,0,0,0,-0.0442455824906889,0,0,0,0,0,0,0,0,0,0,-0.0177491422954634,0.0305203983989666,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.115327653200487,0,0,0,0,0,0.192116208028398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064859105181021,0,0,0,0,0,-0.0232621446293916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139359142593415,0.06670399055405,0,0,0,0,0
X600019.SH,0,0,0.127624658930892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156402032528498,-0.0595730411979972,0,0,0.00792503304421331,0.365596043919871,0.0375702730946646,0,0,0,0,0,0,0,0,0,0,0,0,0.17632383531601,0,0,0,0,0,0,0,0,0,0,0.0210639937758054,0.00266285052363595,0.0128804296811325,0,0,0,0,0
X600585.SH,0,0,0.430142577213046,0,0,0,0,0,0,0,0,0,0,0,0,0.228113768826173,0,0,0,0.00705065977536382,0,0,0,0.0153717372837728,0,0.0244463263086108,0,0,0,0,0,-0.125848497992045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843895150431734,0,0,0,0,0,0
X600010.SH,0,0,-0.00165696228723486,0,0,0,0,0,0,0,0.115854024485188,0,0,0.0429176557899376,0,0,0,0,0,0,0,0,0.0329224694946276,0.0117200026766548,0,0.0325363494135993,0,0,0,0,0.0425058893229582,0,0,0,0,0,0,0,0.265493631869673,0,0,0,0,0,0,0,0.106918824806981,0,0,0,0.00962631313931941,0,0,0,0,0,0
X600309.SH,0,0,0.096944570417647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122005278077022,0,0,0.22717958788029,0,0,0,0,0,0,-0.0628591672798283,-0.049949553627288,-0.0490291322664796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410969324824477,0,0,-0.0224480807084574,-0.0141458662473763,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0507507223124087,-0.0332782833179829,0,0,0,0,0,0.0165572614042723,0,0,0,0,0,0.131688552893395,0,0,-0.0474528627090529,0,0,0,-0.0347797253383135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721829870751519,0.0221669889189718,0,0.0471099051286456,0,-0.0058627022444477,0.00706476683119853,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.215015168627778,0,0,0,0,0,0,0,0,0.0262457098707274,0,0,0,0,0,0,0,0,0,0,0,0.00698396070774096,0,0,0,0,0,0,0.0232037264696758,0,0,0,0,0.0761248132309751,0,0,0,0.061529488020434,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.03585957108605,-0.0836395302658235,0,0,0,0,0.201404858648413,-0.0418817521617636,0,0,0,0,0,0.0611878154137059,-0.00448084566376196,0,0,0.117682902155948,0,0.0361612657015053,0,0,0,0,0,0,0.132502312563104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206429460194542,0.01411501165059,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221795303421971,0,0.0969018597619368,0,0,0,0,0.0843661200102982,0,0.00145439414421856,0,0,0,0,0,0,0,0.0201856696886016,0,0,0,0,0,0,0,0,0,0,0,0,0.351954755488117,0,0,0,0,0,0.00348376924091129,0,0,0,0,0,0,0
X600688.SH,0,0.259745393321245,0,0,-0.0405815723640063,0,0,0,0,0.0435597071679654,0,0,0.0356868924626475,-0.0177719711606072,0,0,0,0,0,0.0296492382867352,0,0,0,0.0984070220829508,0,0,0,0,-0.0816746476555928,0,0.0982298482294227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00755880175758594,0.00215497399266982,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203780415877968,0,0.0066850997378187,0,0,0,0.165799699616388,0,0.0482727016639124,0,0,0,0,0.087075802169371,-0.0685398996779918,0,0.0238239733432449,0,-0.0507144054791191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347611581528231,0.0493424558776572,0,0,0,0,0,0
X600362.SH,0,0,0,0.203757309871837,0,0,0,0,0,0,0.0399273458891922,0,0,0,0,0,0,0,0,0,0,0,0.332399382402851,0,0.0344385606099845,0,0,0,0,0,0,0,0.0646113805923932,0,0,0.0289703704187032,0,0,0.0169864007471982,0,0,0,0.222278576350155,0,0,0,0,0.118289801430857,0,-0.00804402847559854,0.0192887479957764,0,0,0,0,0,0
X600795.SH,0,0,0,0.0685206488374515,0,0.251381571986113,-0.0591121718009551,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0389146701479733,0.0585714713895987,0,0,0,0,-0.0266697267260985,0,0,0,0,0,0,0.0931979794892274,-0.0711963214638453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194214687926214,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.0509100119998653,0,0,0,0,0,0,0,0,0,0,0,0,0.0529862317562432,0.748427223291221,0,0.055304642532615,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0674210218542508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223259354778308,0.0592555026352089,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410112063365104,-0.00250752019182173,0,0,0,0,0,0,0,0,0,0.139986794614766,2.16840434497101e-19,0,0,0.0618065780752883,0,0,0,0,0,0.0379970608011695,0,0,0.138565904569657,0,0,0,0,0,0.0127608967549175,-0.00969781924896013,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140434472256778,0.136225704470788,0,0,0,-0.0611189630535777,0,0,0.0168503394798122,0,-0.0747313735912423,0,0,0,0,0,0,0,0,0.574799924223455,0,0,0,0,0,0,0,0,0,0,0.0388431139963842,0,0,0,0.00183923645554868,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.102375445735234,0,0,0,0,0.0995824586376519,0,-0.0178521201838809,0,0.0298516238102225,0,0,0,-0.020147831278715,0,0,0,0.00709986449093166,0,0,0,0,0,0,0.0402379919861011,-0.0163876836986806,0,0,0,0.0105749371038124,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164734800138135,-4.33680868994202e-19,0,0,0,0.0319081148730168,0,0
X600516.SH,0,0,0,0,0,0.623529912381434,0.101170114060933,0,0,0,0,0,0.210070878274454,0.265413802956764,0,0,0,0,0,0,-0.170664904539935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259304888644368,0,0,0,0.48817104539319,0,0,0,0,0,0.11044425593274,0,0,-0.0467887338563617,0.0353496474604519,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677081958144463,0,0,0,0,0,0,0,0,0,0.0296520515727208,0,0,0.127026721136622,0,0,0.139558916519013,0,0.0294601906102189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00914158060492691,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0343648009410164,0,-0.103833339000627,0,0,0,0,0,0,0,0,0.00809143257305142,0,0,0,-0.0766502569945071,0,0,-0.0155294828629361,0,0,-0.0229202088461544,0,0,0,0,0,0,-0.0279210732008715,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0138922107497584,0.0359773031052199,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297481413863536,0,0,0,0,0,0,0,0,0,0,0.106257422762374,0.0365819368952596,0,0,0.0509813350378987,0,0,0.170598535833309,0,0.0106006713622096,0,0.111565916788734,0,0,0,0,0,0,0,0,0,0,0.208471614557066,0.0718357765307065,0,-0.0180812711305473,0,0,0,0,0,0,0
X600176.SH,0,0,0,0.0697857664197842,0.111041204491598,0,0.212423280701755,0,0,0.289281006707064,0,0,0.0404556987697579,0,0,0,0,0,0,0,0,0,0,0,0,0.220584758482902,0,0,0,0,0,0,0,0,0,0,0,-0.0883522842775308,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273932675221145,0,0,0,0,0,0
