,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600176.SH,X600803.SH,X601991.SH,X600027.SH,X000983.SZ,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X000629.SZ,X600378.SH,X002080.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600096.SH,X000723.SZ,X000932.SZ,X300037.SZ,X600688.SH,X600157.SH,X000630.SZ,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.166440138620195,0,0,0,0,0,0,0,0,0,0.0542097054830028,0,0.20494717907579,0,0,0,0,0,0.0527210343030404,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272049838773477,0,0,0.0297067970785009,0,0,0,0,0,0,0.043579926594247,-0.0590329252136551,0,0,0,0,0,0
X600028.SH,0.234979951249857,0,0,0,0,0,0.0801493593774372,0,0,0,0,0.229546198626037,0,5.42101086242752e-20,0,0,0,0,0,0.0260022921222718,0,0,0.000119608409006175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222255906390712,0,-0.0347296843865428,0,0,0,0,0,0,0,0,0,0,0,0.0210389959774332,-0.0250667190162762,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.09441303710516,0,0,0,0,0,0,0.18475609962606,0,0,0,0,0,0,0,0.00321162097583905,0,0,0,0,0,0.117284912088242,0,0,0,0,0,0,0,0,0,0,0,-0.0187028882620901,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00268772795523895,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.044657573378595,-0.0226954069927275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296279002842879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124805187612567,0,0,0,0,0,0,0,0.115880592398214,0,0,0.112308606892028,0,-0.00739203281987012,0.0499744174358827,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.196540613492158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161119637920501,0,0,0,0,0.0712459552294276,0,0.192743199007353,0,0,0,0,0,0,0.142172364176564,0,0,0.0953320598872555,0,0,0,0,0,0,0,0,0,0.005282141824414,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775357906906375,0,0,0,0.0189083418436042,0,0.0437568188677286,0,0.395509671954006,0,0,0,0,0,0,0,0,0,0,0,0.0817462449684827,0,0,0,0,0,0.0816666347862438,0.0197183211257299,0,0.0145611079148557,0,0,0,0,0,0,0,0,0.0116702762094934,0,0,0,0,0,0,0
X600019.SH,0,0.235719349030711,0,0,0,0,0,0,0,0,0,0,0,0.0750901192255365,0,0,0,0,0,0.0205914528104841,0,0.135088699097549,0,0,0,0.041292407848886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108099535310282,0,0,0,0.0390819194553432,0,0,0.0351719073488474,-0.0274530764056575,0,0,0,0,0,0
X600011.SH,-0.0109043387101024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930995887000862,0,0.573515430812037,0,0,0,0,0,0,-0.151177175426394,0.060124903475769,0,-0.0628379020552688,0,0,0,0,0,0,0,0,0,0.0545496863551553,0,-0.0299894768667431,0.0516157653639466,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.549592189764051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255566397208035,0,0,-0.0514919826335429,0,-0.0163707409317034,0,0,0,0.0324573252991664,0,0.166963410081311,0,0,0,0,0,0,0,0,0,0.00685706090226407,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.514377068294928,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826135175199455,0,0,0,0,0.0651378125118855,0,0,0,0,0,0,0,0.0348197226942159,0,0,0,0,0,-0.0247751475111653,0.0443775672221913,0,0,0,0,0,0
