,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X000708.SZ,X002460.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X600160.SH,X601699.SH,X000877.SZ,X600803.SH,X600489.SH,X000983.SZ,X601991.SH,X600426.SH,X000786.SZ,X000630.SZ,X000408.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600985.SH,X600176.SH,X002271.SZ,X600612.SH,X600219.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600378.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.129015055665444,0.0705188016083019,0,0,0.091193274102961,0.0743832774115413,0,0.152514546412895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626446201548984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040474806624452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578050371574372,0,0,0,0,0
X601088.SH,0.0198148371267525,0,0,0,0.138425843053321,8.67361737988404e-19,0.142872606414028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044086935611243,0,0,0,0,0,0,0.0266207519493606,0.0273095908322463,0.322160881042766,-0.079620733638008,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964001686598901,0,0,0,0,0,0,0
X600028.SH,0,0.00085848948814116,0,0,0,0.0698003771231783,0.0900397168881446,0,0,0,0,0,0,0,0,-0.0733561868944128,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.153074746116205,0,0,0,0,0,0.0705253968590523,0,0,0,0,0,0,0,0,-0.00346566001128519,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034967774632867,0,0.125528615835837,0,0,0.141151595692911,0,0,0,0,0,0,0,0.0137899580271581,0,0,0.0597275733646351,0,0,0.00455646670445582,0.116905998946772,0.116791330068598,-0.11858758077459,0,0,0,0,0,0,0,0.0576770133072782,0,0,-0.0220803576498224,-0.043403412997197,0,0,0,0,0,0
X600188.SH,0,0.00172094345264331,0,0,0,0.181509095832152,0,0,0,0,0,0,0,0.0278450482181679,0,0,0,0,0,0,0,0,0,0,0.37865857675656,0,0,0,0.120007363777835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15326092242665,0,0,0,0,0,0,0,0,-0.00803020486406546,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.134276737017481,0,0.238706705356509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142987762843349,0,-0.00517505737686876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395810787002757,0,0,0,0,0,0,0,0,0,0,-0.0387908664355556,0,0,1.73472347597681e-18,0.0160409574652742,0.244561687165012,0,0,0,0,0
X600011.SH,0,0,0,0,0.013251097207989,0.190154152932992,0,0,0,0,0,0,0,0.0507208539538111,0,0,0,0,0,0,0,0.256098510817052,0,0,0,0,0,0,0,0.202799777554769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00436741272600807,-0.0132800709131604,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.13460970386358,0,0,0,0,0,0,0,0,0.114328083144208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121488595908359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344048290084754,0,0,0,0,0,0,0
X601600.SH,0.261880829775962,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467563524828311,0,0,0,0,0.131486769303318,0,0.316638428100578,0,0.0350338570359444,0,0,0,0,0,0,0,0.00760723183684959,0,0,0,0,0.0743897467371492,0,-0.0094111450788842,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0211612411966647,0,0,0,0,0,0,0,0,0,0,0,0,0.00753815978034829,0.0991586720046013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237015169789805,0.0549328772858107,0,0,0,0,-6.93889390390723e-18,0,0,0,4.33680868994202e-19,0,0,-0.0631434400367534,0.052551453728774,0,0,0,0,0,0
