,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X000831.SZ,X600352.SH,X000883.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600021.SH,X000630.SZ,X000825.SZ,X600008.SH,X000027.SZ,X000629.SZ,X600660.SH,X600549.SH,X002470.SZ,X600808.SH,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.694256983141397,0,0,0,0,0,0,0,0,0.0475777201330336,0.0719812928979711,0,0,0,0,0,0.0285260418733188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573580477644898,0,0,0,0,0,-0.00198932968662487,0,0,0,0,0,0
X600028.SH,0.492641504936325,0,0,0,0,0,0,0,0,0,0,0.0289469352929932,0,0,0,0,0,0,0.383973731277194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418133798482701,-0.0106208685051773,0,0,0,0,0,0
X601088.SH,0,0.0908832921321654,0,0,0,0.070280275634199,0.11416268370103,0,0,0,0,0.0871568350224977,0.0300306296319563,0,0,0,0.0156155971578292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406449791616796,0,0,0,0,0,0,0,0,0.00149702054565106,0,0,0,0,0,0
X600011.SH,0,0.216906934802878,0,0,0,0.0161381335738266,0,0.0719708964938048,0.120219609688931,0,0,0.0480965486371067,0,0,0,0.113146698349662,0,0,0,0,0,0,0.104537367532857,0,0,0,0,0,0,0,0.0202575377499246,0,0,0,0,0,0,0,0,0,0,0,0.167931239393286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0957489528943436,0,0,0,0,0,0,0,0,0,0.0367548513117659,0,0,0.0251381521526999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549557099743555,0.156116255857454,0,0,0,0,0,0,-0.0226378039796968,0,0,0,0,0,0,0
X600019.SH,0.0100835133054954,0.0227363834344093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217011318544603,0,0.32591626495973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209531964174196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.145819019938709,0,0.0334863046360091,0,0,0,0,0,0,0,0,0,0,0.00294659391172693,0,0,0,0,-0.0162048379000839,0,0,0,0,0,0,0.0251175604052317,0,0,0.0913103505898725,0,0,0,0,0,0,0.2575220203627,0.310981278624867,0.0392117879360475,0,0,0.0382426942379697,0,0,0,-0.00100708235420737,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295495166177571,0,0,0.5078684474292,0,0,0.0273766819945096,0,0,0,0,0,0,0,0.0936549579821599,0,0,0,0,0.0287730226123657,0,0,0.177602853774105,0,0,0,0,0,0.00298571352206813,0,0,0,0,-0.0101656968982816,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.169172944217688,0,0,0,0.172335494656242,0,0.265053172590653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113399900317366,0,0,0,0,0.0280609042107281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266903783179969,0,0,0,0,0,0
X600795.SH,0,0,0,0.0643682161866581,0,0,0,0,0.269742655281779,0,0.224907124059181,0,0.19555456721673,0,0,0.0829839240508042,0,0,0,0,0,0,0,0,0.0124658012094007,0,0,0,0,0,0,0.0204000985450987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009825029573617,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.146074550159245,0,0.249337378307562,0,0,0,0.0650351187629803,0,0,0,0,0,0,0,0.0239676564193316,0,0.128121334577314,0,0.0396784727278154,0,0,0,0,0,0,0,0,0,0.0126759062136807,0,0.0399410362233544,0,0,0,0.0230810714198714,0,0,0,0,0,0,0,0,0,0,-0.0377263652599107,-0.0357166865901143,0,0,0,0,0,0
X600188.SH,0.294694177264798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129991821893053,0,0.228009142604751,0,0,0,0,0,0,0,0,0.173100861066695,0.179576216692207,0,0,0,0,0,0,-0.0382581884589896,0,0,0,0,0,0,0
X600886.SH,0.116401286835864,0,0,0,0,0,0,0,0.0640009924880004,0,0,0,0,0,0,0.13340263648361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154019555789778,0,0.111769952860078,0.111528970983524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235780490987375,0,0,0,0,0,0
X600362.SH,0.0625925573450617,0,0,0,0,0,0,0,0,0,0.0197484144677105,0,0,0,0,0,0,0.111915717850376,0,0,0.0313785976138921,0,0,0,0,0,0,0,0,0,0,0,0.0576938275432292,0,0,0,0,0,0,0,0,0,0.092691298647939,0.0541774129032456,0.163627090808496,0,0,0,0,0,0,0,-0.00872471451894919,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899318820066606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276977930947082,0,0.0469738671619536,0.0390561698897962,0,0,0,0.372954843653277,0,0,0,0,0.0476002009389524,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.00677318642149735,0,0,0,0,0,0
X600027.SH,0,0,0,0.442641142660166,0,0,0,0,0.130218981963935,0,0.11875770146138,0,0,0,0,0,0,0,0,0,0,0.0577877798446506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184984182580117,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.205667554755138,0.226413675178386,0,0,0,0,0,0,0,0.160618558188687,0,0,0,0,0,0.0100684572186709,0,0,0,0,0.0676093481364857,0,0,0,0,0,0.062082897947496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869476702083382,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.0558741283391548,0,0,0,0,0,0,0,0,0,0,0,0.0846003696680221,0,0,0,0,0,0,0,0,0,0,0,0.0585421029514259,0.0109909085332719,0,0,0,0,0,0,0,0,0,0,0.212498262361229,0.172731012326456,0,0,0,-0.0246044253166235,0.0914079828667334,0,0,0,0,0
X600688.SH,0,0.408224511340009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525080871766606,0,0,0,0,0,0,0,0,0,0,0.0769633865607145,0,0.0186240057587752,0,0.139787900468127,0,0,0,0,0,0,0,0,0,0.147971558332183,0,0,0,0,0,-0.0469892115591585,0.00321694253722661,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0449831806920102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254443310977319,0.0129309056465037,0.132269408903282,0,0,0,0,0,0,0,0,0,0.0322199026715939,0,0,0,0,0,0,-0.00337283940738531,0,0,0,0,0,0
