,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X600795.SH,X000301.SZ,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X600426.SH,X600362.SH,X601991.SH,X600027.SH,X600803.SH,X601699.SH,X600176.SH,X000983.SZ,X000408.SZ,X600160.SH,X600348.SH,X000629.SZ,X600378.SH,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X000786.SZ,X600157.SH,X600399.SH,X600688.SH,X600985.SH,X000807.SZ,X600141.SH,X002353.SZ,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.509853314074808,0,0,0,0,0,0,0.0993553938189073,0,0,0,0,0,0,0,0,0,0,0,0.0116713041968764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.54464509654662e-05,0,0,0,0,0,0,0,0,0,0,0.143711254984762,0,0,0,-0.00653658362778476,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.299536882871587,0,0,0,0,0.155974171148461,0,0,0,0,0,0,0,0,-0.0165513457459803,0,0,0,0,0,0,0,0,0,0,0.0295284802648144,0.114834876339211,0,0,0,0,0,0,0,0,0,0,0.0423871567257052,0,0,0,0,0,0,0,0,0,0.00634682278738047,0,0,0,0,0,0,0
X600028.SH,0.0869434654864253,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.0135594773968761,0,0,0,0.00503396425971556,0,0.0973601444255736,0,0,0.0754331210208267,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156389254584898,0,0.01778732931035,0.0222849686235722,0,0,0,0,0,0.0146097801879782,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039802189801112,0,0,0,0,0,0,0,0.0674328749885802,0,0,0,0,0,0,-0.0423197795934144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322453847292139,0,0,0,0,0,0,0
X600188.SH,0,0.687303300371431,0,0,0,0,0,0,0,0.141673804629377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612558247092236,0,0,0,-0.0891746473514778,0.0441317970905776,0,0,0,-0.014477100406739,0,0,0,0,0,0,0,0,-0.0243261051901485,0,0,0,0,0,0.115428188214064,0.0390826678418397,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.410861336620626,0,0,0,0,0,0.0638524580089006,0,0,0,0,0,0,0,0,0,0.014828165910512,0,0,0,0,-0.0889548804155609,0,0,0,0.0490556331478937,0,0.0749521796672437,0.0179050028838859,0,0,0.0348934531927664,0,0,0,0,0,0.0254549544984067,0,0,0,0,0,0.0115062584562531,0,0.0615907890055449,-0.0314061881191654,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.533702461683711,0,0,0,0,0,0,0,0,0,0.109567969216881,0,0.0219303510010581,0,0,0.0761695584226474,0,0,0,0,0,0,0,0.152691131709804,0,0,0.405478645002419,0.0399980416119575,0,0,0,0,0,0,0,0,0,0,0,0,0.0175284048602228,0,0,0,-0.125669139960604,0,0,0.0371646314265252,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0817152025438508,0,0,0,0.136143826822957,0,0.0635840822789357,0,0,0.0791714561428269,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.00474648609397173,0,0,0,0,0.348794691965679,0,0,0,0,0,0,0,0,0,0.0169325757105627,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.228346688458188,0,0,0,0,0,0,0.123459838310279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236098252397213,0,0,0.0293693318634944,0,0,0,0,0,0,0.127541260382865,0,0,0,0,0.168172639316939,0,0,0,0,0,0.0295346639688987,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563339470338172,0,0,0,0,0.213742225472382,0.117487630438686,0,0.365505131273131,0,0,0,0,0,0,-0.0235604730684716,0,0,0,0,0,0,0,0.0103748144440137,0,0,0,0.155571902447791,0,-0.0068474180280784,0,0,0,0,0,0,0
X600019.SH,0.0668542996646693,0,0,0,0,0,0,0,0,0,0,0.118357112070719,0,0,0,0,0,0,0,0,0,0.17503987794306,0,0.038232971045659,0,0,0,0,0,0,0.056415842394715,0,0,0,0,0,0,-0.0500492856356092,0,0,0,0.0364354549928919,0,-0.00664755135143751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503457848493011,0,0,0,0,0,0,0,0.237893050390706,0.253753796764421,0,0,0,0,0,0.153574991271074,0,0.0507528721550281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29635580547043,0,0.00685970210760146,-0.00216522295713945,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.143863103439096,0.047023650164021,0,0.120546836004803,0,0,0,0,0,0,0,0,0,0,0,0.00679856239571205,0,0.0232188527554182,0.0115626752352525,0,0,0,0,0,0,0,0.0618420350755484,0,0,-0.0385639842978887,0,0.0949738841032714,0,0,0,0,0.0156203184656348,0,0,0,0,0.195420276868045,0,0,0,0,0.0204252781421977,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.106047070767515,0,0.0365947379336704,0,0,0,0,0.0183742248570873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113554114371447,0,0.0415079904587683,0,0.126336373799968,0,0,0,0,0.0470293817370368,0,0,0,0,0,0,0,0,0,0.0298247530977092,0,0,0,0,0,0.00859762317512666,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.04644475523756,0.207613865932451,0,0,0,0,0.00923594755581915,0,0,0,0,0,0,0,0.010997382062965,0,0,0,0,0,0,0,-0.0202730402362179,0,0,0,0.096336204706377,0,0,0,0.0238237624197555,0.353378858734573,0,0,0,0,0,0,0,0,0,-0.0104726408714624,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0107492925001976,0,0.145133645228418,0.00400238746660394,0,0,-0.00421845119046025,0,0,0,0,0,0.0746423705721946,0,0,0,0,0,0,0.0475185110298357,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0518612851317703,0.136196102201317,0,0,0,0,0,0,0.0221816772001641,0,0,0,0,0,-0.0151890612877506,0,-0.22141261174747,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356031312342664,0,0,0,0.138443469410422,0,0,0.0551927908045834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319380831744299,0,0,0,0,0,0,0,0,0,0,-0.0285813888597506,0.029284010975917,0,0,0,0,0,0
