,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600362.SH,X600688.SH,X300072.SZ,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600111.SH,X600516.SH,X002460.SZ,X600886.SH,X600176.SH,X000898.SZ,X600157.SH,X000709.SZ,X000786.SZ,X000792.SZ,X600352.SH,X000553.SZ,X600027.SH,X000408.SZ,X002271.SZ,X600219.SH,X601699.SH,X600489.SH,X600808.SH,X600339.SH,X000983.SZ,X000959.SZ,X000630.SZ,X601158.SH,X000883.SZ,X002470.SZ,X000723.SZ,X002092.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.418137498376712,0,0.0183265216212268,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747663415482592,0,0,0,0,0,0,0.0510575131879302,0,0,0,0,0,0,0,-0.0275437665437046,0.0726234180066651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397251264564999,0,0,0,0,0,0,0
X600028.SH,0.43066671082839,0,0.0187124498946596,0,0,0,0,0,0,-0.0152254767539354,0,0,0.037452566489825,0,0,0,0,0,0,0,0,0,0,-0.0905121413535868,0,0,0,-0.0129229611624519,0.0230628284853165,0,0,0,0,0,0,0,0,-0.0374899300399936,0,0,0,0,0,0,0,0,0,0,0,-0.0193001835193668,0.0320884015005076,0,0,0,0,0,0
X601088.SH,0,0,0,0.0520350638701061,0.10676687454324,0,0,0,0,0.19574850242501,0,0,0,0,0,0.0206533906526173,0,0,0,0,0.0576582104168329,0,0,0.0266953044977349,0,0,0,0.0852370993572482,-0.061299195879601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637325866506295,0,0,0,0,0
X600019.SH,0,0,0.11368682269315,0,0.0734846795949606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138858262988457,-0.0859329961670215,0,0.0368936536492661,0.329921303523539,0,0,0.00922352733539969,0,0,0,0,0,0,0,0,0,0.25733913488654,0,0,0,0,0,0,0,0,0,0,0,0.0165541658357021,0.0138109564253519,0,0,0,0,0,0
X600585.SH,0,0,0.254274459971685,0,0,0,0,0,0,0,0,0,0,0,0,0.205177687587657,0,0,0,0,0,0,0,0.113945907305779,0,0,0,0.0611594956513914,-0.115875174270252,0,0,0,0,0,0,0,0,0.0428755395629278,0,0,0,0,0,0,0,0,0,0,0,0.00870385853115983,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0636388739008463,0,0.019192888620418,0,0,0,0,0,0,0,0.131768039365551,0,0,0,0,0,0,0,0.0431091279759381,0,0,0.0398511852088716,0,0,0,0,0,0,0.288443658982597,0,0,0,0,0,0,0,0,0.0625082859518598,0,0,-0.00260580587186904,0.00729627235389155,0,0,0,0,0,0
X600309.SH,0,0,0.0970291380708659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119656455338118,0,0.225336819637982,0,0,0,0,-0.0495159079970851,0,-0.0638525837840022,0,0,-0.0526891744299282,0,0,0,0,0,0,0,0,0,0,0,0,0.409347773147418,0,0,-0.0233072323780945,-0.0133214452185189,0,0,0,0,0,0
X600011.SH,0,0,0,-0.00437701263646663,-0.0136269061842212,0,0,0,0.12750845962859,0,0.0307979155846646,0,0,0.0251497484573069,0,0,0,0,0,0,0,0,0,-0.0535917054746326,0,0,0,0.0170526383454385,-0.026438088863232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098752336288916,0.051322674537641,0,0,0,0,0.00493440137383257,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.00509579417382572,0,0,0,0,0.177627831434717,0,0,0,0,0,0,0,0,0,0,0.0208996647409768,0,0,0,0,0,0,0,0,0,0.0399666563262717,0,0,0,0,0.0749830386731227,0,0.0448704312736104,0,0.0733879163767074,0,0,0,0,0,0,0,0.0511478014782362,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120242147907058,0,0,0,0,0,0,0,0.248565332105984,0.0416816336641546,0,0.00366795022486921,0,0,0.0891600119095663,0,0.0517865837269027,0,0.409136673643184,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0173284834563841,-0.0133540591128255,0,0,0,0,0,0
