,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600010.SH,X601898.SH,X600176.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X000932.SZ,X000301.SZ,X002466.SZ,X600803.SH,X002353.SZ,X600529.SH,X600486.SH,X600219.SH,X002075.SZ,X000723.SZ,X002409.SZ,X000027.SZ,X601158.SH,X600315.SH,X600612.SH,X000898.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0501413420992164,0,0,0,0,0,0.0569181296160039,0,0.0845374807283037,0,0.0315858237628641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018974350817557,-0.0442113164190813,0,0.0704095021421674,0,0.00691250468330437,0,0,0,0,0,0,0,0,0,-0.00527168845720005,0.00904454869254662,0,0,0,0,0,0
X600028.SH,0,0,0.0489060513857913,0,0,0,0,0,0.0254423693496846,0,0,0.0573095702593966,0,0,0,0,0,0.0385780080962209,0.028213794378383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019393557820933,0,0,0,0.0139987239379897,0,0,0,0,0,0,0,0,0,-0.0226247205294561,0.0162928362596181,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0243292187123657,0,0.0192215024436807,0,0,0,0,0,0,0,0,0,0.331529230476845,0.111065804732258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263886963957076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00541474312501995,0.00881769952944272,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0462835008392403,0,0,0.0263724523623547,0,0,0,0,0,0,0.036375386173653,0,0.114383488525169,0,0,0,0,0.0185800175192514,0,0,0,0,0,0,0.026275693218688,0.13798123254478,0,0,0,0,0,0,0,0.0219130463618284,0,0,0,0,0,0.0377356071545752,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.109483710080312,0,0,0.210732161127139,0,0,0.0118084224098347,0,-0.0322165481002359,0,0,0,0,0.132657234440151,0,0,0,0.216914489066735,0,0.0222510771709052,0,0,0,0,0,0,0,0.0946977989521451,0,0.0426392223878288,-0.0520901280695499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069825705056691,-0.0481085368955861,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0923882125457123,0,0,0,0.00463237809290903,0,0,0,0,0,0,0,0,0.477724382853419,0,0,0,0,0,0.00530012058900401,0,0,0,0,0.0289259706491705,0,0,0,0.0148444477523456,0,0,0,0.0832832608141924,0,0,0,0,0,0,0.226426921938722,0,0,0.0354466383920657,0,0.00242116159564569,-0.0209251741865834,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.050379161491039,0,0,0.0158358000638586,0,0,0,0,0,0,0,0.0526653913004289,0,0.0814245338914784,0,0,0,0,0,0,0,0,0,0,0.198321568827512,0,0,0,0,0,0,0.041426181109053,0,0.0886904029113438,0.0343076554842788,0,0,0,0,0,0,0,0,0,0.00387464163680726,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0806284292131856,0,0,0,0,0,0,0.114816531189863,0,0,0,0,0.00291746547834273,0,0.164550472674977,0,0.242548657104763,0,0,0,0,0,0,0,0,0.102244852034298,0,0,0,0,0,-0.074257526911863,0.0520145270654933,0,0,0.119531024374764,0,0,0,0,0,0.0183175166823743,-0.0209884514002225,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.118217049118157,0,0.174345193516968,0,0,0,0,0,0,0,0,0,0,0,0,0.0880016403557524,0,0.35542187186738,0,0,0.0264511160298772,0,0,0,0,0,-0.0373560245054537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050662993001647,0.0188299915388382,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0634964024045639,0,0,0,0.139013985221322,0,0,0,0,0,0,0,0,0,0,0,0.149987447722142,0,0.0438425083902929,0,0,0,0.12114477973003,0,0,0,0,0,0.112958210040777,0,0,0,0.0544868917876872,0.0235972696804539,0,0,0,0.149077698758968,0,0,0,0.0996962731327429,0,0,0,0,0,0,0.0236787333102746,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.210323604478478,0,0,0,0,0,0,0,0,0.072233742261178,0,0,0,0,0,0,0.0684876612160976,0,0,-0.0618416933994462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336177935245553,0.103082992221741,0,0.116339691553071,0,0,0,0,0,0,0,0,0,0.0269553517239258,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0483725393801041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130645326842276,0,0,0,0,0,0,0,0,0,0,0,0.511185996460951,0.116313137087851,0.063201139116426,0,0,0,0,0,0.25926712999214,0.098925194202116,0,0.0300751933017273,0,0,0,0,0,-0.0717473699589197,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.000221237182386034,0,0,0,0,0,0.149453546096858,0,0.117683486664118,0,0.0777584930624746,0,0.132239304878635,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0267897616656965,0,0,0.042545889237092,0,0,0,0,0,0,0,0.018129990083687,0.000608626211861738,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0680096735990372,-0.0807398323574749,0,0,0,0,0.20960592439128,-0.161976778683792,0,0.331925543520124,0.121456463250869,0,0,0,0,0,0.34423655815856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132269927684048,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302376912150608,0,0,0,0.167311204395281,0,0,0,0,0,0,0,0,0.103126069746026,0,0,0,0,0,0,0,0,0,0,0.0678332366476572,0,0,0.0685125456255283,0.00936876993147625,0.0902985022890782,0,0,0,0,0,0,0,0,-0.00826609347032301,0.0372566941595117,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0284771517481007,0,0,0,0,0,0,0,0.439634481176314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233397950908191,0,0,-0.00719731779113731,0,0,0,0.00211653743944723,0,0,0,0,0,0.0638989231663307,0,0.00917201681450362,0,0,0.0151625539345326,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0285550483637416,0,0,0.00573943153494048,0,0,0,0,0,0,0,0,0,0,0.0808342236266827,0.0935145520748313,0,0.243215365202829,0,0,0.00194992162598234,0,0,0,0,0,0,0,0.00647271769017818,0,0,0,0,0,0,0.0371332520477272,0,0,0,0,0,0,0,0,0,0,0,-0.012443673044316,0.00884192560338277,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0693082241870919,0,0,0,0,0,-0.0170799300446116,0,0,0,0,0,0,0,0.370355439443393,0,2.77763706651539e-06,0,0,0,0,0,-0.0456470077277845,0,0,0,0,0,0,0,0,0,0.170901089727684,0,0,0.0825571082252496,0,0,-0.08076672683853,0,0,0,0,0,0,0,0,0.0461935844199321,-0.00189353587069307,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0485360826911218,0,0,0,0,0,0.0514824978389518,0,0.0354010575260163,0.112340414429521,0,0,0,0,0,0.0386487773905735,0.397902762657194,0,0,0,0,0,0,0,0,0,0,0.000706103268510295,0,0,0,0,0.011466077107957,0,0,0,0,0,0,0,0.0651111120152557,0,0,0,0,0,-0.00454343697261394,0,0,0,0,0,0,0
