,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600803.SH,X600489.SH,X600176.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X000629.SZ,X300037.SZ,X600688.SH,X002080.SZ,X002409.SZ,X601168.SH,X600096.SH,X002353.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.840118184331728,0,0,0,0,0,-0.00155676012660715,0,0.0888384175646465,0,0,0,0,0,0,0,0,0,0.046375422608891,0,0,0,0,0,0,0,-0.080206211739328,0,0,0,0,-0.00815949113775988,0,0.0343039039051247,0.0992444191373427,0,0,0,0,0,0,0,0,0,0,0.0604681908071998,0,0,0,0.0123231366760351,0,0,0.0248086021477744,0,0,0,0,0
X600028.SH,0.527250006913417,0,0,0,0,0.0713306456995458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251180524493709,0,0,0,0,0.0708537085759119,0.0726545627613116,0,0,0,0,0.111202970432421,0,0.0430273397323276,0,0,0,0,0.0230645868492953,0,0,0,0,0,0,-0.155903253207174,0,0,0,0.0144727648185083,-0.00397287954949484,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.185749582260928,3.87176052688912e-05,0,0,0,0.143976994609338,0,0,0,0,0,0,0,0,0,0,0,0.0905941490618053,0,0,0.0252156865707583,0,0.0388694939608118,0,0,0,0,0,0,0,0,-0.000423465516615302,0,0,0,0,0.0670611499848048,0,0,0,0,0,0.0653239386151689,0,0.0173904474208073,0,0,-0.00651457049599218,0,0,0,0,0,0,0
X600309.SH,0.070306099780136,0,0,0,-8.67361737988404e-19,0.0264166660319796,0,0,0,0,0.0953628761460836,0,0.0581048127009123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759551813863553,0.00586989921517987,0,0.0452913777770265,0,0,0,0,0,0,0,0,0,0.0545046499493899,0,0.119468195722831,0.0430284577405934,0,0,-0.0327235826213827,0.0259187146946474,0,0,0,0,0,0,0
X600188.SH,0,0,0.293227287845775,0,0,0,0,0,0,0,0.0952113222026366,0,0,0,0,0,0,0,0,0,0.237548864946652,0,0,0,-0.130794172396588,0.000848362243374243,0.433891590349285,0,-0.127519243051409,0,0,0,0,0,0,0,0,0.125214530641786,0,0,0,0,0,0,0,-0.0278873404161347,0,0,0,0,0,-1.0842021724855e-19,-0.00844298280772925,0,0,0,0,0,0
X600019.SH,0.0138300564578126,0,0,0,0,0,0,-0.00227343031095432,0,0.0198067018787218,0,0,0,0,0,0,0,0,0.113875504445741,0,0,0,0,0,0,0,0.124464955236857,0.0395082329400248,0,0,0,0,0,0,0.343869537600022,0,0,0,0,0,0,0,-0.049593202450938,0,0,-0.0700202174165721,0,0,0,0.0210788493403381,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.112339560045445,0,0,-0.0753876081904714,0,0,0,0,0,0,0,0,0,0,0.170877285071019,0,0,0,0,0,-0.0409375139613136,0,0,0,0,0,0,0,0,0,-0.078280405063741,0,0,0,0,0,0,0,0,0.43897163863834,0,-0.0112412557246083,-0.0142097072347647,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.120723089298833,0,0,0,0,0,0,0,0,0,0,0.261097121330086,0,0,0,0,0,0,0,0,-0.0899490822448332,0,0,0,0,0,0.823386676747176,0,0,0,0,0.0888605051262263,0,0,0,0,0,-0.0867045396218489,0.0950936993542501,0,-0.0371425394074678,0.0502431000337284,0,0,0,0,-0.12190449390464,0,-0.00582121326740137,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0697526912274768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751942804674962,0,0,0.122364709592822,0.517377018105002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871616931248443,0,0,0,0,-0.10573289289478,0,-0.0108604188176148,-0.00955635798645524,0,0,0,0,0,0
X601898.SH,0.051706146361447,0,0.00644676099378011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10758715472902,0,0,0.0236479453221354,0.289032278439159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106233541457024,0,-0.0450858505161491,0,0,0,0.159346947413612,0,0,0,0,-0.0126801307759428,0,0,0,0,0,0,0
