,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600688.SH,X300072.SZ,X600795.SH,X600362.SH,X601992.SH,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X600176.SH,X000709.SZ,X600157.SH,X600352.SH,X600027.SH,X000786.SZ,X000553.SZ,X000792.SZ,X000408.SZ,X600489.SH,X600219.SH,X002271.SZ,X601699.SH,X600808.SH,X000959.SZ,X000983.SZ,X601158.SH,X000883.SZ,X600339.SH,X000723.SZ,X002092.SZ,X002470.SZ,X600299.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.476346280175298,0,0.0722648897932077,0,0,-0.00879320776797874,0,0,0,0,0,0,0,0.0294169738926858,0,0.0101518420301561,0,0,0,0,0,-0.0216161689021209,0,0,0,0,0,0,0,0,0,-0.0223329987359599,0,0,0.0797943080423966,0,0,0.0267317498974187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.447473904273772,0,0.0111277561997759,0,0,0,0,0.0534902924807589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0712221258440381,0,0,0,0,-0.000629420369629242,0,0,0,0,0,0,0,-0.0354327805215571,0,0.0784675667857583,0,0,0,0,0,0,0,0,0,-0.010897814620803,0.0167332530163997,-0.0100621782082215,0,0,0,0,0
X601088.SH,0,0,0,0,0.168576448761416,0,0,0,0,0.187154142530992,0,0,0,0,0,0,0,0,0,0,0,0,0.0279435607780232,0,0,0,0,0,0,0.018279533810043,0,-0.0573738294815787,0,0,0,0.0915867715954787,0,0,0,0,0,0,0,0,0,0,-0.066879298638953,0,0,0.00960741113162912,0,0,0,0,0,0,0
X600019.SH,0,0,0.16464104391949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00492412319122253,0,0,0.159088100551779,0.3478034368711,0,0,0,0,0,0,0,-0.0118865059516656,0,0,0,0,0,0.128971752565614,0,0,0,0,0,0,0,0,0,0,0,0.0178189536420805,0.0067130935093928,0,0,0,0,0,0
X600585.SH,0,0,0.427788604076842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212749359486377,0,0,0,0,0,0,0,0,0,0,0,0,0.0378613797815779,0,-0.123080893277578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127563490030209,0.00698614914522738,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0658301248024074,0,0,0,0,0.140434033660989,0,0,0,0,0,0,0,0,0,0.054052883353084,0,0,0,0,0,0.081457477121305,0,0,0,0,0.0210245471357151,0,0.0635119769552348,0,0,0,0,0,0,0.035612850354476,0,0,0,0,-0.0103763884802273,0,0,0,0,0,0,0
X600309.SH,-0.0922239465172953,0,0.109716887865388,0,0,0,0,0,0,0,0,0,-0.0918217069166353,0,0,0,0,0,0,-0.157676922801554,0,0,0,0,0.0997653186089501,0,0,0.196687840818945,0,0,-0.0855454150016526,0,-0.0390925481004791,0,0,0,-0.132242212699868,0,0,0,0,0,0,0,0.492111896924367,0,0,0,0,-0.0112986115088046,0,0,0,0,0,0,0
X600011.SH,0,0,0.0753717954971866,0,-0.0734930788383345,0,0,0,0,0,0,0,0,0,0,0.0979328753646636,0,0,0,3.46944695195361e-18,0,-0.00493994322963786,0,0,0,0,0,0,0,0.00722303793675461,0,-0.0183189764843054,0,0,0,0,0,0,0,0.0315502831731416,0,0,0,0.082405131983097,0,-0.0579826739463842,0,0,0,-0.0338105374912415,0.0419113911626688,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.227492783864829,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0109268973913634,8.67361737988404e-19,0,0,0,0,0,0,0,0.00247211216880741,0.0186150948728506,0,0,0,0,0,0.0789462922365157,0,0.0469002818457419,0,0,0,0,0,0,0,0,0,-0.00176754160677128,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0690939517918194,0,0,0,0,0,0,-0.00497832570625731,0,0,0,0.106046542824184,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.163215772122063,0,0,0.0174789407055148,0.0368813112078698,0,0,0,0.0572560187006282,0.0980719835971282,-1.38777878078145e-17,0,0.390914946231983,0,0,0,0,0,0,0.0918180470710889,0,0,0.00872751477495771,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0475840567155619,-0.0589886817188534,0,0,0,0,0.246964990831905,0,-0.0769625465607907,0,0,0,0,-0.0119327568423839,0,0,0.0504134202190208,0,0.0647212383717246,0,0,0,0,0.0628923244868462,0,0.0414465826915586,0,0,0,0.106043265658998,0,0,0,0,0,0,0,0,0,-0.0269887510568561,0,0,0,-0.0315585236217587,0.0374739543854246,0,0,0,0,0,0
X600688.SH,0,0.242969333073128,0,0,-0.0153946785015501,0,0,0,0,0,0,0,0.0423554111283213,0,-0.0664004295150905,0,0.0583306603284995,0,0,0,0,0,0.0434667648463491,0,0.0999192463311338,0,0,-0.0936776996981475,0,-0.0820386308586631,0.0970300623569721,0,0.0240230232448441,0,0,0.0762572661039456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955815289653232,-2.16840434497101e-19,0,0,0,0.00593557975805106,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0.13624978794187,0,0,0,0,0,0,0,-0.0309545427784078,0,0.0631089871302033,0,0,0,0,0.178191394819276,0,0,0.0116309096455152,0,0.103351951216895,0,-0.129059242427902,0,0,0,0.0344711495579314,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541258159089982,0.0642954760931149,0,0,0,0,0,0
X600795.SH,0.320042720848889,0,0,0,0,0.176171145409716,-0.062776993018403,0,0,0,0,0,0.0275937146973267,0,0,0,0,0.0817537114830496,0,0.0887978769396238,0,0,0.00675356399051046,0,0,0,0,0,0,-0.0505737215843875,0,0,-0.0397789165822428,0,0.00651726480638607,0.0400300841393697,0,0,0,0,0,0,0,-0.145244341537496,0,0,0,0,0,-0.0038957193854848,0.0223043867583379,-0.0898866362137755,0,0,0,0,0
X600362.SH,0,0,0,0.183585981634169,0,0.0737958385075346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410135901800267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849458778796979,0,0.12967150931934,0,0,0,0,0,0,0,0,0,0,0,0,0.0100064983886797,0.0464623882081478,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291623954549619,0,0,0,0,-0.0211378337844914,0,0,0.143535634169907,-0.000425833494425379,-0.0184509944164967,0.170938704831554,0,-0.0105298904345843,0,0,0,0.171332669783738,0,0,0,0.0598650926314798,0.0224779339244189,0,0,0,0,0.0181899518583579,-0.022991806660999,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.0100361009468973,0,0,0.0136375584104369,0,0,0,0,0,0,0,0.116991809697531,0,0.720117465149307,0,0,0,0,0,0,0,0.152589026722532,0,0,0,0,0.18185801854056,0,0.00736546443881411,-0.0439023593762871,0,0,0,0,0,0,0,0,0,0,0.198426551869845,0,0,-0.014234694909615,0.053081453681029,0,0,0,0,0,0
X600547.SH,0,0,0.0268580643009289,0,0,0,0,0,0,0,0,0,0,0,0,0.146324928314944,0,0,0.0265111745835181,-0.0630364306017965,0.0643576560101413,0,0,0,0,0,0,0,0,-0.0708201311357748,0,0,0,0.608581608283121,0,0,0,0,0,0,0,0,0,0.0751968194347729,0,0,0,0,0,0.0101701535093239,-0.0161969582738857,0,0,0,0,0,0
X601991.SH,0,0,-0.0363243013295799,0,0,0,0.0820661680542738,0,0,0,0,0,0,0,-0.0613910509197338,0,0.0216752806290293,0,0,0,0,0,-0.0224813858245884,0,0,0,0,0,0,0,0.0443046234076412,-0.00642282158535126,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011639276717826,0,0,0,0,0.030950019850574,0,0
X002460.SZ,0,0,0,0,0,0,0.0760200817872716,0,0,0,0,0,0,0,0,0,0.715235590639355,0,0,0,0,0.0407004006663307,0,0,0,0,0,0,0,0.0475401540776635,0,0.117600021869745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183781268544074,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0802519738905788,0,-0.0630797051640812,0,0,0,0,0,0,0,0,0,0.079472627998328,0.035563443529345,0,0,0,0,-0.048729974069959,0,0,0,0,0,0,-0.0148406346593874,0.0170902426385755,-0.102094416451368,-0.00600166296511771,0,0,0,0.0112969111195584,0,0,0,0,0,0,0,0,0,0,0,0,-0.00425733878823119,0.0124710578673754,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105082023639264,0,0,0,0,0.0205346123528547,0,0,0.0734252617924272,0.190379640293545,0,0,0,0,0,0.0585381345205694,0,0.139900177447536,0,0,0,0,0,0,0,0.212552188741035,0,0,0.128634040830779,0,0.34658391768311,0,0,0,0,-0.0100659650308958,-0.017536283833022,0,0,0,0,0,0
X600516.SH,0,0,0,0.107836354070728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609086466512086,0,0,0,0,0,0.00216382906635985,0,0,0,0,0,-1.35525271560688e-20,0.263480457598921,0.313151781146528,0,0,0,0,0,0.51954437129331,0,0,0,0,-0.080109391792922,0.103977516438698,0,0,0,0,0,0
X000898.SZ,0,0,0,0.241616032996015,0,0,0.0436894940346186,0,0,0,0,0,0.0274331325891234,0,0.19622099385181,0,0,0,0,0,0,0.0380588667732053,0,0,0,0,0,0,0,0,0,0.0927635400144459,0,0,0,0,0,0.240386442780245,0,0,0,0,0,0,0.0858646103244569,0,0,0,0,0,-0.00413574633662383,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.177831578693726,0,0,0,0.117283889958532,0,0.0244267322751735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754840230086152,0,0.127837828658131,0.061555612910825,0,0,0,0,0,-0.138138575475566,0,0,0,0,0,0,0,0,0,0,0,0,0.0171737522804651,-0.00429231624520287,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.130505416091981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296604868332123,0,0.170970708878726,0.0307032316369655,0,0,0,0,3.46944695195361e-18,0,0.00458519638035698,0,0,0,0,0,0.115966371481341,0.13909030157717,0.0484199383226581,0,0,0,0,0,0,0,0,0,-0.0107570059781798,0.00857460134416434,0,0,0,0,0,0
X600157.SH,0,0,0,0.0138264971088583,0,0,0,0,0,0,0,0,0,0.0380783660065677,0,0,0,0,0,0,0,0.0518181552157948,0,0.0369664840183122,0,0,0,0,0,0,0,0.0193559477884634,0,0,0,0,0,0,0,0.00933341883431546,0,0,0,0,0,0,0,0,0,-0.0111580370006438,-0.00314785712020052,-0.0354636160200612,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0410095482290954,0,0,0.0792003970703301,0,0,0,0,0,0,0,0,0,0.126596932379659,0,0,0,0,0.193823934761307,0,0,0,0,0,0,0.0987685546482557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108458565725278,-0.00392831724634511,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.0661172078819673,0,0,0,0,0,0,0,0,0,0,0,0.100524123943799,-0.0691222746328699,0,0,0,0,0,0,0.00355712366070341,0,-0.0199366578968935,0,0,0,0,0,0,0,0.00978100556305414,0,0,0,0,0.0281364596998631,0,0,0,0,-0.00365943030305877,0.0177700239974835,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.062597812523131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535321773580625,0,0,0,0,0,0.0167070991862771,-0.0153052967325139,0,0,0,0.0915363894848244,0,0.166494346328226,0,0,0,0,0,0,0,0,0,0,0,0,0.0261326146843933,0,0,0,0,0,0
X000553.SZ,0,0,-0.123622651774346,0,0,0.590763802707841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475198148318604,0,0,0,0,0,0,0.121205596016254,0,0,0,0,0,0,0,0,0,-0.0481692361906508,0,0,0,0,0,0,0.308779794197975,0,0,-0.0276367892591004,0.0512337595881055,0,0,0,0,0,0
X000792.SZ,0,0,-0.00975251337237847,0,-0.17323178682812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318689276217073,0,1.05189202955489,-0.111641638447752,0,0,0,0,0,0,0.079549127029449,0,0,0,0,0,0.0246818413884221,-0.108953254339143,0,0,0,0,0,0,0,0,0,-0.0890397604425351,0,0,0,-0.0974021405624958,0,0,0,0,0,0
X000408.SZ,0,0,0,0,-0.121289548423536,0,0,0,0,0.113740521851081,0,0,0,0,0,0,0,0,0,0,0,0.0664395809433602,0.00644668256487839,0,0.145926866231901,0,0,0,0,0,0,0.17850052936665,0,0,0,0,0.371208936619759,0,0,0,0,0,0,0,0.0356045329785005,0,0,0,0,0.0130805823387647,-0.0777633713915263,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.0106544231316198,0,0,0.0401166869425631,0,0,0,0,0.135714139891211,0.0416435691952154,0,0.19678063416427,0,0,0,0.0333126746541096,0,0,0.026157762599917,0,0,0,0,0,0.0327366880709265,0,0,0,0,0,0,0,0,0,0,0,0.0271941221059795,0,0,0,0,0.0184733132362953,0,-0.00354886983365133,0,0,0,0,0,0,0
X600219.SH,0,0,0,0.207407101936026,0,0,-0.166711224573464,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033524653712552,0,0.0658346499556007,0.0690804951583128,0,0,0,0,0,0,0,0,0,0.0203632962565929,0,0,0,0.0474867988647578,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102980693260598,-0.015822126506247,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534745822906163,2.16840434497101e-19,0,0,0,0,0,0,-0.0141792391728268,0.0315074358513732,0,0,0.00553981845482143,0,0.0852472007154883,0,0.0153186411851765,0,0,0,0,0,-0.084533585745042,0,0,0,0,0,0,0,0,0,0,0,-0.0382854870073355,0.0264024724485711,0.222578512644155,0,0,0,0,0
X601699.SH,0,0,0,0.148255280443483,0.0134454558954789,0,-0.0733549628765978,0,0,0.19882072327198,0,0,0,0,0,0,0,0,0,0,0,0,0.102708611965238,0,-0.0560665846058382,0,0,0,0,0,0,0,0,0,0.0923459308903841,0,0,0,0,0.631440768058886,0,0,0,0,0,0,-0.00461039957011632,0,0,0.00612386773403803,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0.0164883229029663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730655331937777,0,0,0,0,0,0.167191797364669,2.16840434497101e-19,0.00681389574455432,0,0,0,0,0.0102536826454209,0,0,0.197625925615828,0,0,0,0,0,0,0,0,0,0.00482216713223693,-0.0208246292935775,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0.0437641610392184,0,0,-0.0424630221432323,0,0,0,0,0,0,0,0,0,0,0,0,0.172966815345756,0,0,0.432581355567937,0,0,0,0.0193446276884971,0,0.0122990198390136,0,0,-0.030282146391913,0.0398506459394417,0,0.227914673650984,0,0,0,0,0,0,0,0.15876201876041,0,0,0,-0.0362369550181907,0.0448873934975659,-8.67361737988404e-19,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543700263995047,0,0,0,0,-0.0243656494796025,0,0.182429133855464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244885445335549,0.240104693769748,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0.0826818809617011,0,0,0,0,0,0,0,0,0,-0.0356430710293302,0,0,-0.0107414483482433,0,0,0,0,0.0103662358418674,0,0,0,0,0,0.0104477123202284,0,0,0,0,0,0,0.00239700407112722,0,0,0,0,0.0396311325823441,0,0.0946709412223869,0,0,0,0,-0.00490869675344531,0.019287417044455,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0558454545640437,0.109571477204447,0,0,0,0,0,0.0130256096170508,0,0,0,0,0.0126137426440933,0,0,0,0,-0.00729712094813273,0,0,0.038480750465665,0,0,2.71979877307336e-05,0,0,0,0,0,0,0,0,0.0472657914898033,0,0.116726302610219,0,-0.0360369998811921,0.00264364049174975,-0.00478538021000198,0,0,0,0,0,0
X600339.SH,-0.183764944567461,0,0,0,-0.0330120169787241,0,0,0,0,0.0525235983171955,0.115973324958162,0,0,0,0,0,0,0,0,0,0,0.0710506741250166,0,0,0,0,0,0.0309877484793295,0,0,0.305251839628665,-0.0422512427905359,0,0.310906095050266,0,0,0,0,0,0,0,0,0,0,0,0,0.113029365372446,0,0,-0.0233809938079113,0.0196928093214749,0,0,0,0.0988410796865192,0,0
X000723.SZ,0,0,-0.0515062639459546,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0605369764077443,0,0.146861697850846,0,0,0.0546560701956022,0,0,0,0,-0.00833055481635424,0,0,0,-0.0563793597282486,-0.0058877081171898,0,-0.0470669276770647,0,-0.101683816305399,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400164220131277,0.0380080595082875,-0.16681613594836,0,0,0,0,0
X002092.SZ,0,0,0,0,0,0,0.162516600683452,0,0,0,0,0,0,0,0,0,0,0,0.148291178274508,0,0,0.465558190592057,0.175747733816773,0,0,0,0,0,0,0,0.0114022866994692,0,0,0,0,0.0158613338216757,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00212204866285783,0.0137209553072614,0,0,0,0,0,0
