,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600803.SH,X600027.SH,X600426.SH,X601699.SH,X601991.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X600219.SH,X600160.SH,X300037.SZ,X000629.SZ,X002080.SZ,X600688.SH,X000539.SZ,X600378.SH,X600985.SH,X600157.SH,X600348.SH,X600612.SH,X000932.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.558877995073984,0,0,0.121671821123099,0,0,0,0,0,0,0,0,0,0,-0.157548661627329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486513292782334,0.0310621783076258,0,0,0,0,0,0,0.0805807551824575,0,0,0,0,0,0,0,0,0,0,0.11387847846162,-0.0401035902053854,0.110485237490406,0,0,0,0,0
X600028.SH,0.669463351775499,0,0,0,-0.0997310388860677,0,0,0,0,-0.0421777055060393,0.082003779694064,0.0577296568509512,0,0,0,0,0,0,0,0,0,0,-0.0179623904827982,0,0,0,0,0,0.0644862053247967,0,-0.0349086447337383,0,0,-0.0163051455435744,0,0,0,0,-0.0119909532946865,0,0,0,0,0,0,0,0,0,0,0,0,0.0170760393401302,-0.0259870541473461,0,0,0,0,0,0
X601088.SH,0.0567480257506369,0,0,0,0,0,0,0,0,0,0.0331774797663787,0,0,0.232614688434149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608430340618233,0,0,0,0.0173364261702705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250093104061129,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0958865612510329,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563411111912862,-0.0768360747810568,0,0,0,0,0,0.267339068290916,0,0,0,0,0,0.11147922737961,0,0,-0.0490264427254043,0,0,0.0171128762057205,0,0,0,0,0,0,0,0,0,0.0213383411122646,0,0,-0.061573685377003,0.0415853190614265,0,0,0,0,0,0
X600188.SH,0.0634698717418898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602347818745946,0,0.307488787023626,0,0,0.0381320963537128,0,0,0,0,0,0,0,0,0,-0.0541799151925881,0,0.166847324244604,0,0.118169397797639,0,0,0,0,-0.00993022247578225,-0.0671219474218996,0,0,0,0,0,0
X600011.SH,8.67361737988404e-19,0,0,0,0,0,0,0.0727941908548271,0,0,-0.184517651469635,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.162643671490648,0,0,0,0.331702161872997,0,0,0.0512266910208264,-0.0723636927819909,0,0,0,0,0,0,0,0,0,0,0.0432192567275483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.00171946968659112,0,0,0.132420114543367,-0.0177933884565178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32545166404546,0,0.0512618920590609,0,0,0,0,0,0,0,0,0,0.0791517165956611,0,0,0,0,-0.0117941443580903,0.0542811430377314,0,-0.0145779715900831,0,0.0194035575267914,0,0,0,0,0,0,0,0,0,0.0121822115332429,0,0,0,0,0,0
X600019.SH,0,0.0896996564618313,0,0,0.0935191642824842,0,0,0,0,0,0,0.0281961446021019,0,0.010902229544477,0,0,0,0,0,0,0,0,0.0795085808242696,0,0,0,0,0,0.0382768053983007,0,0.0796619406388167,0.0442487258721245,0,0,0,0,0,0.00989386822020764,-0.0717335103915314,0,0,0.0921033128326012,0,0,0,0,0,0,0,0,0,0.146340531395924,-0.0145268035516691,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.43883715649769,0,-0.00861958403586134,0,0,0,0,0,0,0,0,0.0692695129157666,0,0,0,0,0,0,0,0,0,0,-0.0364241425307266,0,0,0,0.191146934406091,0,0.0720977308508301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260588268422175,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.468302533428518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104092001572284,0.0745861320735742,0.106554730582509,0,0,0.0230335717281622,0,0,0,0,0,0.225147319561756,0,0.00544457912789945,0,0,0,0,0,0,0
