,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600660.SH,X600011.SH,X002466.SZ,X002271.SZ,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X600547.SH,X000301.SZ,X601898.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X002080.SZ,X600795.SH,X300073.SZ,X600027.SH,X600688.SH,X000807.SZ,X600801.SH,X002353.SZ,X600352.SH,X600489.SH,X300037.SZ,X000825.SZ,X000959.SZ,X000932.SZ,X601699.SH,X000630.SZ,X600157.SH,X600486.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780263010214639,0.0895599434974611,0,0.106635852391918,0,0,0,0,0.0673934325635812,0,0,0,0,0,0,0,0,-0.0351252539419313,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.043064559063942,0,0,0.00171565889105317,-0.0172112379005393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039859934812133,0,0.09746092284547,0,0,0,0,0,0,0,0.0623315827431416,0,0,0,0,0,-0.00136092270124709,-0.00591283703779967,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170053306719439,0,0,0,0,0,0,0,0,0,0,0.0876343839200771,0,0,0,0,0,0,0,0,0,0.120493022302724,0,0.00331797822191261,0,0,0,0,0,0,0,0.0956389516960092,0,0,0,0,0,0,-0.00623762692322132,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0724192263876717,0,0,0,0,0,0,0,0,0,0,0,0,0.010271243486272,0,0,0,0,0.0259129998341789,0.0733121631487921,0,0.0761911678962946,0,0,0,0,0,0,0,0,0,0.0275869825891813,0,0.000900976716371213,0.0403346492920782,0,0,0,0,-0.00144235753671045,-0.0143032382270628,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999124922274408,0,0,0.0634667448194665,0,0,0,0,0,0,0.137981514343479,0,0.0198958661021242,0.0562416374288689,0,0,0,0,0,0,0,0,0,0,0.362240719797311,0,0,0,0,0.0137435048541246,0,0,0,0,0,0,0,0,-9.43956727371513e-05,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.10695009350973,0,0.593987283364804,0,0,0,0,0,0,0,0.0285158794742773,0,0,0,0,0,-0.0813046472482692,0,0,0.0226069526255395,0,0,0.0738855058117733,0,0.0948346177611281,0,0,-0.0175663711386393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114843392525964,0,0,0,0,-0.0944780189514006,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.238410507654109,0,0,0.205278230511241,-0.0900432106817482,0,0,0,0,0,0,0.166336617371363,0,0,0,0,0,0.0955286407510589,-0.0787801218259375,0,0.143793555753877,0,0,0.0850121134278918,0,0,0,0,0,0,-0.100004393245699,-0.28660080363452,0,0,0,0,0,0,0,0,0,0,0,0,0.000384048895616675,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0374751703491685,0,0.0301433904487062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108594434454176,0,0,0,0,0,0,0,0.13826672274841,0,0.289150440167063,0,0.0155866602595317,0,0,0,0,0,-0.000843933763912182,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.00669737452165309,0,0,0,0,0.494148931409632,0,0,0,0,0.236421625246811,0,0,0.050322696548685,0,0,0,0,0,0.0234183199255042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739196609325529,0,0,0,-0.0150329688870618,0,0
X600660.SH,0,0,0,0.264288760027016,0,0,0,0,0,0,0,-0.121034735228225,0,0,0,0,0,0,0,0,0,0,0,0,0.0279014190153812,0.0099003822256486,0,0,0,-0.0507667544672345,0.0415913847982553,0,0,0.0755121195782584,0,0,0,-0.130309850703924,0,0,0,0,-0.0122038830227075,0,0,0,0,0,0,-0.0676266540973829,0,-0.0296489935733942,0,0,0,0,-0.0495065610511902,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396353114732339,0,0.114339931640553,0,0.184291127547603,0,0,0,0,-0.0325020933780213,0,0,0,0,0.101018192843724,0,0,0.436338930675769,0,0,0,0,0,0,0,0,0,0,0,0,0.261878225616991,0,0.0843997827721161,0,4.33680868994202e-19,-0.0082532541716958,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.616053845616532,0.0805389771534274,0,0.122668991182544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239911288641539,0,0,0,0,0.0442120263719784,-0.0472781890520283,0,0,0,0,0,0,0,0,0.0305442724502196,0,0,0.0353809284333906,0,0,0,0,0,-0.0199240997774724,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0416480200775046,0,0,0,0,0,0,-0.106224092982062,0,0,0,0,0.192154737626733,0,0,0.0804946790584395,0,0.683144170319598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232760102968601,0,0,-0.0055288745031935,0,0,0,0,3.46944695195361e-18,0,0
X000877.SZ,0,0,0,0,0,0,-0.018586863293192,0.273123529176443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325152939779325,0.117217483370784,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417755233604954,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0440523465967615,0,0,0,0,0,-0.235737526671942,0,0,0.0480751582406383,0.232784048882959,0.27331314067843,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.182155752436832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261173555760031,0,0,0,0,0,0.0508386822511371,0,0,0,0,4.33680868994202e-19,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.140426996822809,0,0.00990369464585702,0,0.0779889677211574,0,0.0997065552368336,0,0,0,0,0.0632877864626074,0,0.0818813941663339,0,0,0,0,0.0169314275439225,0,0,0,0,0,0,0,0,0,0,0.0317863582022673,0,0,0,0,0.0449274509636157,0.0493919603919734,0,0.0127860638216211,0,0,0,0,0,0,0.0231074713543878,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.168672875622609,0,0,0,0,0.0245301012845712,0,0,0,0.0380363752794012,0,0,0,0,0,0,0,0,0,0,0.00663076021084003,0,0,0,0,0,0,0,0.186909580938743,0,0,0,0,0,0.166560325933216,0,0,0,0,0,0,0,0,0.0236535763968223,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0507960692392783,0,0.0769516390583841,0,0,0,0,0,0.0338073144479733,0,0,0.0423513750567564,0,0,0,0,0,0,0,0,0.0263014115665108,0,0,0,0,0,0,0,0.50762967620119,0,0,0,0,0,0.119919848383085,0,0,0,0,0,0.107733493710445,0,0,0.0693268942128818,0,0,0,0,0.0366000099737271,0,0
