,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600160.SH,X600352.SH,X600583.SH,X600623.SH,X000027.SZ,X000539.SZ,X600309.SH,X000629.SZ,X600660.SH,X000792.SZ,X002466.SZ,X000709.SZ,X000630.SZ,X000898.SZ,X000060.SZ,X600098.SH,X000883.SZ,X002470.SZ,X600021.SH,X600547.SH,X000012.SZ,X600489.SH,X002004.SZ,X600578.SH,X600315.SH,X600863.SH,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.238409863362211,0,0,0,0,0,0,0,0,0,0,0,0.0269325602009319,0.0889148019578665,0,0,0,0,0,0,3.46944695195361e-18,0,0.0921492773046965,0,0,0,0,0.0723323300698244,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218350650427129,0,0,0,0,0
X600028.SH,0.300395275838883,0,0,0,0,0.0333205068519063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695949797623364,0,0,0,0.165373393562871,0,0,0,0,0.0478229230583787,0,0,0.00540477456901018,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0178432717590278,0,0,0,0,0,0,0.0118713997170278,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.315388574447518,0,0,0,0,0,0,0,0,0,0,0,0.0917364098119078,0,0,0,0,0,0,0,0,0,0,0,0,0.0530956709858837,0,0,0.0324939589890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00717426256981996,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108932185620247,0,0,0.0016723542999011,0,0,0.14915062229578,0,0.0725476750288067,0,0,0,0,0,0,0,0,0.0146363252837985,0,0,0,0,0.0219818700793976,0.0623762747413378,0,0,0,0,0.0404738874522868,0,0,0,0,0,0,0,0,0,0.0180564132378703,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00163394046830531,0,0,0,0,0,0,0.265781605541105,0,0.124997988809485,0,0,0,0,0,0,0,0,0.109400554389298,0,0,0,0,0,0,0.108678962869255,0,0,0,0,0,0,0,0.0102034233937593,0,0,0,0,0,0,-0.00497033807783828,0,0,0,0,0,0,0
X600585.SH,0,0.148973199080818,0,0,0,0,0,0,0,0,0,0,0,0.132008135229295,-6.93889390390723e-18,0,0,0,-0.0106947501419977,0,0,0.0297391545975065,0.0456292873216426,0.12893200268373,0,0,0,0,0.00887666016951554,0,0,0.0502306995847917,0.201508282894374,0,0,0.042506417513172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243072399589309,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200108080579805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101286047355409,0,0,0.0871282563950311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212321277923347,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0616221489633973,0,0,0,0.12087859283305,0.0885981403247598,-1.73472347597681e-18,0,0,0.0824451182643535,0.00295491423393245,0.0233543883359731,0,0,0,0.0333755028870144,0,0,0,0,0.0606472628149917,0,0.195255727643531,0,0,0.0541259500810435,0.0198960669430888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.022260570878854,0,0,0,0,0,0,0,0.00855610638253489,0,0,0.0972910943713787,0,0,0.0901963507912427,0,0.0319722774000331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180933687654985,0.0812278074042393,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00306589657307428,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0626395130319473,0,0,0,0.171764586195461,0,0,0,0.0125237539989552,0.181483310890996,0,0,0,0,0,0,0,0,0.0474666655321952,0,0,0,0.126008728386967,0,0,0.150729643675224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432113479722835,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192470682069293,0,0,0,0.0675312034970023,0.0486335061000945,0,0,0,0,0.101391308684942,0,0,0,0,0,0.00448331843363114,0,0,0,0.161857517185519,0.156577556512108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
