,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X601600.SH,X600362.SH,X600886.SH,X600489.SH,X600801.SH,X600010.SH,X601898.SH,X000786.SZ,X600352.SH,X600111.SH,X600176.SH,X600188.SH,X601991.SH,X600299.SH,X600426.SH,X600795.SH,X600688.SH,X002080.SZ,X600529.SH,X002466.SZ,X600027.SH,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X002353.SZ,X600219.SH,X600486.SH,X000301.SZ,X600126.SH,X000932.SZ,X000878.SZ,X600516.SH,X000723.SZ,X002075.SZ,X000027.SZ,X000630.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0420784072951013,0,0,0,0,0,0,0,0,0,0,0,0,0.019340350174778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659026875545956,0,0,0,0,0,0.0349175788353622,0,0.0801836087386979,0,0,0,0,0,0,-0.000284042358462289,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059719428423488,0,0,0,0,0,0,0,0,0.0220819570537617,0,0,0,0,0,0.0763028700476338,0,0,0,0,0,0.105693991195901,0.00437600892726125,0,0,0,0,0,0,0.000140729244991007,0.00589822887519206,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00174729980195939,0,0,0,0,0,0,0,0,0,0,0,0.170635361352543,0,0,0.0384996547417636,0,0,0,0,0,0,0.0245935503075846,0,0,0.0638023585510788,0,0.00324780013447625,0,0,0,0,0,0.029252820643382,0,0,0,0,0.182682723219217,0,0,0,0,0,0,0,-0.000488970356073336,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0248864701755664,0,0,0,0,0,0.0131815140634688,0,0,0,0,0,0,0,0,0,0,0.0776519974955598,0.0162095311281388,0,0,0,0,0,0,-0.00692693446234758,0,0,0,0.110639886494383,0,0,0,0,0,0,0,0,0.059396435474067,0,0,0,0,0,0,0,0.0102707752007521,0.00589533724827979,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.110872021537076,0.0721239136419977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235552696110115,0,0,0,0,0,0,0,0,0.0428076516634707,0,0,0,0,0,-0.032803111144268,0,0.0593288097891878,0,0,0,0,0.038085538740736,0,0,-5.42101086242752e-20,-0.0188244970229942,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726087477118598,0,0,0,0,0,0,0,0,0,0.0716013196476172,0,0,0,0,0.00201656372370406,0.00469713150584183,0,0,0.0338983430434305,0,0,0,0,0,0,-0.0323102194361422,0,0,0,0,0,0,0,0,0,-0.0206323346696185,-0.0109232228646339,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0902371347490642,0,0,0,0,0,0,0,0,0,0.0301127409858885,0.0509774095639076,0,0,0,0,0,0,0,0,0,0,0,0.0390483263437573,0,0.039959135231799,0,0,0,0,0.183724200491129,0,0,0.0873833055364944,0,0,0,0,0,0.00160773616834456,2.71050543121376e-20,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.143400823806428,0,0,0.0439440315100156,0,0.0713846566665399,0,0,0,0,0,0.116213417589515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141203125132843,0.168446255243043,0,0,0,0,0,-0.00869708106391423,-0.00906972944624227,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0244762362082234,0,0,0,0,0,0,0,0,0,0.283418811360702,0,0,0,0,0,0,0,0,0,0,0,0.11973002436584,0,0,-0.0187475143064282,0.101696954981136,0.0774187863714395,0,0,0,0,0.0388172411376578,0,0,0.159856590906473,0,0.0758460277710895,0,0,0,0,-0.00971969464371608,-0.0252747792176919,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405649572466707,0,0,0,0,0,0,0,0,0,0.331802571975923,0.0688677422029173,0,0,0,0,0.147065449832307,0,0,0,0.140219605493887,0.183006902571339,0.0307741185502208,0,0,0,0,0,0,0,0,0,0.048710192713338,0,0,0,1.0842021724855e-19,-0.0166546350016669,0,0,0,0,0,0
