,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600011.SH,X600886.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X600489.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600803.SH,X600111.SH,X600027.SH,X002460.SZ,X600426.SH,X601991.SH,X600160.SH,X000301.SZ,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X000807.SZ,X000630.SZ,X002128.SZ,X601168.SH,X600176.SH,X000933.SZ,X600985.SH,X600096.SH,X000877.SZ,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X002271.SZ,X000932.SZ,X002409.SZ,X600801.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.265480129137479,0,0,0,0.0691662212584623,0,0.0917759581848032,0,0,0,0.237484704573492,0,0,0,0,0,0,0,0,0,-0.0303266480680848,-0.272832515892353,0,0,0,0,0,-0.0291277306054429,0,0,0,0,0,0,0,0,0,-0.0346623181710018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188962443677015,0,0
X601088.SH,0.310201856695473,0,0,0,0.0738192584361781,0,0.16863714263127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918285549622556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022439290754161,0,0.0484608709906804,0,0.0276862626522378,0,0,0,0,0.00634415303189719,0,0
X600028.SH,0.494835103046758,0.0666384871467856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01194483335801,0,0,0,0,0.0311278493143226,0,0,0,0,0,0,0,0,0,0,0,0,0.00289853634040918,-0.021188808346397,0,0,0,0,0,0,0,0,0.00652727572110428,0,0
X600309.SH,-0.166487532936414,0,0,0,0,0,-0.0163979195460253,0,0,0,0,0,0,0,0,0,0.0394870402484919,0,0,0.0662678541555293,0,0,8.67361737988404e-19,0.0697312283459788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164961969251999,0,0.20392497120454,0,0,0,0,0,-0.0107555055917075,-0.0160707808606747,0,0,0,0.0100607919804492,0,0
X601898.SH,0,0.0133832717078362,0,0,0,0,0.188143797370268,0,0,0,0,0,0,0,0,0,0,0.108252729192023,0,0,0,0.0205078758611921,0,0,0,0.0072424593201668,0,0,0.258992491337963,-0.022837645413835,0,0,0,0,0,0,0,0,0.212889392983696,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0127525135605097,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.197982853141564,0,0,0,0,0,0.0658442548398872,0,0,0,0,0,0,0.160849527949987,0,0,0,0,0,0,0,0,0,0,0,0,0.0279324096214828,0,0,0,0,0.0562802618175918,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.259272875441916,0,0,0,0,0.0108792928194381,0.0628919928074182,0,0,0,0.009013329103046,0,0
X600188.SH,0.157227624107758,0,0,0,0.207399692524052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290127884523467,0,-0.0678905526143967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244739745904343,0,-0.0365578566832,0,0,0,0,-0.0363395033412781,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455477287417523,0,0.277027945640281,0,0,0,0,0,0,0,0,0.00778754451201697,0,0,0,0,0,0,0,0,0,0.00986493399425551,0,0.0970820447865308,0,0,-0.0169785384290643,0,0,0.0444646669297126,0,-0.057286482592005,0,-0.0519537560009468,0,0,0.12681999507602,-0.043398984163791,0,0,0,0,0,0,0
X600011.SH,0.0292345854522041,0,0,0,0,0,0,0,0,0,0,0,0,0.161732258556776,0,0,0,0,0,0,0,0.15629211979628,0,0,0.348754450801487,0,0,0,0,0,0,0,0,0,0.0406319341681753,0,0,0,0,0,0,0,0.042674448897693,0,0,-0.00802511100391424,0,0,0,0,0,0.0572130486380765,0,0,0,0,-0.0840118853690941,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168995523937216,0,0,0,0,0,0,0,0,0,0,0.0640715372189529,-0.113828388419848,0,0,0,0,-0.0876942387492491,0,0,0,0,0,0,-0.0361727146344962,0,0,0,0,0.150586686007311,0,0,-0.00216175202585008,0,0.0253822987685329,0,0,-0.133588502598843,-0.0193902986524299,0,0,0,0,-0.00603056716430603,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0958209897955503,0,0.0601320257009957,0.0365902529918033,0,0,0,0,0,0,0,0,0,0,0.0522470160701089,0,0,0,0,0,0,0,0,0,0.0589755112355675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482034221216485,-0.0290246098214832,0,0,0,0.0681917065747654,0,0
X600660.SH,0,0,0,0,0,0,-0.142482359857791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427099060287839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134601444011956,-0.000677661856093947,0,0,0,0,-0.0153386445489918,0,0,0,0,0,0,0,0,0,0,-0.00476903809496328,0,0
X601600.SH,0.0186561448142057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143958020579727,0,0,0,0,0,0.0731734389434329,0.221587485939586,0.254214157533529,0.0967331382518482,0.0487586300787161,0,0.275097448316284,0,0,0,0,0.0851588832335965,0.014641438998322,0,0,0,0.0634947842939292,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.316982203184455,0,0,0,0,0,0,0,0,0,0,0,0,0.348902213719285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00531993969935089,0.0586019331877057,0,0,0,0,0,0,0,0,0,-0.0214107130543077,0,0,0,-0.0390179151582548,0,0
X600489.SH,0,0,0,0,0,0,-0.0935167961659884,0.522022728393225,0,0,0,0,0,0,0,0,0,0.0797565108055095,0,0,0,0,0,0,0.021445520505185,-0.131821387863586,0,0.226009716033412,0.0425105904438361,0,0,0,0,0.0690105932463765,0,0,0,0,0,0,0.0417282774341466,0.046031777252138,0,0,0,0,0,0.0189397313052981,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11489600190431,0,0,0,0,0,0,0,0.283251053364505,0,0,0.0157569374723601,0,0,0,0.0183691170787402,0,0,0,0,0,0.00719213842803656,0,0,0,0,0,0.0319478794708434,0,0,0,0,0,0,0,0,0,-0.0145274994174083,-0.0227090092956108,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0194879908653236,0,0,0,0,0,0,0,0,0,0.0225080461232821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416540431914701,0,0.381291791109939,0,0,0,0,0,0.00650342422030207,0,0,0,0,0,0,0,0,0,0.00169191245193035,0,0,0,0,0.00438666674014344,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0426187662867121,0,0,0,0.00769266292474229,0,0,0,0,0,0,0,0,0.0152424861696135,0.0146382700562444,0,0,0,0,0,0,0,0,0,0,0,0,0.183661503294361,0,0,0,0,0,0.0591531848078563,0,0,0,0.217005263468774,0,0,0,0,0,0,0,0,0
X600010.SH,0,-0.0398332831848275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446929868551116,0,0,0,0,0,0,0,0,0,0,0,0,0.0327289993778959,0,0,0,0,0,0,0.10435432238812,0.013225527275415,0,0,0,0.0383154071877702,0,0,0,0,0,-0.00824227240888078,-0.0118957188724828,0,0,0,0.00736692521843442,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0511654929312872,0,0,0,0,0,0,0,0,0,0,-0.00240995582876662,0,0,0,0,0,0,0,0,0.0767215319201136,0,0,0,0,0,0.0896218368079092,0,0,0,0.061931416253794,0.0632184338054155,0,0,0,0,0,0,0.0393404967798155,0,0.145354587228773,0,0,0,0,-0.0948893457425476,0,0
X600111.SH,0,0,0,0,0,0,0,0.0562563516552573,0,0,0,0,0,0,0,0.00700712744063555,0.0748461607181731,0.195704188349973,0.140721833913234,0,0,0,0.308792153629976,0,0,0,0,0,0,0,0,0,0,0,0,0.0199710843471737,0.100830963533034,0,0,3.46944695195361e-18,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00689608106392196,-0.0201788578795507,-0.0701219671804261,0,0,-0.0368785858898435,0,0
X600027.SH,0,0,0,0,0.0277550867407572,0,0,0,0.591154605609081,0.0837659873401428,0,0,0,0,0,0.111369690081027,0,0,0,0,0,0,0,0,0.32216285156639,0,0,0,0,0,0,0,0,0,0,0,0,0.0981536536825181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0142055661621856,0,0,0,0,0.00100718492740931,0,0,0.0959184273686693,0,0,0,0,0,0,0,0,0,0.00340585882527991,0.0612517688234528,0,0,0.808940596623532,0,0,0,0,0,0,0,0.0213941144244953,0,0,0,0,0,0,0,0.0629717371528061,0,0,0,0,0,-0.0512110143623917,0,0,0,0,0.00494156186124431,0,0
X600426.SH,0,0,0,0,0,0,-0.235084822525898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021892940942558,0,0,3.46944695195361e-18,0,0,0,0.30400658413572,0.124691231258334,0,0,0,0,0,0.00283325853060397,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0503645568553658,0,0,0,0.0076898544675772,0,0
X601991.SH,0,0,0,0,0,0,-0.0634484757294259,0,0.27492455539541,0,0,0,0.118082085928109,0.114701046094982,0.025092265296046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154173064292498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205342184421111,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0.178131436701083,0,0,0,0,0,0.12149419244872,0,0,0,0,0,0,0,0,0,0,0,0,0.0352705721984627,0,0,0,0.24235224519796,0,0,0,0,0,0,0.0385687510787329,0,0.111205878236658,0,0.164757852157531,0,0,0,0,0,-0.0363995464839251,0,0,0,0,-0.101974914501491,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0691295137181695,0,0,0,-0.0398834281939166,0,0,-1.0842021724855e-19,0.108740424057462,0,0.0288174138629708,0,0.0466135543711906,0,0,0.123918542448866,0,0,-0.0961317159553906,0,0,0,0,0,0,0,0,0,0,0.167300209560242,0,0.0115472394786454,0,0.188959483206719,0,0,0,0,0,0.0687284413652929,0,0,0,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.0616045006912674,0,0,0,0,0,0,0,0.0116455739222359,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.435572838801964,0,0,0,0,0,0,0,0,0,0,0.0304740310301143,0,0.128347293900518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.33164585101849,0,0.159901797776852,0,0,0,0,0,0,0,0.0761727119110268,0,0,0,0,0,0,0,-0.0203334130827153,0,0,0,-0.0564371987343331,0.31169293222236,0,0,0,0,0,0,0,0,0,0,0.205185195482193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170576848576995,0,0,0,-0.0155622572859334,0,0
X002466.SZ,0,0,0,0,0,0,0,0,-0.0572606743735167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753055488345907,0,0,0,0,0,0,0,0.129221252847085,0,0,0,0,0,0.0366557360805857,0,0,0,0,-0.0506988792119843,0,0,0,0,0,0,0,0,0,0.0831659068181892,-0.0438186513326744,0,0,0,-0.0295125691231039,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.229889647434401,0,0,0,0.0928235410489534,0,0,0,0,0,0,0,0.166865493538135,-0.0195715724029168,0,0,0,0,0,0,0,0,-0.164395648364772,0,0,0.204319318865848,0,0,0,0,0.161513664843847,0,0,0,0,0,-0.00560397579100324,0,0,0,0.0433065034204445,-0.0496130294611692,-0.122236998303326,0,0,-0.036395513076965,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.144126103914952,0,0.112204282494922,0,0.0919786675341414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20849641193984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311140279754416,0,0,0,0,-0.00655759719827384,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.146305746647325,0,0,0,0.147328396307903,0,0,0,0,0.0331116945428509,0.0749018509015152,0,0.066495189332436,0,0,0,0,0,-0.0366620082565098,0,0,0,0,0.0382923278821658,0,0.299366197723701,0,0,0,0.0398460857496589,0,0,0,0,0,0.0378452512668324,0,0,0,0,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0366302460872548,0,0,0,0.722138066863884,0,0,0,0,0,0,0,0,0.0304022384346536,0,0,0,0,0,0,0,0,0,0.0627187358170645,0,0,0,0.0490211930439401,0,0,0,0.0425179727847356,0,0.0154830905141126,0.0286041756945161,0,0,0,0,0,0,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.124830857235961,0,0,0,0,0,0,0,0,0.0779674517710712,0,0,0,0.00130847649768941,0,0,0.140814043475438,0,0,0,0,0.0607018755087283,0,0,0,0.191253259540186,0,0,0,0,0,0,0,0.0471615207537295,0,0,0,0,0,0,0,0,0,0,-0.104510569218269,0,0
