,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X600011.SH,X002271.SZ,X600111.SH,X000877.SZ,X002466.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X601699.SH,X000786.SZ,X600803.SH,X600801.SH,X000723.SZ,X600096.SH,X601991.SH,X600295.SH,X600486.SH,X000408.SZ,X000932.SZ,X600219.SH,X000959.SZ,X600027.SH,X600985.SH,X000630.SZ,X000807.SZ,X600141.SH,X000830.SZ,X601666.SH,X600157.SH,X600489.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.145418249997427,0,0,0,0,0,0,0,0.180246619820758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162358152628177,0,0.0542027787790428,0,0.0646451773751138,0,0,0,0,0,0,0,0,0,0.0603157919771557,0,0,0,0,0,0,0,-0.0187633462101389,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.052582078335056,0,0,0,0.178438251991343,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0112800823038358,0,0,0,0.000330412746503612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34499425566624,0,0,0,0,0,0,0,-0.0441933133382507,0,0.0137419125566917,0,0,0,0,0,0,0
X600028.SH,0.0182077153277443,0,0,0,0,0,0,0,0,0.0578560416868313,-0.000625261415986464,0,0,0,0,0,0,0,0,0.0244343413635854,0,0,0.0299324641196642,0,0,0,0,0,0,0,0,0,0.000378419923443553,0,0.0766952094316191,0,0,0,0,0,0,0,0.049646708453485,0,0,0,0,0,0,0,0,-0.0191661249908357,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0322073696175518,0,0,0,0,0,0,0.0276723419578228,0,0,0,0,0.0916943071189937,0,0,0,0,0,0,0,0,0,0,0,0,0.0327753802836134,0,0,0,0,0.183149564332788,0,0,0.10502224083935,0,0,0,0,0,0,0,0,0,0.00311882499193726,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0984687368828664,0,0.431239479724338,0.0343775834169943,0,0,0.00963768304387086,0,0,0,0,0.0196851288945355,0,0,0,0,0,0,0,0,0,0,0,-0.0018357864865574,0,0,0,0,0,0,0
X600188.SH,0,0.678613237513825,0,0,0,0,0,0.148395539276829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565751777028544,0,0,0,0,0,0,0,0,0.0553587366410122,0,0,0.166672488625762,0,0,0,0,0,0.056377177538582,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.017721750069983,0,0,0,0,0,-0.038925951003862,0,0,0.436872598915637,0,0,0,0.0277996771100033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201900408760838,0,0.229044902039124,0,0,0,0,0.0980871988771864,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002460.SZ,0,-0.0562408644925134,0,0,0,0,0.0404929775607858,0,0,0,0,0,0.0855655908946463,0,0.588216411493997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117935132199189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184832676174391,0,0,-0.0622226025989897,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177847049212388,0,0,0,0.0778929941425943,0,0,0.278305146186676,0,0,0,0,0,0.0113885191634308,0,0,0.0392019905198422,0,0,0,0,0,-0.0222547315527934,0,0,0,0,0,0
X601898.SH,0,0.234052291622087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15410722488657,0,0.0795120003294553,0,0,0,0,0,0,0.0938056485220172,0,0,0,0,0,0,0.160914239424297,0.0702409518689158,0.0638479608500286,0,0,0.031013942300902,0,0,0,0,-0.0212670292857153,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132465477417501,0,-0.068297806054201,0,0,0,0,0,0,0,0,0,0.579604108496284,-0.045537381453153,0,0,0,0,0,0,0,0,0,-0.0416518694733069,0,0,0.487417900965544,0,0,0,-0.0255233167209585,0,0,0,0,0.481768829091318,-0.242011988253905,0.0211793937541638,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.120435135035666,0,0.260136166395142,0,0,0,0,0,0,0,0,0,0.171436732407454,0,0,0,0,0,0.0944858603119424,0,0,0,0,-0.00761241434253402,0.00466480041014304,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.248720611545388,0,0,0.0609556299291581,0,0,0.071081560473106,0,0,0,0.388448024009016,0,0,0,0.140029824680516,0,0,0,0,0,-0.0204340324702971,0,0,0,0,0,0,-0.0845873378843696,0,0,0,0,0,0,0,0,0.191345485064523,0,0,0,0,0,0,0,0,0.0367779539624711,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740832047558392,0,0,0,0,0.0642253600674088,0,0,0,0,0,0,0,0,0.377287362108341,0,0,0,0.0437017796704436,0,0,0.0141296568164079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202909164636766,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.97776663983844,0,0,0,0,0,-0.0617972075050719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680493753591814,0,0,-0.030326450897362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652004390067083,-0.0648802206406228,0,0,0,0,0,0
X600660.SH,0,-0.0590121090308428,0,0,0,0,-0.0240031193603295,0,0,0,0.041634152917404,0,0.216980169053011,0,0.0514871802771123,0,0,0,0,0,0,0.148080105360761,0,0,0,0,0,-0.0394326913370321,0,0.235934282402725,0,0,0,0,0,0.157417681906836,0,0,0,0,0,0,-0.0995232911687111,0,-0.0368691386208811,0,0,0,0,0,0,0.00502340822298017,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0401993445294958,0,8.67361737988404e-19,0,0.0418760311913993,0,0,0,0,0.260993965514788,0,0,0.101396398268087,0,0.0178586253837399,0.0774621482585042,0,0,0,0,0,0.00689634112151867,0,0,0,0,-0.0295976726569931,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.211494986884379,0,0,0,0,0,0,0.00428645545947447,0,0.0308962787945566,0,0,0,0,0,0,0,0,0.0423225051885301,0.0189915193131849,0,0,0.0268806047516389,0,0,0.354269747184989,0,0,0,0,0.00174722994777125,0,0,0,0,0,0.0926899810765395,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525803347586309,0,0,0,0,0,0,0.0302873034599302,0,0,0,0,0,0,0,0,0,0.0434920995811713,0,0.00866464991246772,0,0.130371069552943,0,0,0,0,0,0,0,0,0,0,0,0.681948939043959,0,0,-0.0213647423609636,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830513086975836,0,0,0,0,0,0,0,0,0,0.234067644424007,0,0,0,0,0,0,0,0,0,0.051379074567262,0.0377041313906749,0.000106748039669281,0,0.133708064908044,0,0,0,0,0.475448898396468,0,0,0,0,0,0,0,-0.0187135768961247,0.00843397182513876,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24608127792113,0,0,0,0,0,0,0,0,0,0,0,0.10165863335741,-3.46944695195361e-18,0,0,-0.0288354544732207,0,0,0,0,0,0,0,0.106280779684389,0,0,0,0,0,-0.00819742829771359,0,0,0,0,-0.028031082867165,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.00623472623996915,0,0,0,0,0.0516930977710716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150569516658493,0,0,0,0,0,0,0.0449467281591269,0,0,0,0,0,0,0,0,0,0.443268972866103,0,-0.0161229063858447,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.0817682406563388,0.00159476643854585,0.182475984715078,0,0,0,0,0.0566831236136307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192994863941246,0,0.033843395924445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171820260342209,0,0.133261023092522,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532444899816055,0,0,0,0.11785100662813,0,1.73472347597681e-18,0,2.16840434497101e-19,0,0,0.193619430260315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219021737336638,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348657163014483,0,0,0,0,0,0.113088437241088,0,0,0,0,0.0271528521307721,0,0,0,0.046104807347003,0.00739062279811013,0,0,0,0,0,0,0.221318530011931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.0973561928743951,0,0,0,0.228872991939702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302006250226303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977262560374719,0,0.313028718298592,0,0,0,0,0,0.0220594584046492,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.197876278910282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848804916226948,0,0,0,0,0,0.0907068649691008,0,0,0,0.11190803481634,0,0,0.296309797040919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423244921783222,0,0,0,0,-0.108535378537658,0.193430270607916,0,0,0.11610601445691,0,0,0,0,0,0,0.264818831617038,0,0,0,0,0.0463689321834677,0,0,0.00658387253242432,0,-0.0394419084230675,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.047770207024107,0.103186923873552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589494747769395,0,0,0,0,0,0.107535474741048,0,0.0372753622818771,0.0294376305464575,0,0,0.0529218465444181,0,0,0,0,0,-0.0100963081379112,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0.0906019390699085,0,0,0,0.0182281936969548,0,0,0,0.106539022711043,0,0,0,0,0,0,0,0,0.0504461020245796,0,0,0,0,0,0,0.165829690050258,0,0.0500417743216225,0,0,0,0,-8.67361737988404e-19,0.033307487302473,0,0,0,0,0,0,0,0,0.00650051464102764,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.276121333212613,0,0,0,0,0,0,8.67361737988404e-19,0,0.179875352860571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878567260159975,0,0,0,0,0.0460937215543087,0,0,0,0,0,0,0,0,0.0540039695765877,0,0,0,-0.000676215925643627,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0118665763337182,0,0,0.031137818188472,0,0,0,0,0.325942513930534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383365896353271,-1.38777878078145e-17,0,0,0,-3.46944695195361e-18,0.160734019011355,0.110980833715451,0,0,0,0,0,0,0,0.0202713922033344,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,6.93889390390723e-18,0.0848783770990554,0,0,0.11335567923066,0,0.146885600146616,0,0,0,0,0,0,0,0,0.110406777465426,0,0,0,0,0,-0.0538892235663338,0,0,0,0,0,0,0,0,0.107610999323194,0,0,0,0,0,0,0.0253602886396907,0.461702128471561,0,0,0,0,0,-0.134661997910858,0,0.0210228459235724,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.10359404543952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418953533162439,0.212329090407887,0,0,0,0,0.0030809760927364,0,0,0,0,0.10401130414323,0,0,0.0971464785386729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600295.SH,0.0274214744567392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349185784240994,0,0,0.146342882960571,0,0.306730472264178,0,0,0,0,0.169655371607628,0,0.166240405747052,0,0,0,0,0.100016001301471,0,0,0,0,0,0,0,0,0,0.178528564716847,0,0,0,0
X600486.SH,0,0,0,0,0,0,0.00618407814649823,0.0248544512851862,0,0,0,0,0,0,0.118025222554296,0,0,0,0,0,0,0,0.0423463148904811,0,0.270905065261622,0,0,0,0,0,0,0,0,0,0.0891691325199864,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246032502083305,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0.423554999568657,0,0,0,0,0,0,0,0.235343780537733,0,0,0,0.0267463865062498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456481387103134,0,0,0,0,0,0,0,0.172850796596784,0.0299563432347356,0,0,0,0,0,0,0,0,0.0128265942926062,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817820203816434,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.117513096333295,0,0,0,0,0.470997360742569,0,0,0.0574007783115588,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33384744554267,0,0,0,0,0,0.0518853835173723,0,0,0,0.0895341763871695,0,0.0478187836176234,0,0,0.126325622556537,0,0.0182735201868099,0,0,0,0,0,0.0536985089055266,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724101099869303,0,0.0690060904972398,0,0,0,0,0,0,0,0.168683705439873,0,0,0,0.180832093553075,0,0,0,0,0.0179371996170105,0.0191625745380684,0,0,0,0,0.0121947986828182,0,0,0,0,0,0,0,0,-0.03786671526991,0,0,0,0,0,0,0
