,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600219.SH,X300072.SZ,X601158.SH,X600801.SH,X000786.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.252890599020463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144483309165731,0,0,0,0,0.0846093099156878,0.188582867920647,0,0,0.0610809078406091,0,-0.0206394427902593,0.0269866563540055,0,0,0,0,0,0
X600028.SH,0.172700937505503,0,0,0.118386944845952,0,0.0319753668807825,0,0,0,0,0.0841452970428829,0,0,0,0,0,0,0,0,0,0,0.023524355881621,0,0,0,0.0333677664428548,0,0,0,0,0.111651037829688,0,0,0.0683852167554739,0,0,0,0,0,0,0,0,0,0,-0.0436166772749155,0,0.254879921775623,0,0,0,0,-0.00643568578889299,0.0770030204557633,0,-0.026513224725517,0,0,0,0
X601088.SH,0.197793524179718,0,0,0.0382039999586484,0,0,0,0,0,0,0,0,0,0,0,0,0.199399168413712,0,0,0.0223876385623517,0.0885755390823848,0,0,0,0,0,0,-0.0970678181932098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813629160255225,0,0,0.0131513565592148,0,0.08962056209693,0,0,0,0,0.00774621297287171,-0.0410343581595051,0,0,0,0,0,0
X600585.SH,0,0,0.25752463814986,0,0,0.227672282544816,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676104953978815,0.0732189540795118,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0314299306828345,0.0831725226143556,0,0,0,0.451210570882104,0,0,0,0,0,0,0.0250156832221729,0,0,0,0,0,0,0,0,-0.00524005482328943,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0894933418117068,0,0,0,0,0,0,0,0,0,0.0284563616233545,0,0,0,0.508380150705947,0.0387024335462964,0,0,0,0.0460781255793907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646101911991488,0.0151572834110173,0,0,0,0,0,0,0,0,0.00543856460167724,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0487344874294123,0,0,0.0125578838456997,0,0,0,0,0,0,0,0,0,0,0.648156445480297,0,0,0,0.0862227050373366,0,0,0.0508162347553152,0,0,0,0,-0.149008194870453,0,0,0,0,0,0,0,0,0,0,0,0,0.0717127024685683,0,0,0,0,0,0,0,0,-0.00205310073664662,0.0638943096364005,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.376063281641593,0,0,0,0,0,0,0,0,0,0,0.208376246776478,0,0,0,0,0.111593405561802,0.0418016185439793,0,0,0,0,0,0,-0.0060062390129557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202552043802464,0,0,0,0,0,-0.0504161911704664,-0.0400586955778864,0.140927774020274,0,0,0,0,0,0
X600010.SH,0.125799870119707,0,0,0,0,0.0826505297480832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187829906483377,0,0,0,0,0,0,0,0,0,0,0.0618582414203707,0,0,0,0,0,0,0,0,0,0.0162043628556422,0,0,0,0,0,0.10152510079313,0,0,0,0,-0.0102657471615246,-0.00526324179932594,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0463846976033994,0.0147668121240657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855226455353293,0,-0.0102693283035842,0.0568306015936268,0,0,0,0,0.558312692686395,0,0,0,0,0,0,0,0.210790706092699,0,0,0,0,-0.0307179711962832,0,0,0,0,0,0,0,0,0.00471127472806306,0.0212153185714458,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0702158754792694,0.0915336338974699,0.257748567065992,0.190293432458217,0,0,0,0,-0.005414746414446,-0.00107258908886664,0,0,0,0,0,0
