,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000786.SZ,X000983.SZ,X600803.SH,X000723.SZ,X600096.SH,X600801.SH,X601991.SH,X600486.SH,X000408.SZ,X601699.SH,X600027.SH,X600219.SH,X000932.SZ,X600141.SH,X300073.SZ,X002080.SZ,X600295.SH,X000807.SZ,X600157.SH,X600489.SH,X600352.SH,X000830.SZ,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.096662487375518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110578806098997,0,0,0,0,0,0,0,0,0,0,0,0.073539823351897,0,0,0.0673675064599507,0,0,0.14193756700251,0,0,0.0375264976099364,0,0,-0.00668453802844524,-0.0201895162031851,0,0,0,0,0,0
X601088.SH,0.0834437726296645,0,0,0,0,0.161778903372999,0,0,0,0,0.136022267534295,0,0,0,0,-0.0418665730442292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235047802998852,0,0.182638181224099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397808952658622,-0.0287295048339803,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.029837998210548,0,-0.0247732839781864,0,0,0,0,0,0,0,0.110766546356477,0,0,0.0901978608445626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991780951431979,0,0,0,0,0,0.0301873132813806,0.0234767482152009,0,0,-0.020816376275561,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0098440384573601,0,0,0,0.0182051896398933,0,0.118177415076336,0.107911493125487,0,0.101201115092632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556474128515234,0,0,0,0,0.0316176244372816,0,0,0,0,0,0,0.141642375833183,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271352698219193,0.00270559193357684,0,0,0,0,0,0,0,0,0,0,0,0.0584601592597193,0,0,0.0631650658259985,0,0.429380184807966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344218975715102,0,0,-0.00676645066333749,0,0,0,0,0,0,0
X600188.SH,0,0.794957028253637,0,0,0,0,0,0,0,0,0,0.0783907900935817,0,0,0,0,0.0788139592289295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197136072275088,0.0955079075854858,0,0,0,0,0,0,0.15906558467266,0.0516299962822479,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0638223056897135,0,0.278992657005195,0,0.527417361951998,0,0,0,0,0,0,0,0,0,0,0,-0.0474858555513975,0,0,-0.000529782814039079,0,0,0,-0.0711888563885122,0,0,0,0,0.0280254193610378,0,0,0,0,0.128881578712326,0,0,0,0,0,0,0,0,0,0,-0.0900859284533561,0.0519006241393037,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.384838197238217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276231536378456,0,0,0,0,0,0,0,0,0,0,0.299530391946001,0.0921619759990741,0,0,0,0,0,0,0,0.147882705792014,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804279259399054,0.0311665101571757,0,0,0,0,0,0,0,0,0,0,0.480825562973557,0,0,0,0.0581341074094171,0.0245739920193979,0,0,0,0,0,0,0,-0.0247368883669366,0,0,0,0,0,0,0
X600111.SH,0,-0.12332858710206,0,0,0,0,0.26216934069568,0,0,0,0,0.0422866074261001,0,0,0,0,0,0.352308444627158,0,0.035172084253673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151664094102467,0,0.0926254026845426,0,0,0,0,0,0,0,8.67361737988404e-19,0.0544924490285744,0,0,0,0,0,0
