,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600623.SH,X600188.SH,X600886.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600547.SH,X002466.SZ,X600660.SH,X601158.SH,X000792.SZ,X000709.SZ,X600489.SH,X000539.SZ,X600583.SH,X600309.SH,X000883.SZ,X000898.SZ,X002075.SZ,X600352.SH,X000027.SZ,X600021.SH,X000959.SZ,X000630.SZ,X000060.SZ,X000983.SZ,X600578.SH,X000629.SZ,X300072.SZ,X002470.SZ,X600160.SH,X600098.SH,X000012.SZ,X601699.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0994425478646925,0,0,0,0,0,0,0,0,0,0,0.181637063822532,0,0,0,0,0,0.0728793257672558,0,0,0,0,0,0,0.0322772588127296,0,0,0,0,0,0,0,0,0,0.0405947987567324,0,0,0,0.00733192236525065,0.0206661603716213,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.236814758686073,0.0396582606029513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709046163220547,0,0,0,0.022491380477859,0,0,0,0,0,0,0.0119604329997853,0,0,0,0,0,0,0,0,0,0.0290422218129255,0.0382591955530621,0.0362453185601432,0,0,0,0.00724280258769628,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.283818598187915,0,0,0,0,0,0,0,0,0.138616805794922,0,0,0,0,0,0,0,0.0150697068937905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398311458252508,0,0,0.00607460321015912,0,0.0590026350206015,0.0168743340451019,0,0.0412686297372013,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0912004317667116,0,0,0,0,0,0.0154913385975955,0.0104693886698442,0,8.67361737988404e-19,0,0,0,0,0.00276633361834207,0,0,0,0.110603783167688,0,0,0,0,0,0.024756291920316,0,0.0113167754933904,0.153339300722264,0,0,0,0,0,0,0,0,0,0,0.102858083031395,0.0383552851493405,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0693532599932752,0.0539860306025751,0,0,0,0,0,0,0.0149751970896302,0,0,0,0.121688578537898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842516789464391,0.240849156060718,0.106408782199818,0,0,0.116503022640641,0,0,0.0467483491432891,0,0,0,0,0,-0.0152422055192501,-0.000142934897173606,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0489627362602743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422002581572184,0,0.0655942893626424,0,0,0.133718085595338,0,0.114756289934981,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302647550608019,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.209695950237834,0,0,0,0,0,0,0,0,0.160947392773465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0955104143686695,0,0.0138175845584259,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.259548776590507,0,0,0,0,0,0,0,0,0.155929535361314,0,0.0311411234987683,0,0,0,0,0,0.0158731667285907,0,0,0,0,0,0,0,0,0.0534754592865164,0,0,0,0,0.0273361057827357,0,0,0.129334919054897,0,0,0.098290060861121,0,0,0,0.0587372759127471,0,0,-0.0155066754413058,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129616434647743,0,0,0,0.0335092133407028,0.310401744373844,0,0,0,0,0,0,0,0,0,0,0,0.136397564001878,0,0,0,0,0,0,0.0240440225299807,0,0,0.133147223663844,0,0,0,0,0.148205771887949,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148912607141151,0,0,0,0.125336510204614,0,0.0373570324511226,0,0,0,0,0,0.0815694357628483,0,0,0,0,0,0,0,0,0,0,0,0.0359963399404905,0,0.127069355549065,0,0,0,0,0,0.116978089490978,0,0.0738529390791374,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0258491362845673,0,0,0,0.118732406297501,0,0,0,0,0,0,0,0,0.0985179046684555,0,0,0,0,0.0185453610528394,0,0,0,0.10364556874649,0,0,0,0,0,0,0,0.0482434897786166,0,0,0,0,0.00867616715096396,0,0,0.0430226049551937,0,0,0,0.172616371668479,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0473272447106535,0.127574348084197,0,0,0,0,0,0,0,0,0.0526236694341398,0,0,0,0,0.0189623972847231,0,0,0.0606081091167997,0,0,0.0922052701637536,0,0,0,0,0.020504577614465,0.0973843025131857,0,0.112997200326993,0,0,0.0345615442816649,0,0,0.0486261895663696,0,0,0.0542270987095813,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.0705219124480379,0,0,0,0,0,0,0,0,0,0,0,0,0.005435762171676,0,0,0.0231440483834856,0,0,0,0.0838947875561918,0,0,0.164703015678332,0,0,0,0,0,0,0.000912305668965697,0,0,0,0,0,0.0173359384433616,0.144410928457684,0.111337511947046,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.230900646580481,0,0,0,0,0,0.187462979052816,0,0.149836481249044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025147063517012,0.0065918800132407,0,0,0,0,0.189403736818156,0,0,0.0487712546570113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152532312862003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726734915663364,0,0.124016724217154,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.490283711583259,0,0,0,0,0,0,0,0,0,0.0371695233776666,0,-3.46944695195361e-18,0,0,0,0,0.185515651629722,0,0,0,0,0,0,0,0,0,0,0,0.0674458420279912,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.154390334695444,0,0,0,-0.00988878430966903,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0280720947243732,0,0,0,0,0,0,0,0,0,0,0,0,0.25858915705209,0,0,0,0,0,0,0,0,0,0,0,0.0318891958277093,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0399483127064611,0,0.0277595693801285,0,0,0.0221935601276086,0.132774118380572,0,0,0,0,0,-0.00451957870667306,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.216452619723966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248108724995527,0,0,0,0.185982927700172,0,0,0.0752984430766963,0,0.0259655952116949,0.0260377875072137,0,0.0854546974150795,0,0,0,0,0,0,0,0,0,0,0
