,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X002460.SZ,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600801.SH,X600688.SH,X002271.SZ,X600362.SH,X600188.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X002466.SZ,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600299.SH,X600176.SH,X000792.SZ,X000401.SZ,X600489.SH,X000898.SZ,X600426.SH,X601158.SH,X600219.SH,X600516.SH,X000932.SZ,X000553.SZ,X002353.SZ,X000709.SZ,X000883.SZ,X002075.SZ,X600583.SH,X600126.SH,X000630.SZ,X000027.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.136837242926905,0,0,0,0,0,0,0,0,0,0,0,0.365794395625845,0,0,0.0507805892068805,0,0,0,0.0032469158950747,0,0,0,0.0127469031967922,0,0,0,0,0,0,0,0,0.125042983991838,0,0,0,0,0,0,0,0,0,0.0983887002251374,0,0.0136109227319856,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.323844446982554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771588673267228,0,0,0,0,0,0,0,0.0169672086607276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159815520207355,0.0581075499405623,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0247826444085904,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100665451590109,0,0,0,0,0,0.141316816768004,0,0,0.0322378640475657,0,0,0,0.0052479493846196,0,0,0,0,0,0,0.0662335796060381,0,0,0,0,0.0481841250202054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454397348793537,-0.0164089510603857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016423745017846,0,0.134530237989366,0,0,0.0156044620856136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303600671587343,0.0171088390286266,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305500477146488,0.102713044203755,-0.0212660192739434,0,0.0225448662275464,0,0,0,0,0,0,0,0,0,0,0,0.302343748546876,0,0,0,0,0,0,0,0.0360702144858582,0,0,0.166150383018646,0,0,0,0,0,0,0,0,0,0,0.00739240765219327,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106374488627815,0,0.0422040046095894,0,0,0,0.115693838678375,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0245062613220681,0.0225100566573819,0,0.0601443550016031,0,0,0.0114164555789592,0.0216161593848953,0,0,0,0,0,0,0.00051858835454732,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0420859576373805,0,0,0,0,0,0.0670427528321979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132344952444513,1.01890821643577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251545902171892,0.0204870912331915,0,0.0167429208841178,0,0.0644939317454219,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.012941363399986,0,0,0,0,0.00918002580816596,0,0,0,0,0,0,0,0,-0.0426696342487234,0,0,0,0,0.221515644695739,0,0,0.291486371835697,0,0,0,0,0,0,0,0,0.21149727757063,0,0,0,0.101908950978536,0.0135415910710998,0,0,0.161575940355013,0,0.0152790183620442,0.0063806379641549,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0418349108303025,0,0,0,0,0,0.0174057759519534,0,0,0,0,0.118501896051423,0,0,0,0,0,0.500451501288745,0.0240676066049653,0.0746478536739585,0,0,0,0,0,0,0,0,0.0406506477342208,0,0,0,0.041163582776733,0,0.00904768952217746,0,0,0,0,0.0404688164609202,0,4.56410157243393e-05,-0.0116237380353581,0,0,0,-0.00887935601650131,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249048670665174,0,0,0.0244782670347314,0,0,0.337337628947777,0,0,0,0,0,0.0293514197274535,0,0,0,0.05627149878131,0.0221988206907406,0,0,0,0,0,0,0,0.0303881435985237,0,0,0.00104236465372728,0,0,0,0.0218048304340428,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933488352150673,0,0,0,0.127689791465452,0,0,0,0.131018812989388,0,0,0,0,0,0,0,0,0,0,0,0,0.118445618712152,0,0,0.0217770860164647,0.421520683515229,0,0,0,0,0,-0.0194759219690724,0.0436792797555273,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0325736342577647,0,0,0,0,0,0,0,0,0.101852292245624,0,0.215181344147602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623198288004833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.233364991566629,0,-0.046617228799896,0,0,0,-0.0171063267220686,0,0,0,0,0.0154979881075276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236204990535054,0,0,0,0,0,0,0,0,0.140921358085874,0,0,0,0,0.0489057201097687,0,0,0,0,-0.0392822160010478,0,0,-0.00102230804965995,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216855408746705,0,0,0,0,0,0,0.179462645095141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173244405890851,0,0,0,0,0,0,0.00217756589785445,0.000614291278009634,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.125945303122691,0,0,0.0617790516565187,0,0,0,0,0,0,0,0,0,0.055085393695746,0,0,0,0,0,0,0,0.0391994779157606,0,0,0,0,0,0,0,0,0,0.206362962457232,0,0.0177656831149677,0,0,0,0,0,0.0304732074970947,0,0,0,0,0,0.0101830998806734,0,0,0,0,0,0
