,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X600516.SH,X600176.SH,X000709.SZ,X002466.SZ,X600808.SH,X000629.SZ,X002460.SZ,X600352.SH,X002110.SZ,X000825.SZ,X600489.SH,X600801.SH,X300072.SZ,X600339.SH,X601158.SH,X000553.SZ,X600219.SH,X600583.SH,X601699.SH,X600426.SH,X000883.SZ,X000786.SZ,X000932.SZ,X000301.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.124456745947534,0,0,0,0,0,0,0,0.0995585190640266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118555906379223,0,0,0,0.102736965108298,0,0,0,0,0,0.300467107337999,0,0,0,0.0319083904155824,0,0,0,0,0,0
X600028.SH,0.142218639252041,0,0.0877708272861151,0.19407817958135,0.057778307799183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494208856110856,0,0,0,0,0,0,0,0,0,0,0.0564019864148967,0,0,0,0,0,0,0,0,0.0968992078492412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0583069394555835,0,0,0.0856395872440784,0,0,0,0,0,0.0381696199133194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167526486465604,0,0,0,0,0.351160153378649,0,0,0,0.0427920536837739,0.0205235169043675,0.033886443416171,0,-0.00300275227467618,0,0,0,0,0,0,0
X600019.SH,0,3.46944695195361e-18,0,0,0.0571610788125758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575416604587629,0,0,0,0,0,0,0,0.00344554204717231,0,0,0,0,0.014670632996912,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.130321422298035,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.034919449732561,0.035719723079255,0,0,0,0,0,0,0,0,0,0,0,0.17950845651476,0,0,0,0,-8.67361737988404e-19,0,0,0.00719821386235781,0,0.0143130695321647,0,0,0,0,0,0.492490943150558,0,0.0304068697839424,0,0,0,0.159013688666372,0,0.0488421001828034,0,0,0,0,0,0,0.0135842641128837,0.00290681857899906,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0740666523640252,0,0,0,0,0,0,0,0,0.0580272617146569,0,0,0,0.756678898759137,0,0,0,0,0,0,0,0,-0.00613918312867241,0.0322379126246791,0.0549237731012102,0,0,-0.0832951711049266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125840234476954,0.0279654324494825,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.121204032355866,0.0346438483911163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160755932541471,-0.37093415266234,0,0,0,0.231610552540539,-0.328644315400823,0,0,0,0,0,0,0.0738251492099524,0,0.388143316286847,0,0,0,0,0,0,0.0122476663812981,0.0286223712772525,0,0,0,0,0,0
X601898.SH,0,0.0246991704876694,0.206700802815141,0,0,0,0,0,0,0,0,0,0.116064230187273,0.301362883764691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113937861717832,-0.0118442818067122,0,0,0,0,0,0
X600010.SH,0.111107281334524,0,0,0,0,0,0,0,0,0,0,0,0.0820537523449185,0,0,0,0,0,0,0,0.205072824949859,0,0,0.0491856515574396,0,0,0.0697652665470957,0,0,0.0252747244249283,0,0,0.0253900432684512,0,0,-0.0602770878341378,0,0,0,0,0,0,0,0,0,0.0865556459654488,0,0,0,-0.00841382978039938,-0.028700794599536,0,0,0,0,0,0
X601991.SH,0.0490222250919278,0,0,0,0,0,0,0.0747950616870698,0,0,0,0,0,0.188119269312286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000150349680179239,0,0,0,0,0,0,0,0,0,0.115393501384127,0,0,0,0,0,0,0,0,0,0,-0.0195689339108688,-0.00636820192578218,0,0,0,0,0,0
