,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600803.SH,X600096.SH,X000723.SZ,X000786.SZ,X601699.SH,X000408.SZ,X601991.SH,X600486.SH,X600219.SH,X600141.SH,X600801.SH,X000807.SZ,X600295.SH,X600027.SH,X002353.SZ,X600985.SH,X002080.SZ,X000932.SZ,X000830.SZ,X600157.SH,X600688.SH,X000683.SZ,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.156448061435582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794650266496341,0,0,0,0,0,0,0,0,0,0,0.0623878990161753,0,0.112241448017396,0,0.121153864367727,0.0143901706652059,0,0,0,0,0,0.0715687893377612,0,0,0.00468906762001226,-0.045508652518535,0,0,0,0,0,0
X601088.SH,0.147735633358017,0,0,0,0,0.065504813643969,0,0,0,0,0.195153145725686,-0.00654441684486213,0,0,0,0,0,0,0,0,0,0,0,0.0464213324099381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093279815371181,0,0,0.0771063585726195,0,0,0.030327840314759,0,0,0,0.0616574730947059,0,0.0439211707214259,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.030208404025731,0,-0.0224662023522821,0,0,0,0,0,0,0.0888426662902352,0,0,0,0,0.0100880869433029,0,0,0,0,0,0,0,0,0,0.0208787119005432,0,0,0,0,0.0391245037135539,0,0.015274196672836,0,0,0,0,0,0,0.0499485124681,0,0,-0.00464804512285384,-0.0358363917619782,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0303818727935814,0,0,0,0,0,0,0.0368097179113898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435480086924774,0,0.159846007520014,0,0,0.124049597083315,0,0,0,0,0.0189132930306341,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279657211703957,0.0202493497336047,0,0,0,0,0,0,0.405318672482016,0,0,0,0.0305430010182199,0,0,0.0504085760820137,0,0,0,0,0,0,-0.00559281636422961,-0.0150620200735866,0,0,0,0,0,0
X600188.SH,0,0.274706035939184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239530491772427,0,0,0,0.089120999461084,0,0,0,0,0,0,0.233129919856156,0,0.0531112941259451,-0.0878958866319851,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.101294130843169,0,0.178645557380863,0.196952659578359,0,0,0,0,0,0,0,0,0,0,0.024739783439041,0.00713590727446261,0,0,0,0,0,-0.0866302230951587,0.0629597039968234,0.00845915322374065,0,0,0,0.133432430089075,0,0,0,0.252161702996742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424603603118903,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.519265542395903,0,0,0.169770430413685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245071204756737,0,0,0.121180603105094,0,0.0864540340695654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368904637402877,-0.0086799516746617,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0388015378170913,0,0.855500657635157,0,0,0,0,0,0,0,0.0137119646233223,0,0,0,0,0,0,0,0.0763174681776792,0,0,0,0,0,0,0,0,0,0,0.0707019062382653,0,0.0312079787099885,0,0,0,0,0,0,0.0120566287306938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292348535799692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966627978032469,0,0,0.00587209794757318,0.0958613759612883,0,0.44671555387254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
