,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X600027.SH,X600795.SH,X601991.SH,X002271.SZ,X600362.SH,X600426.SH,X600803.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000539.SZ,X000786.SZ,X000408.SZ,X600378.SH,X600160.SH,X600219.SH,X300037.SZ,X002409.SZ,X000629.SZ,X600688.SH,X000932.SZ,X600157.SH,X600612.SH,X600021.SH,X000027.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.523455119662023,0.0479796210769258,0,0,0.120386462310928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470662359864086,0,0,0,0,0,0,0.0908326506111458,0,0,0,0,0,0,0,0,0,0,0.0874550454105439,0,0,0,0,0.0494611331088474,0,0,0,0,0,0,0
X600028.SH,0.649211685561936,0,0,0,0,-0.113521880234662,0,0,0,-0.0739426555325582,0.0644346789365423,0.0292920994380472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143332902652738,0,0,0,0.0177536835913326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.196367384175707,0,0,0,0,0,0,0.0234992535408388,0,-3.46944695195361e-18,0,0.176051685126228,0,0,0.159750832864993,0,0,0,-0.0579923238165492,0,0,0,0,0.0522583358049504,0,0,0,0,0,0,0,0,0,0,0,0.111458407076136,0,0.0597805589681853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496200600148242,-0.0066206540229035,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.189964475534428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278115543918732,0,0,0,0.118453895196766,0,0,0,0.0535291690861326,0,0.0536441577209264,0,0.0243265480680069,0,0,0,0.025333474144063,0,0,0,0,0,0,0,0,0,0,0.0314015315956151,0,0,-0.0149424129367444,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0198776799000424,0,0,0,0,0,0,0,0,0,0.199156730420987,0,0,0,0,0,0,0,-0.18006002624382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309840326441794,0,0.0110287987426721,0,0.0156660745214132,0,0,0,0,0,0,0
X600188.SH,0.0140506865707637,0,0,0,0,0,0,0,0,0,0,0.431620693407766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186940518604292,0,0,0,0.221163341802361,0,-0.0181543096555091,0,0,0,0,0,0.0435441249475788,0,0,0,0,0,0,0,0,-0.0289861987376096,0,-0.0802166171701209,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.105251510390193,0,-0.0320438064904197,0,0,0,0,0,0,0,0,0.0103850794108857,0,0,0,0,0,0,-0.102061376082446,0,0,0.0153727838424764,0,0,0,0,0,0,0,0,0,0.0639544671274792,0.334898471760812,0,0,0,0,0.0164209860558305,0,0,0,0,0,0,0,0,0.00165391949818716,0,-0.0081745157118941,0,0,0,0,0,0,0
X600019.SH,0,0.0750236399968979,0,0,0,0.109179293474161,0,0,0,0,0.0959523809925509,0,0,0,0.101377485376212,0,0,0,0,0,0,0,0,0.0369973438953621,0,0.0260424996541632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468694009713173,0,0,0.141985013980121,0,0,-0.0381932519238927,0,0,0,0,0.0331937440431251,0,0,0,0,0,0,0
X002460.SZ,-0.00498686109344897,0,0,0,0,0,0,0,0,0.510174151305257,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.174795273264101,0,0,0,0,0,0,0,0,0,0,-0.0613711629435491,0,0,0.010855453654244,0,0.0572734409225669,0,0,0,0,0,0,0,0,0,-0.0172019557230115,0,0,0,0,0,-0.00668130087049423,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0490428988555161,0,0,0.49353974926299,0,0,0,0.194987415020909,0,0,0,0,0,0,0,0,-0.0204813317876278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190263859955866,0,0,0,0,0,0,0,0,0,0,0.114566488715236,0,0.00316562213126031,0.0055023103415523,0,0,0,0,0,0
