,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600886.SH,X002466.SZ,X600547.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X601699.SH,X000708.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X000786.SZ,X600489.SH,X601991.SH,X002271.SZ,X600985.SH,X000408.SZ,X600160.SH,X000630.SZ,X600176.SH,X000807.SZ,X000932.SZ,X000933.SZ,X600612.SH,X600348.SH,X600219.SH,X601168.SH,X300037.SZ,X002128.SZ,X600157.SH,X000027.SZ,X600688.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.418514795429675,0.273395002231929,0,0,0,0,0,0,0,0,0,0.0648906523924452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740294911759534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246792687180177,0,-0.00642749803934927,0.00289659642486498,0,0,0,0.117449556378212,0,0
X601088.SH,0.102569531369055,0,0,0,0.244140680059532,0,0,0,0,0,0,0,0,0,-0.00233778194250128,0,0,0.174080306309529,0,0,0,0,0,0,0.156920609480817,-0.0129721725612146,0,0,0,0,0,0,0.0174630443214907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183149362551398,0,0,0,0,0,0
X600028.SH,0.505491853422992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208306852572282,0,0.0114933553684255,0,0,0,0,0,0,0.113507935910824,0,0,-0.0194920238156299,0,0,0,0,0,0,0,0,0,-0.0263513165190745,0.00871278865758728,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00200679842185178,0,0,0,0.344762572198291,0,0,0,0,0,0,0,0,0,0,0.0528438590560554,0,0,0,0,0,0,0,0.193928995475484,0,0,0,0,0,0,0.113104510601576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00774300609495101,0,0,0,0,0,0
X600188.SH,0,0.0835930623323215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30464256029779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125012520760047,0,0,0,0,0,0,0,0,0.0907862069547045,0,0,0,0,0,0,0,0,0,-0.0100971646127083,0,0,0,0,0,0,0
X601898.SH,0.0769263945593423,0.0491301536803779,0,0,0.148114210915861,0,0,0,0,0,0,0,0,0,0,0,0,0.164397097572043,0,0,0,0,0,0,0,0,0,0,0.0302100788155892,0,0,0,0,0,0,0,0,-0.0302491342615106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045593482606861,-0.00221841371001341,0,0,0,2.71050543121376e-20,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0588787217154634,-0.0197055406172314,0.00964792480249161,0,0,0,0,0,0,0,0,0,0,0,0.417892039273337,0,0,0,0,0,0.000280071893085085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643144652797642,0,0,0.0475097651174348,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11761678669067,0,0,0,0,0,0,0.326869083788393,0,0,0,0,0.168531664015123,0,0,0,0,0,0,0.0496655231869892,0.00378911147377238,0,0.0298865766443134,0,0,0,0,0
X600585.SH,0,0,0,0.174136518539624,0,0,0,0,0,0,0,0,0,0,0.0484721334652294,0,0,0,0,0,0,0,0,0.0721466559908108,0,0.183419989661902,0,0,0.0922602841318587,-0.126121420032591,0,0.139332401266533,0,0,0,0,0.065415245058966,0,0,0.00175822586271278,0,0,0,0,0,0,0,0,0,0,0,0,0.00504615059342027,0,0,0,0.0111925291445787,0,0
X600660.SH,0,0,0.09621037996948,0,0,0,0,0,0,0,0,0,0.0282926107482463,0,0,0,0,0,0,0,0,0,0,0.0508679150524809,0.0673901082948967,0,0,3.46944695195361e-18,0,0,0,0,-0.129454901850016,0,0.0924054633177867,0,0,-0.0800219410041491,0,0,0.0329496494347672,0,0,0,0.0357868766777878,0,0,0,0,0.00831523548171582,0,0,-0.000436590423810261,0,0,0,0,0,0
X600886.SH,0,0.0512185054099742,0,0,0,0,0.0422856788248249,0,0,0,0,0,0,0,0,0,0.545183031615521,0,0,0,-0.156745332499992,0,0,0,0,0,0,0,-0.0352612200363797,0,0,0,0,0,0,0,0,0,0,0,0.0139664313977201,0,0,0,0.0211887661730952,0,0,0,0,0,0,-0.00160786826808653,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670448969602811,0,0,-0.0138574849432262,0,0.101932155538732,0,0,0,0,0,0,-0.0775649112278976,0,0,0.0850580883473,0,0.054955632856509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012850087285585,0,0,0,0,0,0
X600547.SH,0,0,0.0412873922555761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327911321311604,0.50409775277881,0,0,0,0,0,0,0,0.00847614668143386,0.0894856032401896,0,0,0,0,0.0457814278390972,0,0,0,0,0,0.0388005919746836,-0.0305487202999265,-0.00204205711278018,1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683544548840743,0,0,0,0,0,0.205643077527088,0,0.1363026285152,0,0,0,0.271321139338983,0,0,0,0,0,0,0,-0.0177407819735526,0.0166443453218846,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.631147603207414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843212521989346,0,0,0,0.053288593057406,-0.139720540099416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00464177688832819,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0167640852489856,0,0,0,0,0,0,0,0.143384325482959,0,0,0,0,0,0,0,0,0,0.373668987412473,0,0,0,0,0,0,0,0,0,0.142571138080025,0,0,0,0,0,0,0.0342241570361497,0,0,0,0,0,0,0,0,0,0,0,0,0.0204282932225243,-0.0230735863141386,0,0,0,0,0,0
X600795.SH,0.032040081464032,0.0439536484729131,0,0,0.0854648242067593,0.0761745826771296,0,0,0,0,0.267997307309044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12632220627727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615627313807593,0,0,0,0,0,0,0,0,0.0838111041618277,0,0,-0.00705995987244785,0,0,0,0,0,0
X601699.SH,0,0.215604165264899,0,0,0.32145078440859,0,0,0,0,0,0,0,0,0,-0.0436350829977115,0,0,0,0,0,0,0,0,0.0357342193856113,0,0,0,0,0,0,0,0,0.217366294445289,0,0,0,0,0,0,0,0.0101928222973902,0,0,0,-0.0165342778626964,0,0,0,0,0,0.0214426215469591,0.0232395974005242,-0.0283887185082622,0,0,0,0.128700525923998,0,0
X000708.SZ,0.117962818579085,0,0,0,0,0,0.179684310526344,0.0194943437738092,0,0,0,-0.0338626780290074,0,0,0,0,0,0,0,0.114188353347779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190210463511543,0.183314964682632,0,0.0296729833140554,0,0,0,0,0,0,0.103911932995132,0,0,0,-0.0346856824158292,0.0447395226076935,0,0,0,0,0,0
X000301.SZ,0,0,0,0.0367726155009755,0,0,0,0,0,0,0,0.125680731864358,0,0.0407806450118119,0,0.0469141331209817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689064347399669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919594460625731,0,0,0,0,0,0,0.0331437151681976,-0.0146071855677982,0,0,0,-0.107219333794707,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.129355732832668,0,0,-6.93889390390723e-18,0,0,0,0.028857115983006,0,0,0.186133648179876,0,0,0,0,0,0.110868256204701,0,0,0,0,0,0,0,0,0,0,0.00316827559463938,0,0,0,0,0,0,0,0,0,0,0,0,0.0503416775575111,-0.0339032827146473,0,0,0,0,0,0
X600111.SH,0.0204310263209819,0,0,0,0,0,0,0,0,0,0,0.142830552713852,0,0,3.46944695195361e-18,0.190141557731772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544992327335117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974799061117274,0,0.00946458362808835,-0.0154963231429334,0,0,0,0,0,0
X600362.SH,0,0,0,0.0214501229972265,0.1356007745261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031759981127018,0,0.112426449181865,0,0,0,0.241975027132238,0,0.107979448156511,0,0,0,0,0.0230758748203568,0,0,0,0,0,0,0,0,-0.00227318977716349,0.00292804078806695,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.13086139501978,0,0,0,0,0,0,0,0,0,0,0,0,0.384475782972916,0,0,0,0,0,0,0,0,0,0,0.118497401895044,0,0,0,0,0,0,0,0,0,0,0,0,0.203955063864612,0,0,0,0,0,0,0,0,0,0.00484872737208232,0,0,0,0,0.0213808423411017,0,0
X600027.SH,0,0,0,0,0,0,0.64843218511021,0,0,0,0,0,0,0,0,0,0,-0.0351317911052132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690368644637196,0,0,0,0,0,0,0,-0.100527794388496,0,0,0,0,0,0,0,0,0,0,0,-0.0153614645914042,0,0,0,0,0,0,0
X000877.SZ,-0.0230690167708633,0,0,0,0,0,0,0,0.214313427157442,0,-0.299721286662896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140355768223309,0,0,0,0.149181304473376,-0.0482686019930018,0,0,0,0,0.039817544723152,0,0,0,0,0.214689864452037,0,0,0,0,0,0,0,0,0,0,-0.0566416596411925,0.0138274688634834,-0.0296501071851243,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137772784180989,0.0664476219451453,0,0,0,0,0,0.0240355186790067,0,0,0,0.0227100759265007,0,0,0,0,0,0,0,0.249717680002351,0.0353916965816311,0.0802336841362793,0,-0.0249950122805182,0,0,0,0.107926814468855,0,0,0,0,0.190399890915642,0,0,0.0143942429975452,0,0,0,0,0,0
X600426.SH,0,0,0,0.374089923330318,0.0303941392679988,0,0,0,0,0.100533381195483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101266015749686,0,0,0,0,0,0.187960231559858,0,0,0.0122254338307402,0.239581586711026,0,0,0,0,0,0,0,0,0,0,0.234247218207025,0.0155540645947025,-4.33680868994202e-19,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.220574855013577,0,0,1.73472347597681e-18,0.210130200836527,0,0,0,0,-0.0105153451603431,0,0,0.178844342748463,0,0,0.194060673744198,0,0,0,0,0,0,0,0.191885917984208,-0.304788832182006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400746661574485,-0.012481602368194,0,0,0,0.0803549238211241,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0.0202899897290691,0.544453360365696,0.008078410389515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461736911294743,0,0,0.0438534640220672,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083684092032083,0,0,0,0,-0.0296646967548867,0,0
X601991.SH,0,0,0,0,0,0,0.0310432172670375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12356799158473,0,0.173417307820464,0,0.0946834899871964,0,0,0,0,0,0,0,0,0.0510787100305176,0,0.159260194595121,0,0,0,0,0,0,0,0,0,0,0,-0.0138402547656571,-0.00657508893885951,0,0,0,-0.0972357070555903,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.0689724151020253,0,0,0,0,0,0.0205160336386201,0.477264113264819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118987503135086,0,0,0,0,0.0749686977562334,0,0,0,0,0,0,0.193311534846745,0,0,0.10608190822548,0,0,0,0,0.0213479387303307,0,0,0,-0.0611438573395746,0,0
X600985.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.575462178031447,0,-0.099094329210286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275489096688347,0,-0.00652254689942696,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00165807062726712,0,0,0.0613058727217535,0,0,0,0,0,0.288963410234997,0,0,0,0,0,0,0,0,0,0.0490680126469759,0,0,0,0,0,0.107323532306378,0,0,0,0,0,0,0.138737090009174,0,0,0,0,0,0,0,-0.00312614261164372,0,0,0,0,0,0
X600160.SH,0,0,0,0.00572935200768966,0,0,0,0,0,0,0,0,0,0,0,0.125162008549452,0,0,0,0,0,0,0,0.0204915996169151,0,0,0,0,0,0,0,0.0233977289357382,0,0,0,0,0,0,0,0.278370284726089,0,0,0,0,0,0,0.189880796739604,0.0830307698795264,0.184861634915241,0,0,0,-0.0197983405606403,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0765643505166622,0,0.168933735654853,0,0,0,0,0,0,0,0.164626443371187,0,0,0,0,0,0,0,0,0.00699162090460411,0,0.0742070085905583,0,0.0440732523968887,0,0,0.124461098775682,0,0,0,0.0358998029085761,0.0324279257934914,0,0,0,0,0,0,0.0510896484715238,0,0,-0.0109975468555205,0,0,0,0,0,0
X600176.SH,0.0954294568684956,0,0,0,0,0,0,0,0.166792476622991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399624812939025,0.0565932835288711,0,0,0,0.256052110965927,0,0,0,0,0,0.00500806221532504,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0116523382200835,-0.015046160845967,0,0,0,0,0,0
X000807.SZ,0,0,0,0,-0.0414214529806689,0,0,0,0,0,0,0.0391670143554571,0,0.592876659576757,0,0,0,0,0,0,0,0,0,-0.0114687000608653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592129590739347,0.192256529946684,0,0,0,0,0,0,0,0,0,0,-0.052322547228831,0,-0.0302673209607219,0,0,0,-0.0333453215591281,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671797851026321,0.119162109549027,0,0,0.0472797379952718,0,0,0,0,0,0,0.155784305847853,0,0,0.122889700269606,0,0,0,0,0,0,0,0,0.0375961576502703,0,-0.0143219917366015,0.00189404430376424,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0322340173318113,0,0.165950418146484,-0.0120076716388486,0,0,0,0,0,0,0,0,0.174135418367149,0,0,0,0.00494379294435985,0,0,0,0,0,0,0,0,0,0.589109223009054,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0185805633818242,0,0,0,0,0,0
X600612.SH,0,0,0,0,0,0,0,0,0,0,0.03415200004792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710035748876625,0,0,0,0,0,0,0.114709695787498,0,0,0.103567810486603,0,0,0,0,0.421743716004932,0,-0.00864004679864751,-0.00729073259918664,0,0,0,0,0,0
X600348.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144912127634463,0,0,0,0,0,0.093092788032701,0,0,0,0,0,0,0,0,0.230637159105789,0,0,0,0,0.0729629818515392,0.00384384507974421,0.0257966678214219,0,0,0,0.0398000308275152,0,0,4.33680868994202e-19,0,0,0.104482913957024,0,-0.000558590045579556,-0.00734689198960125,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171611415331223,0,0,0,0.0643826104614328,0,0,0,0,0.0952068309970059,0,0,0.0123397951482345,0.160269134290344,0,0.00903365002898257,0.0528541176619493,0,0.0138510409056817,0,0,0.0138173985169967,0,0,0,0,0,0,0,0,0.0014316073099668,0,0,0,0,0,0
X601168.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127690242631412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181682435693015,0,0.238209335252622,0,0.182583416278818,0,0,0,0,0,0,0,0.0326808263585739,0,-0.0278529043393058,0.0094406596067852,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0,0,0,0,0,0,0,0.200589151235522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509460057577912,0,0,0,0.283053975391385,0,0.0357392389870336,0,0,0.0602116609390206,0,0,0.148230640664169,0,0,0,0,0,0,0,-0.0200117297970376,-0.0121681905782561,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403093256509341,0,0,0,0,0,0.0200053132246321,0,0,0.0377151815980993,0,0,0,0.137296979186885,0,0,0,0,0,0,0,0.0611772390612201,0,0.02761830429205,0.0441952825967487,0,0.0239475065909125,0,0,0,0,0,0,0,-0.00611625486693747,-0.00463730717124317,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.059011222581517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162680924399678,0,0,0,0,0,0.0201879792011335,0.108185723287474,0,0,0,0,0,0,0,0.0249758861603003,0,0,0,0,0,0,-0.0107238182355801,0,0
X000027.SZ,0,0,0,0,0,-0.029070378992148,0.164930049311727,0,0,0,0,0,0,0,0.038709807692664,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719689000411714,0,0,0.0102410294702332,0,0,0.0622873360224832,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0939042037588974,0,0,0,0.130840428239444,0.114933655849664,0,-0.0270509031436933,0,0,0,0,-0.0786689204972134,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232430992129846,0,0,0,0,0.0620784489386455,0,0.022386652917882,0.270526220598479,0.0158530904638069,0,0,0,0,0,0,0,0,0,0,0,0,-0.00678251040579968,0,0,0,-0.00392175031036847,0,0
X002353.SZ,0.188565782918426,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219328037673811,0,0,0,0,0.22712785451416,0,0,0,-0.151308749753348,0,0,0.450074829100866,0.0702524158407933,0.00866376905207974,0,0,0,0,0,0.183939176565861,0,0.0867403414775997,0,0,0,0,0.107849892358681,0,0,0,0,0,0,0.115608949351788,0,0,-0.0643426696380209,0.0703195741864628,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0.0809213721678298,0,0,0,0,0,0,0,-0.351314417133716,0,0,0,0,0,0,0,-0.0701293871671427,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202488401341829,0,0,0,0,0,0,0,0,-0.0267157916561718,0,0,0.084144282242291,0,0.0617105568625394,-0.120167715633098,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,-0.512429916320127,-0.104450829267545,0,0,0.281392111299389,0,0,0,0,0,0,0,0,0,0,0,0.202131220297124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761527953746908,0,0,0,-2.34295425713647,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454135914553686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17360749916277,0,0,0,0,1.33779486976699,0,0
RealEstate_excess,0,0,0,0,0,0,0,0,0,0,0,0,0.111696018347018,0.0584123887124081,0,0,0,0,0,-0.015674486336358,0,0,0,0,0,0,0,0,-0.0206155052009353,0,0,0,0,0,-0.0059692846594104,0,0,0.0400095637091682,0,0,-0.103335251628361,0,0,0,0,0,0,0,0,0,-0.0597399638185226,0.0143882789214349,-0.0188810172363685,0,0,0,0,0,0
MKreturn,0,0,0,0,0,0,0,0,0,0,0,-0.105760047576826,-0.086102571976171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577812629770118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225655213002155,0.0567066575435111,0.00734197259539579,-0.0936743846930174,0.00193800816018531,-0.0067248335717573,0.0494414753487008,0,0,-0.0856025291132041,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225543401416392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026019826284058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156386960254923,-0.00161383638751362,0,0,0,-0.0125249077062779,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,-0.0187410388159356,0,0,0,0,0,0,-0.304359054709357,0,0,0,0,0,-0.237015961673589,0,0,0,0.085002707641439,0,0,0,0,0,0,0,0,0,0,0,-0.016899023254328,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,-0.287359255480296,0.290911127667399,0,0,0,0,0,0
CarbonVol_Guangdong,0.00155251562450608,0,0,0,0,0,0,0,0,0,0,-0.00423535849157656,0,0,0,0,0,0,0.0014001243030107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235004883410947,0,0,0,0,0,0,0.00513651568779034,0,0,0,0,0.005597614954742,0.000211683932026137,-0.00332283360730206,0.00589199173154945,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0.00115491218928673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165028343094639,0,0,0,0,0,0,0,0,0,0,-0.00779959611558439,0.0103872326074329,0,0,0,0.0610994214347841,0,0
