,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X000786.SZ,X600027.SH,X000553.SZ,X600352.SH,X000792.SZ,X000408.SZ,X600808.SH,X600489.SH,X600219.SH,X000959.SZ,X002271.SZ,X601158.SH,X601699.SH,X002092.SZ,X600339.SH,X000883.SZ,X000723.SZ,X000983.SZ,X002470.SZ,X002110.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.454900093941881,0,0.039160820863218,0,0,0,0,0,0,0,0,0,0,0,0,0.00572955283288923,0.0314912602531561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402077978212818,0.0503358423445598,0,-0.0202642969346224,0,0,0,0,0,0,0,0,0,0.00183002436519634,0,0,0,0,0,0,0
X600028.SH,0.413212530128528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344962204835876,0,0,0,0,-0.0919416983207565,-0.00818444838303297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167010298602431,0,0,0,0,0,0.0141944414485288,-0.0186310911176035,0,0,0,0,0
X601088.SH,0,0,0,0.0880167550042107,0.0920296191381252,0,0,0,0,0,0.0980689355217514,0,0,0,0.147003364509494,0,0.0660357458988179,0,0,0,0,0,0,0,0,0,0,0,0.125284907396155,0,0,0,0,0,0,0,0,0,0,0,0.0589431366143296,0,0,0,0,0,0,0,0,0,0.0196150369573711,-0.00660050553391944,0,0,0,0,0,0
X600019.SH,0,0,0.137356110445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335318366519094,0,0,0.56574453178695,0,0,0,0.0719821044050793,0,0,0,0,-0.0262029438154353,0,0.0823562088518239,0,0,0,0.0850680796910003,0,0,0,0,0,0,0,0,0,0,0,0.0316020411191873,-0.0177387039764774,0.0714992806601973,0,0,0,0,0
X600585.SH,0,0,0.11280767930266,0,0,0,0,0,0,0,0,0,0,0,0.119395328379844,0,0.184160912325141,0,0,0,0,0,0,0,0.00576048358145819,0,0,0,0,0,0,0,-0.11347230120151,0,0.156770803177111,0,0,0,0,0,0,0,-0.432080337420845,0,0,0,0,-0.044480794814155,0,0,0.00430384418201126,0.018119355506207,-0.0374951604299137,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837166993685177,-0.00505597253459334,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277472303387028,0,0,0.0223819828356145,0,0,0.010875582834409,0,0.0247602404389042,0,0,0,0,0,0,0,0.0699723928778548,0,0,0,0.318154609635,0,0,0,0,0,0,0.126335413364161,0,0,0,0,0,0,0,0,0,0.00366458730027606,0,0,0,0,0,0
X600309.SH,0,0,0.00252663781147413,0,0,0,0,0,0,0,0,0,0,-0.145642084088963,0,0,0,0,0,0,-0.0816759600088012,0,0,0,0,0,0,0.0370739940809745,0,0,-0.0938895476516888,0,0,0,0,0,0,0,-0.0107135812815549,0,-0.116717163904071,0.576687228816277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.120049590837204,0,-0.0234542826123969,-0.0717475365461569,0,0,0,0,0,0,0,0,0,0.140721921106885,0,0,0,0.0493930696685095,0,0,0,-0.051812395442412,0,0,0,0,0,0.0243743794960333,0,0,0,-0.0124931883532879,0,0,0,0,0,0,0,0,0,0,0,0,0.0278584913297328,-0.0370760906116413,0,0,0,-0.0142106206719055,0.0227230222839539,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0212845598567772,0,0.0111347820807745,0,0,0,0,0,0,0,0.181567557972931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063950097705789,0,0.0740740718285557,0,0.0202225056933435,0,0,0,0,0,0,0,0,0,0,0.18946337681129,0,0,0,0,-0.0122630892381708,0,0,0,0,0,0,0
